"CTDID","Region","Year","Mission","Location","Latitude","Longitude","SiteID","ESTDate","UTCDate","EST.Time","UTCTime","Sample_Depth_m","DIC","TA","pH","pCO2","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","SiteID.1","Survey_design","Sample_frequency","Date","Season","Precipitation","Month","BestSalinity","TA_0","DIC_0","nTA","nDIC"
"calval_mar2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","3/23/2012","3/23/2012","12:40:00 PM","04:40:00 PM",0,2037.46,2379.61,8.108,345.5,3.88,NA,NA,34.71,24.8,0,NA,"CalVal_N","Permanent","Single",2020-03-23,"Spring","Dry","March",34.71,2823.01923095162,3349.58544604566,2375.9053420635,2026.49726939345
"calval_mar2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_S","3/23/2012","3/23/2012","01:02:00 PM","05:02:00 PM",0,2015.78,2366.11,8.12,331.4,3.97,NA,NA,34.61,25.05,0,NA,"ADCP_S","Permanent","Single",2020-03-23,"Spring","Dry","March",34.61,2823.01923095162,3349.58544604566,2360.96135509763,2000.75012065999
"calval_mar2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","3/23/2012","3/23/2012","01:16:00 PM","05:16:00 PM",0,2024.92,2373.16,8.114,338.6,3.95,NA,NA,34.6,25.2,0,NA,"CalVal_S","Permanent","Single",2020-03-23,"Spring","Dry","March",34.6,2823.01923095162,3349.58544604566,2367.95931524911,2009.60594860063
"calval_mar2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","3/23/2012","3/23/2012","01:32:00 PM","05:32:00 PM",0,2039.81,2373.26,8.089,364.2,3.81,NA,NA,34.52,25.41,0,NA,"CalVal_SE","Permanent","Single",2020-03-23,"Spring","Dry","March",34.52,2823.01923095162,3349.58544604566,2367.00610571099,2021.59759518824
"calval_mar2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_N","3/23/2012","3/23/2012","01:45:00 PM","05:45:00 PM",0,2026.46,2372.81,8.112,340.5,3.93,NA,NA,34.64,25.11,0,NA,"ADCP_N","Permanent","Single",2020-03-23,"Spring","Dry","March",34.64,2823.01923095162,3349.58544604566,2368.13115117949,2012.70927365541
"calval_mar2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_N","3/23/2012","3/23/2012","01:57:00 PM","05:57:00 PM",0,2001.39,2365.26,8.141,311.7,4.1,NA,NA,34.67,25,0,NA,"ADCP_N","Permanent","Single",2020-03-23,"Spring","Dry","March",34.67,2823.01923095162,3349.58544604566,2360.90290319544,1988.55745032607
"calval_apr2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_S","4/4/2012","4/4/2012","08:44:00 AM","12:44:00 PM",0,1990.75,2370.91,8.137,312.4,4.26,NA,NA,35.54,26.11,0,NA,"ADCP_S","Permanent","Single",2020-04-04,"Spring","Dry","April",35.54,2823.01923095162,3349.58544604566,2377.77941431384,2011.39634611324
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","4/4/2012","4/4/2012","08:58:00 AM","12:58:00 PM",0,1976.35,2370.06,8.154,296.2,4.4,NA,NA,35.63,26.2,0,NA,"CalVal_S","Permanent","Single",2020-04-04,"Spring","Dry","April",35.63,2823.01923095162,3349.58544604566,2378.06910231545,2000.6311768456
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","4/4/2012","4/4/2012","09:09:00 AM","01:09:00 PM",0,1976.2,2363.61,8.146,302,4.32,NA,NA,35.7,26.11,0,NA,"CalVal_SE","Permanent","Single",2020-04-04,"Spring","Dry","April",35.7,2823.01923095162,3349.58544604566,2372.61802413631,2003.12912639305
"calval_apr2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_N","4/4/2012","4/4/2012","09:21:00 AM","01:21:00 PM",0,1973.45,2361.61,8.145,302.3,4.33,NA,NA,35.77,26.22,0,NA,"ADCP_N","Permanent","Single",2020-04-04,"Spring","Dry","April",35.77,2823.01923095162,3349.58544604566,2371.54248833751,2003.07326791879
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","4/4/2012","4/4/2012","09:34:00 AM","01:34:00 PM",0,1986.82,2360.91,8.125,320.9,4.18,NA,NA,35.73,26.23,0,NA,"CalVal_N","Permanent","Single",2020-04-04,"Spring","Dry","April",35.73,2823.01923095162,3349.58544604566,2370.35135848292,2014.6626749402
"calval_apr2012","FLK",2012,"CalVal","FLK",24.9052,-80.6266,"Transect 1","4/20/2012","4/20/2012","11:00:00 AM","03:00:00 PM",0,1795.09,2254.41,8.258,203.6,4.96,NA,NA,36.1,26.42,0,NA,"Transect 1","Permanent","Single",2020-04-20,"Spring","Dry","April",36.1,2823.01923095162,3349.58544604566,2271.73604304839,1842.45689724793
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8854666666667,-80.6041,"Transect 2","4/20/2012","4/20/2012","11:20:00 AM","03:20:00 PM",0,2026.09,2376.46,8.103,347.1,3.95,NA,NA,35.35,25.48,0,NA,"Transect 2","Permanent","Single",2020-04-20,"Spring","Dry","April",35.35,2823.01923095162,3349.58544604566,2380.88137852427,2039.19391530738
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8547,-80.5674166666667,"Transect 4","4/20/2012","4/20/2012","12:40:00 PM","04:40:00 PM",0,2027.67,2367.81,8.08,367.7,3.84,NA,NA,35.57,25.83,0,NA,"Transect 4","Permanent","Single",2020-04-20,"Spring","Dry","April",35.57,2823.01923095162,3349.58544604566,2375.10460954856,2048.85335125797
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8547,-80.5674166666667,"Transect 4","4/20/2012","4/20/2012","01:06:00 PM","05:06:00 PM",0,2030.37,2369.11,8.075,373.4,3.83,NA,NA,35.55,26.04,0,NA,"Transect 4","Permanent","Single",2020-04-20,"Spring","Dry","April",35.55,2823.01923095162,3349.58544604566,2376.1325056828,2050.77980296273
"calval_apr2012","FLK",2012,"CalVal","FLK",24.8694,-80.585,"Transect 3","4/20/2012","4/20/2012","01:22:00 PM","05:22:00 PM",0,2033.94,2364.56,8.067,381.8,3.73,NA,NA,35.56,25.77,0,NA,"Transect 3","Permanent","Single",2020-04-20,"Spring","Dry","April",35.56,2823.01923095162,3349.58544604566,2371.77983040869,2054.65882592198
"calval_may2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","5/4/2012","5/4/2012","12:00:00 PM","04:00:00 PM",0,2040.61,2336.51,8.027,425.1,3.38,NA,NA,34.89,25.47,0,NA,"CalVal_N","Permanent","Single",2020-05-04,"Spring","Wet","May",34.89,2823.01923095162,3349.58544604566,2334.97615031801,2036.48310693422
"calval_may2012","FLK",2012,"CalVal","FLK",24.8981833333333,-80.6160666666667,"ADCP_NE","5/4/2012","5/4/2012","12:10:00 PM","04:10:00 PM",0,2037.66,2331.21,8.026,425.5,3.36,NA,NA,34.78,25.4,0,NA,"ADCP_NE","Permanent","Single",2020-05-04,"Spring","Wet","May",34.78,2823.01923095162,3349.58544604566,2328.09907329473,2029.36144916245
"calval_may2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","5/4/2012","5/4/2012","12:20:00 PM","04:20:00 PM",0,2048.19,2334.81,8.009,446.5,3.28,NA,NA,35,25.55,0,NA,"CalVal_SE","Permanent","Single",2020-05-04,"Spring","Wet","May",35,2823.01923095162,3349.58544604566,2334.81,2048.19
"calval_may2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","5/4/2012","5/4/2012","12:32:00 PM","04:32:00 PM",0,2045.15,2332.46,8.01,444.9,3.29,NA,NA,34.91,25.65,0,NA,"CalVal_S","Permanent","Single",2020-05-04,"Spring","Wet","May",34.91,2823.01923095162,3349.58544604566,2331.19530991734,2041.78708994145
"calval_may2012","FLK",2012,"CalVal","FLK",24.8964666666667,-80.6182,"ADCP_S","5/4/2012","5/4/2012","12:40:00 PM","04:40:00 PM",0,2035.16,2322.51,8.014,439,3.29,NA,NA,34.83,25.59,0,NA,"ADCP_S","Permanent","Single",2020-05-04,"Spring","Wet","May",34.83,2823.01923095162,3349.58544604566,2320.06708959915,2028.74448676923
"calval_may2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","5/15/2012","5/15/2012","09:15:00 AM","01:15:00 PM",0,1952.37,2336.01,8.126,316.2,4.35,NA,NA,35,28,0,NA,"CalVal_N","Permanent","Single",2020-05-15,"Spring","Wet","May",35,2823.01923095162,3349.58544604566,2336.01,1952.37
"calval_may2012","FLK",2012,"CalVal","FLK",24.8981833333333,-80.6160666666667,"ADCP_NE","5/15/2012","5/15/2012","09:28:00 AM","01:28:00 PM",0,1948.6,2333.46,8.103,331.7,4.23,NA,NA,37.2,27.9,0,NA,"ADCP_NE","Permanent","Single",2020-05-15,"Spring","Wet","May",37.2,2823.01923095162,3349.58544604566,2362.41242763692,2031.45397799195
"calval_may2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","5/15/2012","5/15/2012","09:40:00 AM","01:40:00 PM",0,1948.41,2325.76,8.093,340.2,4.15,NA,NA,37.2,27.9,0,NA,"CalVal_S","Permanent","Single",2020-05-15,"Spring","Wet","May",37.2,2823.01923095162,3349.58544604566,2355.16780398101,2031.27521455109
"calval_may2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","5/15/2012","5/15/2012","09:55:00 AM","01:55:00 PM",0,1949.12,2317.66,8.077,354.1,4.05,NA,NA,37.4,28,0,NA,"CalVal_S","Permanent","Single",2020-05-15,"Spring","Wet","May",37.4,2823.01923095162,3349.58544604566,2350.08946936588,2038.98944038796
"calval_may2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","5/15/2012","5/15/2012","10:05:00 AM","02:05:00 PM",0,1950.24,2331.21,8.094,339.3,4.18,NA,NA,37.5,27.9,0,NA,"CalVal_SE","Permanent","Single",2020-05-15,"Spring","Wet","May",37.5,2823.01923095162,3349.58544604566,2363.99728206344,2043.52969640304
"calval_may2012","FLK",2012,"CalVal","FLK",24.8964666666667,-80.6182,"ADCP_S","5/15/2012","5/15/2012","10:15:00 AM","02:15:00 PM",0,1934.16,2307.61,8.091,339.2,4.13,NA,NA,37.4,28,0,NA,"ADCP_S","Permanent","Single",2020-05-15,"Spring","Wet","May",37.4,2823.01923095162,3349.58544604566,2340.68438915198,2024.98944038796
"calval_may2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","5/15/2012","5/15/2012","10:35:00 AM","02:35:00 PM",0,1935.43,2315.11,8.097,333.4,4.19,NA,NA,37.5,28,0,NA,"CalVal_N","Permanent","Single",2020-05-15,"Spring","Wet","May",37.5,2823.01923095162,3349.58544604566,2348.97061539677,2029.70702973638
"calval_may2012","FLK",2012,"CalVal","FLK",24.8547,-80.5674166666667,"Transect 4","5/21/2012","5/21/2012","10:50:00 AM","02:50:00 PM",0,1948.67,2362.56,8.065,365.2,3.83,NA,NA,37.1,28,0,NA,"Transect 4","Permanent","Single",2020-05-21,"Spring","Wet","May",37.1,2823.01923095162,3349.58544604566,2388.62373005387,2027.96710071957
"calval_may2012","FLK",2012,"CalVal","FLK",24.8694,-80.585,"Transect 3","5/21/2012","5/21/2012","11:05:00 AM","03:05:00 PM",0,1913.25,2360.61,8.014,410,3.43,NA,NA,37.3,28.6,0,NA,"Transect 3","Permanent","Single",2020-05-21,"Spring","Wet","May",37.3,2823.01923095162,3349.58544604566,2389.12316973696,2001.8176012307
"calval_may2012","FLK",2012,"CalVal","FLK",24.8854666666667,-80.6041,"Transect 2","5/21/2012","5/21/2012","11:20:00 AM","03:20:00 PM",0,NA,2298.46,NA,NA,NA,NA,NA,37.3,27.2,0,NA,"Transect 2","Permanent","Single",2020-05-21,"Spring","Wet","May",37.3,2823.01923095162,3349.58544604566,2330.80547536699,NA
"calval_may2012","FLK",2012,"CalVal","FLK",24.9052,-80.6266,"Transect 1","5/21/2012","5/21/2012","11:45:00 AM","03:45:00 PM",0,NA,2223.76,NA,NA,NA,NA,NA,36.7,27.7,0,NA,"Transect 1","Permanent","Single",2020-05-21,"Spring","Wet","May",36.7,2823.01923095162,3349.58544604566,2251.51860197869,NA
"calval_may2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","5/28/2012","5/28/2012","12:18:00 PM","04:18:00 PM",0,1863.72,2232.66,8.089,330.8,4.07,NA,NA,36.4,29.1,0,NA,"CalVal_N","Permanent","Single",2020-05-28,"Spring","Wet","May",36.4,2823.01923095162,3349.58544604566,2255.36612426737,1920.86867100176
"calval_may2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","5/28/2012","5/28/2012","12:30:00 PM","04:30:00 PM",0,1871.11,2246.16,8.087,334.5,4.11,NA,NA,36.4,29.3,0,NA,"CalVal_S","Permanent","Single",2020-05-28,"Spring","Wet","May",36.4,2823.01923095162,3349.58544604566,2268.34689349814,1927.97444023253
"calval_may2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","5/28/2012","5/28/2012","12:37:00 PM","04:37:00 PM",0,1877.62,2252.51,8.085,336.9,4.11,NA,NA,36.4,29.3,0,NA,"CalVal_SE","Permanent","Single",2020-05-28,"Spring","Wet","May",36.4,2823.01923095162,3349.58544604566,2274.45266272891,1934.23405561714
"calval_may2012","FLK",2012,"CalVal","FLK",24.8981833333333,-80.6160666666667,"ADCP_NE","5/28/2012","5/28/2012","12:45:00 PM","04:45:00 PM",0,1864.01,2242.26,8.092,328.5,4.14,NA,NA,36.6,29.2,0,NA,"ADCP_NE","Permanent","Single",2020-05-28,"Spring","Wet","May",36.6,2823.01923095162,3349.58544604566,2267.64838168095,1928.95318889817
"calval_may2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_SW","5/28/2012","5/28/2012","12:55:00 PM","04:55:00 PM",0,1862.47,2242.21,8.099,321.2,4.18,NA,NA,36.4,29.3,0,NA,"ADCP_SW","Permanent","Single",2020-05-28,"Spring","Wet","May",36.4,2823.01923095162,3349.58544604566,2264.54881657506,1919.66674792483
"calval_jun2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_S","6/12/2012","6/12/2012","11:05:00 AM","03:05:00 PM",0,1920.34,2280.01,8.063,362.7,4.03,NA,NA,36.9,29.3,0,NA,"ADCP_S","Permanent","Single",2020-06-12,"Summer","Wet","June",36.9,2823.01923095162,3349.58544604566,2307.96982489995,1993.93258394273
"calval_jun2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","6/12/2012","6/12/2012","11:20:00 AM","03:20:00 PM",0,1909.64,2287.86,8.075,350.6,4.14,NA,NA,37,29.4,0,NA,"CalVal_S","Permanent","Single",2020-06-12,"Summer","Wet","June",37,2823.01923095162,3349.58544604566,2316.78752599738,1987.47488897544
"calval_jun2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","6/12/2012","6/12/2012","11:30:00 AM","03:30:00 PM",0,1912.7,2276.86,8.044,382,3.91,NA,NA,37,29.4,0,NA,"CalVal_N","Permanent","Single",2020-06-12,"Summer","Wet","June",37,2823.01923095162,3349.58544604566,2306.38212059198,1990.36948357004
"calval_jun2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","6/12/2012","6/12/2012","11:45:00 AM","03:45:00 PM",0,1914.06,2288.46,8.069,356.7,4.1,NA,NA,37,29.4,0,NA,"CalVal_SE","Permanent","Single",2020-06-12,"Summer","Wet","June",37,2823.01923095162,3349.58544604566,2317.35509356495,1991.65597005652
"calval_jun2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_NE","6/12/2012","6/12/2012","11:55:00 AM","03:55:00 PM",0,1916.96,2289.31,8.065,361.3,4.08,NA,NA,37.1,29.4,0,NA,"ADCP_NE","Permanent","Single",2020-06-12,"Summer","Wet","June",37.1,2823.01923095162,3349.58544604566,2319.51995646896,1998.05200637994
"calval_jun2012","FLK",2012,"CalVal","FLK",24.8547,-80.5674166666667,"Transect 4","6/22/2012","6/22/2012","12:20:00 PM","04:20:00 PM",0,1976.63,2363.86,8.039,405,3.89,NA,NA,37.1,28.2,0,NA,"Transect 4","Permanent","Single",2020-06-22,"Summer","Wet","June",37.1,2823.01923095162,3349.58544604566,2389.8501451482,2054.34445921013
"calval_jun2012","FLK",2012,"CalVal","FLK",24.8694,-80.585,"Transect 3","6/22/2012","6/22/2012","12:40:00 PM","04:40:00 PM",0,2012.27,2360.71,8.028,417.5,3.81,NA,NA,37.2,28.2,0,NA,"Transect 3","Permanent","Single",2020-06-22,"Summer","Wet","June",37.2,2823.01923095162,3349.58544604566,2388.05086849714,2091.35854788442
"calval_jun2012","FLK",2012,"CalVal","FLK",24.8854666666667,-80.6041,"Transect 2","6/22/2012","6/22/2012","12:55:00 PM","04:55:00 PM",0,2015.96,2366.26,8.03,415.6,3.81,NA,NA,37.3,27.9,0,NA,"Transect 2","Permanent","Single",2020-06-22,"Summer","Wet","June",37.3,2823.01923095162,3349.58544604566,2394.42477831605,2098.19427683391
"calval_jun2012","FLK",2012,"CalVal","FLK",24.9052,-80.6266,"Transect 1","6/22/2012","6/22/2012","01:32:00 PM","05:32:00 PM",0,2021.44,2342.81,8.067,369.2,3.99,NA,NA,37.5,27.7,0,NA,"Transect 1","Permanent","Single",2020-06-22,"Summer","Wet","June",37.5,2823.01923095162,3349.58544604566,2374.82394873011,2109.98302973638
"calval_jul2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_SW","7/7/2012","7/7/2012","03:15:00 PM","07:15:00 PM",0,1961.07,2324.71,8.032,402.8,4.02,NA,NA,37.2,30.2,0,NA,"ADCP_SW","Permanent","Single",2020-07-07,"Summer","Wet","July",37.2,2823.01923095162,3349.58544604566,2354.1799007552,2043.18650487367
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","7/7/2012","7/7/2012","03:30:00 PM","07:30:00 PM",0,1961.31,2331.11,8.034,401.1,4.07,NA,NA,37.3,30.4,0,NA,"CalVal_S","Permanent","Single",2020-07-07,"Summer","Wet","July",37.3,2823.01923095162,3349.58544604566,2361.44220458951,2046.91411597601
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","7/7/2012","7/7/2012","03:40:00 PM","07:40:00 PM",0,1965.63,2323.86,8.016,421.7,3.94,NA,NA,37.3,30.4,0,NA,"CalVal_SE","Permanent","Single",2020-07-07,"Summer","Wet","July",37.3,2823.01923095162,3349.58544604566,2354.63925552785,2050.96773527895
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8981833333333,-80.6160666666667,"ADCP_NE","7/7/2012","7/7/2012","03:50:00 PM","07:50:00 PM",0,1961.35,2322.86,8.035,398.1,4.07,NA,NA,37.2,30.4,0,NA,"ADCP_NE","Permanent","Single",2020-07-07,"Summer","Wet","July",37.2,2823.01923095162,3349.58544604566,2352.43930935735,2043.44994573388
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","7/7/2012","7/7/2012","04:00:00 PM","08:00:00 PM",0,1968.92,2324.56,8.034,399.2,4.07,NA,NA,37.3,30.4,0,NA,"CalVal_N","Permanent","Single",2020-07-07,"Summer","Wet","July",37.3,2823.01923095162,3349.58544604566,2355.29609198897,2054.05486664625
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","7/7/2012","7/7/2012","04:05:00 PM","08:05:00 PM",0,1967.15,2328.36,8.039,394.4,4.11,NA,NA,37.3,30.4,0,NA,"CalVal_N","Permanent","Single",2020-07-07,"Summer","Wet","July",37.3,2823.01923095162,3349.58544604566,2358.86177563509,2052.3940087374
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","7/23/2012","7/23/2012","12:44:00 PM","04:44:00 PM",0,1952.14,2327.86,8.062,370.9,4.18,NA,NA,36.9,29.8,0,NA,"CalVal_N","Permanent","Single",2020-07-23,"Summer","Wet","July",36.9,2823.01923095162,3349.58544604566,2353.35600376174,2024.09518556875
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8981833333333,-80.6160666666667,"ADCP_NE","7/23/2012","7/23/2012","12:55:00 PM","04:55:00 PM",0,1956.22,2323.26,8.065,367.7,4.17,NA,NA,36.8,29.7,0,NA,"ADCP_NE","Permanent","Single",2020-07-23,"Summer","Wet","July",36.8,2823.01923095162,3349.58544604566,2347.7047449922,2024.37374464354
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8981833333333,-80.6160666666667,"ADCP_NE","7/23/2012","7/23/2012","01:05:00 PM","05:05:00 PM",0,1959,2329.06,8.055,380.4,4.12,NA,NA,36.6,29.8,0,NA,"ADCP_NE","Permanent","Single",2020-07-23,"Summer","Wet","July",36.6,2823.01923095162,3349.58544604566,2350.65384616182,2019.79062059216
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","7/23/2012","7/23/2012","01:15:00 PM","05:15:00 PM",0,1957.34,2341.61,8.056,379.1,4.15,NA,NA,37.1,29.7,0,NA,"CalVal_SE","Permanent","Single",2020-07-23,"Summer","Wet","July",37.1,2823.01923095162,3349.58544604566,2368.85957911047,2036.14634600258
"calval_jul2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","7/23/2012","7/23/2012","01:25:00 PM","05:25:00 PM",0,1950.98,2332.36,8.052,382.8,4.11,NA,NA,37,29.8,0,NA,"CalVal_S","Permanent","Single",2020-07-23,"Summer","Wet","July",37,2823.01923095162,3349.58544604566,2358.88212059198,2026.58029438085
"calval_jul2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_SW","7/23/2012","7/23/2012","01:35:00 PM","05:35:00 PM",0,1964.29,2325.11,8.054,379,4.12,NA,NA,37,29.8,0,NA,"ADCP_SW","Permanent","Single",2020-07-23,"Summer","Wet","July",37,2823.01923095162,3349.58544604566,2352.02401248387,2039.17083492139
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8547,-80.5674166666667,"Transect 4","8/1/2012","8/1/2012","09:45:00 AM","01:45:00 PM",0,1966.4,2366.71,8.009,440.4,3.86,NA,NA,37,29.6,0,NA,"Transect 4","Permanent","Single",2020-08-01,"Summer","Wet","August",37,2823.01923095162,3349.58544604566,2391.37536383522,2041.16678086733
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8694,-80.585,"Transect 3","8/1/2012","8/1/2012","10:00:00 AM","02:00:00 PM",0,2019.72,2340.46,8,447.4,3.81,NA,NA,36.7,30.1,0,NA,"Transect 3","Permanent","Single",2020-08-01,"Summer","Wet","August",36.7,2823.01923095162,3349.58544604566,2362.81287990784,2081.32139668331
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8854666666667,-80.6041,"Transect 2","8/1/2012","8/1/2012","10:15:00 AM","02:15:00 PM",0,1872.65,2338.21,8.04,395,4.18,NA,NA,37.2,30.8,0,NA,"Transect 2","Permanent","Single",2020-08-01,"Summer","Wet","August",37.2,2823.01923095162,3349.58544604566,2366.88151365843,1959.99564465861
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8854666666667,-80.6041,"Transect 2","8/1/2012","8/1/2012","10:25:00 AM","02:25:00 PM",0,1999.7,2350.21,8.052,382.2,4.33,NA,NA,37.3,31.1,0,NA,"Transect 2","Permanent","Single",2020-08-01,"Summer","Wet","August",37.3,2823.01923095162,3349.58544604566,2379.36445660023,2082.93690417976
"calval_aug2012","FLK",2012,"CalVal","FLK",24.9052,-80.6266,"Transect 1","8/1/2012","8/1/2012","10:50:00 AM","02:50:00 PM",0,1959.02,2205.41,7.974,446.8,3.64,NA,NA,37.4,31.9,0,NA,"Transect 1","Permanent","Single",2020-08-01,"Summer","Wet","August",37.4,2823.01923095162,3349.58544604566,2245.04267792203,2048.25414627031
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","8/14/2012","8/14/2012","01:10:00 PM","05:10:00 PM",0,1886.87,2251.06,8.048,371.7,4.06,NA,NA,36.8,30.8,0,NA,"CalVal_N","Permanent","Single",2020-08-14,"Summer","Wet","August",36.8,2823.01923095162,3349.58544604566,2279.03626673133,1958.41586420875
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","8/14/2012","8/14/2012","01:20:00 PM","05:20:00 PM",0,1882.53,2250.26,8.051,368,4.09,NA,NA,36.9,30.9,0,NA,"CalVal_N","Permanent","Single",2020-08-14,"Summer","Wet","August",36.9,2823.01923095162,3349.58544604566,2279.75166771838,1958.06944031129
"calval_aug2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_NE","8/14/2012","8/14/2012","01:30:00 PM","05:30:00 PM",0,1870.03,2255.66,8.079,340,4.29,NA,NA,36.7,30.9,0,NA,"ADCP_NE","Permanent","Single",2020-08-14,"Summer","Wet","August",36.7,2823.01923095162,3349.58544604566,2281.94094530294,1938.56526589312
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8966333333333,-80.6153,"CalVal_SE","8/14/2012","8/14/2012","01:37:00 PM","05:37:00 PM",0,1898.45,2267.46,8.05,372.1,4.12,NA,NA,36.9,30.9,0,NA,"CalVal_SE","Permanent","Single",2020-08-14,"Summer","Wet","August",36.9,2823.01923095162,3349.58544604566,2296.06603086201,1973.169711314
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8955833333333,-80.6166333333333,"CalVal_S","8/14/2012","8/14/2012","01:50:00 PM","05:50:00 PM",0,1899.48,2271.31,8.057,366,4.16,NA,NA,36.6,30.9,0,NA,"CalVal_S","Permanent","Single",2020-08-14,"Summer","Wet","August",36.6,2823.01923095162,3349.58544604566,2295.42843632575,1962.87258780527
"calval_aug2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_S","8/14/2012","8/14/2012","02:00:00 PM","06:00:00 PM",0,1877.33,2249.26,8.057,360.9,4.13,NA,NA,36.9,30.9,0,NA,"ADCP_S","Permanent","Single",2020-08-14,"Summer","Wet","August",36.9,2823.01923095162,3349.58544604566,2278.80315823328,1953.1371909888
"calval_aug2012","FLK",2012,"CalVal","FLK",24.8982666666667,-80.6173833333333,"CalVal_N","8/22/2012","8/22/2012","02:39:00 PM","06:39:00 PM",0,1890.59,2279.41,8.076,348.1,4.39,NA,NA,36.2,31.6,0,NA,"CalVal_N","Permanent","Single",2020-08-22,"Summer","Wet","August",36.2,2823.01923095162,3349.58544604566,2297.43019550116,1938.95448992417
"calval_aug2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_NE","8/22/2012","8/22/2012","02:50:00 PM","06:50:00 PM",0,1886.14,2274.06,8.073,349.5,4.36,NA,NA,36.4,31.6,0,NA,"ADCP_NE","Permanent","Single",2020-08-22,"Summer","Wet","August",36.4,2823.01923095162,3349.58544604566,2295.17381657506,1942.42636330945
"calval_aug2012","FLK",2012,"CalVal","FLK",NA,NA,"ADCP_NE","8/22/2012","8/22/2012","02:59:00 PM","06:59:00 PM",0,1881.52,2254.91,8.053,367,4.2,NA,NA,36.4,31.7,0,NA,"ADCP_NE","Permanent","Single",2020-08-22,"Summer","Wet","August",36.4,2823.01923095162,3349.58544604566,2276.7603550366,1937.98405561714
