"CTDID","Region","Year","Mission","Location","Latitude","Longitude","SiteID","ESTDate","UTCDate","EST.Time","UTCTime","Sample_Depth_m","DIC","TA","pH","pCO2","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","Survey_design","Sample_frequency","File_Origin","Notes","Bottle.No.","Temp..o.C..input","pCO2.25","pH.25","Omega.25","Locale","Date","Season","Precipitation","Month","BestSalinity","TA_0","DIC_0","nTA","nDIC","MY","ID","dec.lon","dec.lat","Zone","Sub_region","Reference"
"WS11214_20","FLK",2011,"WaltonSmith","LK",24.6109,-81.4225,"19","8/3/2011","8/3/2011","11:05:00 AM","3:05 PM",0,1825.65,2202.61,8.067,343,4.17,36.82,NA,36.255,31.43,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-08-03,"Summer","Wet","August",36.82,2677.02550967879,3091.35743555061,2226.06019629591,1888.21348540744,"2011-08","19 _ 2011-08-03",-81.42166667,24.61,"Inshore","LK",10
"WS11214_21","FLK",2011,"WaltonSmith","LK",24.5364,-81.4112,"21LK","8/3/2011","8/3/2011","12:32:00 PM","4:32 PM",0,1988.71,2399.56,8.074,363.4,4.55,38.34,NA,35.695,30.64,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-08-03,"Summer","Wet","August",38.34,2677.02550967879,3091.35743555061,2423.73148675866,2084.76744482887,"2011-08","21LK _ 2011-08-03",-81.42,24.54,"Offshore","LK",10
"WS11214_4","FLK",2011,"WaltonSmith","UK",25.1059,-80.3803,"4","8/2/2011","8/2/2011","6:14:00 PM","10:14 PM",0,1900.86,2315.56,8.104,324.7,4.69,36.17,NA,32.055,31.76,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-08-02,"Summer","Wet","August",36.17,2677.02550967879,3091.35743555061,2327.25241488317,1939.36931710241,"2011-08","4 _ 2011-08-02",-80.38,25.10833333,"Inshore","UK",3
"WS11214_6","FLK",2011,"WaltonSmith","MK",24.8214,-80.7566,"7","8/2/2011","8/3/2011","10:11:00 PM","2:11 AM",0,1872.73,2284.86,8.086,333.3,4.58,37.28,NA,37.275,32.17,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-08-02,"Summer","Wet","August",37.28,2677.02550967879,3091.35743555061,2308.8443713001,1947.25978951329,"2011-08","7 _ 2011-08-02",-80.75666667,24.82083333,"Inshore","MK",6
"WS11214_70","FLK",2011,"WaltonSmith","UK",25.0636,-80.3108,"6","8/7/2011","8/7/2011","7:38:00 AM","11:38 AM",0,1986.24,2389.11,8.097,346.5,4.63,35.66,NA,35.657,30.66,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-08-07,"Summer","Wet","August",35.66,2677.02550967879,3091.35743555061,2394.43877836197,2006.69365977183,"2011-08","6 _ 2011-08-07",-80.315,25.065,"Offshore","UK",3
"WS11214_8","FLK",2011,"WaltonSmith","MK",24.7657,-80.7243,"9","8/2/2011","8/3/2011","11:10:00 PM","3:10 AM",0,1987.59,2408.71,8.124,323.8,4.85,35.43,NA,35.411,30.55,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-08-02,"Summer","Wet","August",35.43,2677.02550967879,3091.35743555061,2411.96643999892,2000.98599202051,"2011-08","9 _ 2011-08-02",-80.72333333,24.76333333,"Offshore","MK",6
"WS11293_21","FLK",2011,"WaltonSmith","LK",24.6085,-81.4225,"19","10/21/2011","10/21/2011","7:36:00 AM","11:36 AM",0,1946.62,2178.61,7.959,488.1,2.72,32.66,NA,32.669,25.68,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-10-21,"Fall","Wet","October",32.66,2677.02550967879,3091.35743555061,2142.89988693667,1864.60268220489,"2011-10","19 _ 2011-10-21",-81.42166667,24.61,"Inshore","LK",10
"WS11293_23","FLK",2011,"WaltonSmith","LK",24.534,-81.4208,"21LK","10/21/2011","10/21/2011","8:20:00 AM","12:20 PM",0,1981.92,2282.11,8.039,403.8,3.45,34.04,NA,34.054,26.48,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-10-21,"Fall","Wet","October",34.04,2677.02550967879,3091.35743555061,2270.97254731811,1950.6315176813,"2011-10","21LK _ 2011-10-21",-81.42,24.54,"Offshore","LK",10
"WS11293_7","FLK",2011,"WaltonSmith","MK",24.8198,-80.7546,"7","10/20/2011","10/21/2011","8:24:00 PM","12:24 AM",0,1982.2,2215.7,7.962,495.8,2.78,32.04,NA,32.083,25.87,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-10-20,"Fall","Wet","October",32.04,2677.02550967879,3091.35743555061,2173.08066452406,1879.73102343228,"2011-10","7 _ 2011-10-20",-80.75666667,24.82083333,"Inshore","MK",6
"WS11345_18","FLK",2011,"WaltonSmith","LK",24.6047,-81.422,"19","12/12/2011","12/12/2011","5:37:00 AM","10:37 AM",0,2085.47,2376.81,8.038,418.2,3.28,35.77,NA,35.726,23.07,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-12-12,"Winter","Dry","December",35.77,2677.02550967879,3091.35743555061,2383.27256478761,2107.12315418994,"2011-12","19 _ 2011-12-12",-81.42166667,24.61,"Inshore","LK",10
"WS11345_20","FLK",2011,"WaltonSmith","LK",24.539,-81.414,"21LK","12/12/2011","12/12/2011","6:22:00 AM","11:22 AM",0,2018.72,2379.01,8.102,346.1,4.04,35.95,NA,35.957,26.04,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-12-12,"Winter","Dry","December",35.95,2677.02550967879,3091.35743555061,2386.88523599986,2047.06507826907,"2011-12","21LK _ 2011-12-12",-81.42,24.54,"Offshore","LK",10
"WS11345_3","FLK",2011,"WaltonSmith","UK",25.1032,-80.3763,"4","12/11/2011","12/11/2011","2:21:00 PM","7:21 PM",0,2163.5,2444.56,8.008,468.2,3.22,35.6,NA,35.611,23.36,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-12-11,"Winter","Dry","December",35.6,2677.02550967879,3091.35743555061,2448.47795802829,2179.13804666658,"2011-12","4 _ 2011-12-11",-80.38,25.10833333,"Inshore","UK",3
"WS11345_6","FLK",2011,"WaltonSmith","MK",24.7629,-80.7249,"9","12/11/2011","12/12/2011","7:02:00 PM","12:02 AM",0,2015.58,2358.21,8.079,366.4,3.84,35.96,NA,35.966,25.98,"",NA,"Permanent","Single","Lauren’s_DB","","",NA,NA,NA,NA,"",2011-12-11,"Winter","Dry","December",35.96,2677.02550967879,3091.35743555061,2366.7212038179,2044.29930862427,"2011-12","9 _ 2011-12-11",-80.72333333,24.76333333,"Offshore","MK",6
"","FLK",2010,"WaltonSmith","Biscayne",25.6463,-80.1243,"1","3/8/2010","3/8/2010","7:26:00 AM","12:26:00 PM",0,2088.902,2424.2,8.127,323,3.67,36.359,NA,36.477,20.34,"",NA,"Permanent","Single","Derek’s_DB","","1",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.359,2677.02550967879,3091.35743555061,2433.64992622606,2126.37104306811,"2010-03","1 _ 2010-03-08",-80.12666667,25.645,"Inshore","Biscayne",1
"","FLK",2010,"WaltonSmith","Biscayne",25.6456,-80.0825,"3","3/8/2010","3/8/2010","8:05:00 AM","1:05:00 PM",0,2084.55,2418.4,8.1,346,3.67,36.547,NA,36.51,21.85,"",NA,"Permanent","Single","Derek’s_DB","","2",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.547,2677.02550967879,3091.35743555061,2429.34737361406,2127.16720805529,"2010-03","3 _ 2010-03-08",-80.08333333,25.645,"Offshore","Biscayne",1
"","FLK",2010,"WaltonSmith","UK",25.1068,-80.3812,"4","3/8/2010","3/8/2010","12:17:00 PM","5:17:00 PM",0,2203.514,2558.45,8.183,295,3.93,35.718,NA,36.662,17.9,"",NA,"Permanent","Single","Derek’s_DB","","3",25,395.2,8.084,4.08,"",2010-03-08,"Spring","Dry","March",35.718,2677.02550967879,3091.35743555061,2560.83359415279,2221.36134830409,"2010-03","4 _ 2010-03-08",-80.38,25.10833333,"Inshore","UK",3
"","FLK",2010,"WaltonSmith","UK",25.0933,-80.3545,"5","3/8/2010","3/8/2010","12:42:00 PM","5:42:00 PM",0,2128.626,2446.2,8.113,340,3.46,36.84,NA,36.701,18.86,"",NA,"Permanent","Single","Derek’s_DB","","4",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.84,2677.02550967879,3091.35743555061,2457.7287442402,2176.71030622728,"2010-03","5 _ 2010-03-08",-80.355,25.09333333,"Inshore","UK",3
"","FLK",2010,"WaltonSmith","UK",25.079,-80.333,"5.5","3/8/2010","3/8/2010","12:45:00 PM","5:45:00 PM",0,2097.235,2428.05,8.112,337,3.63,36.442,NA,36.518,20.77,"",NA,"Permanent","Single","Derek’s_DB","","5",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.442,2677.02550967879,3091.35743555061,2437.90189300688,2136.57215361572,"2010-03","5.5 _ 2010-03-08",-80.33416667,25.07966667,"Mid channel","UK",3
"","FLK",2010,"WaltonSmith","UK",25.0616,-80.3143,"6","3/8/2010","3/8/2010","1:22:00 PM","6:22:00 PM",0,2083.79,2420.25,8.124,326,3.69,36.322,NA,36.505,21.71,"",NA,"Permanent","Single","Derek’s_DB","","6",25,386.6,8.069,3.78,"",2010-03-08,"Spring","Dry","March",36.322,2677.02550967879,3091.35743555061,2429.59577456625,2120.46210367815,"2010-03","6 _ 2010-03-08",-80.315,25.065,"Offshore","UK",3
"","FLK",2010,"WaltonSmith","UK",25.0484,-80.2868,"6.5","3/8/2010","3/8/2010","1:50:00 PM","6:50:00 PM",0,2079.088,2418.05,8.108,339,3.73,36.403,NA,36.505,22.014,"",NA,"Permanent","Single","Derek’s_DB","","7",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.403,2677.02550967879,3091.35743555061,2428.0311180419,2118.10165321752,"2010-03","6.5 _ 2010-03-08",-80.28766667,25.04833333,"Oceanic","UK",3
"","FLK",2010,"WaltonSmith","MK",24.8192,-80.7545,"7","3/8/2010","3/8/2010","5:11:00 PM","10:11:00 PM",0,2281.233,2642.1,8.16,326,4.09,35.258,NA,35.39,19.5,"",NA,"Permanent","Single","Derek’s_DB","","8",25,408,8.086,4.22,"",2010-03-08,"Spring","Dry","March",35.258,2677.02550967879,3091.35743555061,2642.35556700599,2287.16107602167,"2010-03","7 _ 2010-03-08",-80.75666667,24.82083333,"Inshore","MK",6
"","FLK",2010,"WaltonSmith","MK",24.792,-80.742,"8","3/8/2010","3/8/2010","5:32:00 PM","10:32:00 PM",0,2081.579,2386.8,8.081,362,3.34,36.235,NA,35.915,20.64,"",NA,"Permanent","Single","Derek’s_DB","","9",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.235,2677.02550967879,3091.35743555061,2396.69177603017,2115.99534794825,"2010-03","8 _ 2010-03-08",-80.74166667,24.7925,"Mid channel","MK",6
"","FLK",2010,"WaltonSmith","MK",24.7629,-80.725,"9","3/8/2010","3/8/2010","5:52:00 PM","10:52:00 PM",0,2095.294,2390.35,8.063,382,3.25,36.438,NA,36.49,20.54,"",NA,"Permanent","Single","Derek’s_DB","","10",25,456.8,8.006,3.33,"",2010-03-08,"Spring","Dry","March",36.438,2677.02550967879,3091.35743555061,2401.66344703107,2134.60294177292,"2010-03","9 _ 2010-03-08",-80.72333333,24.76333333,"Offshore","MK",6
"","FLK",2010,"WaltonSmith","MK",24.7183,-80.6877,"9.5","3/8/2010","3/8/2010","6:33:00 PM","11:33:00 PM",0,2083.67,2408.05,8.099,347,3.57,36.368,NA,36.5,21.24,"",NA,"Permanent","Single","Derek’s_DB","","11",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.368,2677.02550967879,3091.35743555061,2418.16764455677,2121.57465276708,"2010-03","9.5 _ 2010-03-08",-80.69,24.71666667,"Oceanic","MK",6
"","FLK",2010,"WaltonSmith","MK",24.7865,-80.8613,"10","3/8/2010","3/9/2010","8:42:00 PM","1:42:00 AM",0,2335.194,2724.3,8.217,288,4.41,34.979,NA,35,17.9,"",NA,"Permanent","Single","Derek’s_DB","","14",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",34.979,2677.02550967879,3091.35743555061,2724.32838172323,2334.7400295564,"2010-03","10 _ 2010-03-08",-80.86,24.78833333,"Inshore","MK",7
"","FLK",2010,"WaltonSmith","MK",24.753,-80.8467,"11","3/8/2010","3/9/2010","8:16:00 PM","1:16:00 AM",0,2072.757,2408.6,8.136,313,3.66,36.387,NA,36.476,19.94,"",NA,"Permanent","Single","Derek’s_DB","","13",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.387,2677.02550967879,3091.35743555061,2418.83184604184,2111.58402075216,"2010-03","11 _ 2010-03-08",-80.84666667,24.75333333,"Mid channel","MK",7
"","FLK",2010,"WaltonSmith","MK",24.7126,-80.8341,"12","3/8/2010","3/9/2010","7:42:00 PM","12:42:00 AM",0,2089.872,2413.7,8.113,335,3.55,36.281,NA,36.48,20.24,"",NA,"Permanent","Single","Derek’s_DB","","12",NA,NA,NA,NA,"",2010-03-08,"Spring","Dry","March",36.281,2677.02550967879,3091.35743555061,2422.99742779688,2125.23218419945,"2010-03","12 _ 2010-03-08",-80.83166667,24.71333333,"Offshore","MK",7
"WS10067_16","FLK",2010,"WaltonSmith","LK",24.6352,-81.1859,"17","3/9/2010","3/9/2010","1:05:00 AM","6:05:00 AM",0,2311.605,2678.65,8.189,306,4.14,35.234,NA,35.52,17.91,"",NA,"Permanent","Single","Derek’s_DB","","16",NA,NA,NA,NA,"",2010-03-09,"Spring","Dry","March",35.234,2677.02550967879,3091.35743555061,2678.63921125234,2316.78357949477,"2010-03","17 _ 2010-03-09",-81.19333333,24.635,"Mid channel","LK",9
"WS10067_17","FLK",2010,"WaltonSmith","LK",24.5974,-81.1865,"18","3/9/2010","3/9/2010","12:38:00 AM","5:38",0,2340.746,2722.75,8.186,313,4.36,35.032,NA,36.189,19.19,"",NA,"Permanent","Single","Derek’s_DB","","17",NA,NA,NA,NA,"",2010-03-09,"Spring","Dry","March",35.032,2677.02550967879,3091.35743555061,2722.70823293873,2341.43164643576,"2010-03","18 _ 2010-03-09",-81.18333333,24.59833333,"Offshore","LK",9
"","FLK",2010,"WaltonSmith","LK",24.396,-81.8227,"22.5","3/9/2010","3/9/2010","7:48:00 AM","12:48:00 PM",0,2085.171,2420.95,8.096,350,3.7,36.524,NA,36.553,22.33,"",NA,"Permanent","Single","Derek’s_DB","","22",NA,NA,NA,NA,"",2010-03-09,"Spring","Dry","March",36.524,2677.02550967879,3091.35743555061,2431.63500374413,2127.15512352916,"2010-03","22.5 _ 2010-03-09",-81.82833333,24.39666667,"Oceanic","LK",11
"","FLK",2010,"WaltonSmith","LK",24.4862,-81.8279,"23","3/9/2010","3/9/2010","8:56:00 AM","1:56:00 PM",0,2121.715,2430.3,8.109,342,3.37,36.446,NA,36.504,18.579,"",NA,"Permanent","Single","Derek’s_DB","","23",NA,NA,NA,NA,"",2010-03-09,"Spring","Dry","March",36.446,2677.02550967879,3091.35743555061,2440.08886810612,2160.18569532476,"2010-03","23 _ 2010-03-09",-81.82833333,24.48666667,"Mid channel","LK",11
"","FLK",2010,"WaltonSmith","LK",24.5357,-81.8295,"24","3/9/2010","3/9/2010","9:30:00 AM","2:30:00 PM",0,2179.236,2459,8.07,388,3.1,36.212,NA,36.35902,17.92,"",NA,"Permanent","Single","Derek’s_DB","","24",NA,NA,NA,NA,"",2010-03-09,"Spring","Dry","March",36.212,2677.02550967879,3091.35743555061,2466.29721964351,2209.76431050169,"2010-03","24 _ 2010-03-09",-81.82833333,24.53666667,"Inshore","LK",11
"5346","FLK",2010,"WaltonSmith","Biscayne",25.645,-80.1267,"1","6/29/2010","6/29/2010","9:59:00 AM","2:59:00 PM",NA,1787.482,2127.65,8.032,358,3.73,36.497,NA,36.69,30.35,"",NA,"Permanent","Single","Derek’s_DB","CTD","173",NA,NA,NA,NA,"",2010-06-29,"Summer","Wet","June",36.497,2677.02550967879,3091.35743555061,2150.18377367973,1840.96314987586,"2010-06","1 _ 2010-06-29",-80.12666667,25.645,"Inshore","Biscayne",1
"5348","FLK",2010,"WaltonSmith","Biscayne",25.6475,-80.0833,"3","6/29/2010","6/29/2010","10:31:00 AM","3:31:00 PM",NA,2055.091,2349.85,7.934,529,3.41,36.302,NA,36.497,29.67,"",NA,"Permanent","Single","Derek’s_DB","CTD","174",NA,NA,NA,NA,"",2010-06-29,"Summer","Wet","June",36.302,2677.02550967879,3091.35743555061,2361.58440894721,2092.25751697116,"2010-06","3 _ 2010-06-29",-80.08333333,25.645,"Offshore","Biscayne",1
"5349","FLK",2010,"WaltonSmith","UK",25.0785,-80.3324,"5.5","6/29/2010","6/29/2010","4:51:00 PM","9:51:00 PM",NA,2017.447,2380.45,8.03,406,4.15,36.315,NA,36.491,30.12,"UO",NA,"Permanent","Single","Derek’s_DB","FT","175",NA,NA,NA,NA,"",2010-06-29,"Summer","Wet","June",36.315,2677.02550967879,3091.35743555061,2391.18927564994,2056.33429788652,"2010-06","5.5 _ 2010-06-29",-80.33416667,25.07966667,"Mid channel","UK",3
"5350","FLK",2010,"WaltonSmith","UK",25.0678,-80.3156,"6","6/29/2010","6/29/2010","5:10:00 PM","10:10:00 PM",0,2038.885,2357.5,7.972,477,3.66,36.274,NA,36.401,29.73,"",NA,"Permanent","Single","Derek’s_DB","CTD","176",25,396.2,8.051,3.56,"",2010-06-29,"Summer","Wet","June",36.274,2677.02550967879,3091.35743555061,2368.72223905086,2075.84948924551,"2010-06","6 _ 2010-06-29",-80.315,25.065,"Offshore","UK",3
"5352","FLK",2010,"WaltonSmith","MK",24.8157,-80.7525,"7","6/29/2010","6/30/2010","10:03:00 PM","3:03:00 AM",0,1768.275,2173.35,8.114,284,4.38,37.125,NA,37.268,30.4,"MI",NA,"Permanent","Single","Derek’s_DB","CTD","177",25,229.4,8.205,4.25,"",2010-06-29,"Summer","Wet","June",37.125,2677.02550967879,3091.35743555061,2202.17991132842,1844.00699126047,"2010-06","7 _ 2010-06-29",-80.75666667,24.82083333,"Inshore","MK",6
"5353","FLK",2010,"WaltonSmith","MK",24.793,-80.7415,"8","6/29/2010","6/30/2010","10:20:00 PM","3:20:00 AM",NA,2030.962,2375.05,8.009,432,3.94,36.306,NA,36.539,29.71,"",NA,"Permanent","Single","Derek’s_DB","FT","178",NA,NA,NA,NA,"",2010-06-29,"Summer","Wet","June",36.306,2677.02550967879,3091.35743555061,2385.91266775851,2069.1065611973,"2010-06","8 _ 2010-06-29",-80.74166667,24.7925,"Mid channel","MK",6
"5354","FLK",2010,"WaltonSmith","MK",24.7633,-80.7235,"9","6/29/2010","6/30/2010","10:48:00 PM","3:48:00 AM",0,2045.767,2376.55,7.991,456,3.8,36.225,NA,36.413,29.59,"MO",NA,"Permanent","Single","Derek’s_DB","CTD","179",25,380.6,8.068,3.7,"",2010-06-29,"Summer","Wet","June",36.225,2677.02550967879,3091.35743555061,2386.71100757368,2081.12513067079,"2010-06","9 _ 2010-06-29",-80.72333333,24.76333333,"Offshore","MK",6
"5354","FLK",2010,"WaltonSmith","MK",24.7633,-80.7235,"9","06/29/2010","06/30/2010","10:50:00 PM","03:50:00 AM",0,2045.767,2376.55,8.001,456,3.8,36.225,NA,36.413,29.59,"MO",NA,"Permanent","Single","Derek’s_DB","CTD","179",25,380.6,8.068,3.7,"",2010-06-29,"Summer","Wet","June",36.225,2677.02550967879,3091.35743555061,2386.71100757368,2081.12513067079,"2010-06","9 _ 2010-06-29",-80.72333333,24.76333333,"Offshore","MK",6
"5362","FLK",2010,"WaltonSmith","MK",24.7001,-81.0251,"13","6/30/2010","6/30/2010","5:15:00 AM","10:15:00 AM",NA,1914.719,2309.95,8.083,335,4.4,36.807,NA,37.007,30.13,"MI",NA,"Permanent","Single","Derek’s_DB","FT","184",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.807,2677.02550967879,3091.35743555061,2327.97117656939,1972.48479599098,"2010-06","13 _ 2010-06-30",-81.03,24.70166667,"Inshore","MK",8
"5361","FLK",2010,"WaltonSmith","MK",24.675,-81.024,"14","6/30/2010","6/30/2010","4:53:00 AM","9:53:00 AM",NA,1981.774,2295.45,7.965,471,3.56,36.683,NA,36.693,29.99,"MO",NA,"Permanent","Single","Derek’s_DB","FT","183",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.683,2677.02550967879,3091.35743555061,2312.95651753644,2032.68120284687,"2010-06","14 _ 2010-06-30",-81.02333333,24.675,"Mid channel","MK",8
"5363","FLK",2010,"WaltonSmith","LK",24.6735,-81.2022,"16","6/30/2010","6/30/2010","6:51:00 AM","11:51:00 AM",NA,1848.454,2193.75,8.025,376,3.79,37.173,NA,37.383,30.07,"LI",NA,"Permanent","Single","Derek’s_DB","CTD","185",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",37.173,2677.02550967879,3091.35743555061,2222.00054966056,1921.1096685081,"2010-06","16 _ 2010-06-30",-81.205,24.675,"Inshore","LK",9
"5364","FLK",2010,"WaltonSmith","LK",24.6352,-81.1941,"17","6/30/2010","6/30/2010","7:13:00 AM","12:13:00 PM",NA,2011.045,2323.65,7.963,481,3.57,36.499,NA,36.693,29.85,"",NA,"Permanent","Single","Derek’s_DB","CTD","186",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.499,2677.02550967879,3091.35743555061,2338.16299731523,2055.41301942219,"2010-06","17 _ 2010-06-30",-81.19333333,24.635,"Mid channel","LK",9
"5365","FLK",2010,"WaltonSmith","LK",24.5968,-81.1822,"18","6/30/2010","6/30/2010","7:39:00 AM","12:39:00 PM",NA,2030.892,2344.3,7.966,482,3.6,36.223,NA,36.404,29.7,"LO",NA,"Permanent","Single","Derek’s_DB","CTD","187",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.223,2677.02550967879,3091.35743555061,2355.53383757108,2066.69657796644,"2010-06","18 _ 2010-06-30",-81.18333333,24.59833333,"Offshore","LK",9
"5366","FLK",2010,"WaltonSmith","LK",24.6083,-81.4176,"19","6/30/2010","6/30/2010","9:19:00 AM","2:19:00 PM",0,1844.823,2178.05,8.01,390,3.66,37.046,NA,37.309,30.05,"LI",NA,"Permanent","Single","Derek’s_DB","CTD","188",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",37.046,2677.02550967879,3091.35743555061,2205.60773613353,1913.66739494511,"2010-06","19 _ 2010-06-30",-81.42166667,24.61,"Inshore","LK",10
"","FLK",2010,"WaltonSmith","LK",24.6083,-81.4176,"19","06/30/2010","06/30/2010","9:28:00 AM","02:28:00 PM",0,1844.823,2178.05,8.02,390,3.66,37.046,NA,37.309,30.05,"",NA,"Permanent","Single","Derek’s_DB","Looe Reef","188",25,319.559490773222,8.095,3.55173738613969,"",2010-06-30,"Summer","Wet","June",37.046,2677.02550967879,3091.35743555061,2205.60773613353,1913.66739494511,"2010-06","19 _ 2010-06-30",-81.42166667,24.61,"Inshore","LK",10
"5367","FLK",2010,"WaltonSmith","LK",24.5747,-81.4185,"20","6/30/2010","6/30/2010","9:42:00 AM","2:42:00 PM",NA,2052.66,2388.5,7.996,452,3.86,36.244,NA,36.434,29.63,"",NA,"Permanent","Single","Derek’s_DB","CTD","189",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.244,2677.02550967879,3091.35743555061,2398.40303868338,2088.3111314928,"2010-06","20 _ 2010-06-30",-81.41833333,24.575,"Mid channel","LK",10
"5369","FLK",2010,"WaltonSmith","LK",24.4844,-81.3909,"21.5","6/30/2010","6/30/2010","10:31:00 AM","3:31:00 PM",NA,2033.173,2373.9,8.007,434,3.91,36.114,NA,36.268,29.62,"",NA,"Permanent","Single","Derek’s_DB","CTD","190",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.114,2677.02550967879,3091.35743555061,2383.25044076486,2065.81456452355,"2010-06","21.5 _ 2010-06-30",-81.39166667,24.48333333,"Oceanic","LK",10
"","FLK",2010,"WaltonSmith","LK",24.4844,-81.3909,"21.5","06/30/2010","06/30/2010","10:53:00 AM","03:53:00 PM",0,2033.173,2373.9,8.017,434,3.91,36.114,NA,36.268,29.62,"",NA,"Permanent","Single","Derek’s_DB","Looe Reef","190",25,362.004672142522,8.086,3.80030106008898,"",2010-06-30,"Summer","Wet","June",36.114,2677.02550967879,3091.35743555061,2383.25044076486,2065.81456452355,"2010-06","21.5 _ 2010-06-30",-81.39166667,24.48333333,"Oceanic","LK",10
"5371","FLK",2010,"WaltonSmith","LK",24.4592,-81.8269,"22","6/30/2010","6/30/2010","2:30:00 PM","7:30:00 PM",NA,2043.157,2390.25,8.011,432,3.99,36.194,NA,36.286,29.78,"",NA,"Permanent","Single","Derek’s_DB","FT","191",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.194,2677.02550967879,3091.35743555061,2399.71040665736,2077.73597220665,"2010-06","22 _ 2010-06-30",-81.82833333,24.455,"Offshore","LK",11
"5373","FLK",2010,"WaltonSmith","LK",24.5361,-81.8293,"24","6/30/2010","6/30/2010","3:32:00 PM","8:32:00 PM",NA,1942.13,2267.1,7.986,437,3.66,36.666,NA,36.909,30.08,"",NA,"Permanent","Single","Derek’s_DB","CTD","192",NA,NA,NA,NA,"",2010-06-30,"Summer","Wet","June",36.666,2677.02550967879,3091.35743555061,2285.72586317364,1994.34766507466,"2010-06","24 _ 2010-06-30",-81.82833333,24.53666667,"Inshore","LK",11
"WS11052_3","FLK",2011,"WaltonSmith","UK",25.0524,-80.2865,"6.5","02/21/2011","02/21/2011","6:16:00 PM","23:16",1,2046.898,2379.4,8.096,354,3.68,36.273,NA,36.292,23.262,"",NA,"Permanent","Single","Derek’s_DB","AP-WD data says 6.5 point","7",25,379.1,8.07,3.71,"",2011-02-21,"Winter","Dry","February",36.273,2677.02550967879,3091.35743555061,2389.84515959036,2083.55327696788,"2011-02","6.5 _ 2011-02-21",-80.28766667,25.04833333,"Oceanic","UK",3
"","FLK",2011,"WaltonSmith","LK",24.6105,-81.422,"19","02/22/2011","02/22/2011","8:45:00 AM","01:45:00 PM",1,2112.923,2448.7,8.091,371,3.77,35.922,NA,35.999,23.537,"",NA,"Permanent","Single","Derek’s_DB","","18",25,393.299621402245,8.069,3.80505596269653,"",2011-02-22,"Winter","Dry","February",35.922,2677.02550967879,3091.35743555061,2454.56036746072,2138.03620498796,"2011-02","19 _ 2011-02-22",-81.42166667,24.61,"Inshore","LK",10
"","FLK",2011,"WaltonSmith","LK",24.4831,-81.3928,"21.5","02/22/2011","02/22/2011","6:52:00 AM","11:52:00 AM",1,2072.178,2397.5,8.103,351,3.58,36.282,NA,36.312,21.862,"",NA,"Permanent","Single","Derek’s_DB","","21",25,398.013302656077,8.056,3.65015216415998,"",2011-02-22,"Winter","Dry","February",36.282,2677.02550967879,3091.35743555061,2407.37684536156,2108.1900179807,"2011-02","21.5 _ 2011-02-22",-81.39166667,24.48333333,"Oceanic","LK",10
"","FLK",2011,"WaltonSmith","UK",25.108,-80.378,"4","04/04/2011","04/04/2011","9:46:00 AM","14:46",NA,1853.319,2300,8.244,218,4.82,36.433,NA,36.276,25.31,"",NA,"Permanent","Single","Derek’s_DB","","4",25,214.9,8.249,4.81,"",2011-04-04,"Spring","Dry","April",36.433,2677.02550967879,3091.35743555061,2314.82934579556,1902.01411371954,"2011-04","4 _ 2011-04-04",-80.38,25.10833333,"Inshore","UK",3
