CTDID,Region,Year,Mission,Latitude,Longitude,SiteID,ESTDate,UTCDate,EST.Time,UTCTime,Sample_Depth_m,DIC,TA,pH,pCO2,Aragonite_Sat_W,Salinity_Bottle,Conductivity_Sm,Salinity_CTD,Temperature_C,Pressure_db,Density_Sigmat,SiteID.1,Survey_design,Sample_frequency,Date,Zone,Sub_region
CalVal_Feb2017_8,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,02/03/17,02/03/17,09:43:00 AM,02:43:00 PM,0,2173.35,2488.85,8.063,407.33,3.541,36.493,NA,34.6,22.4,0,NA,ADCP_S,Permanent,Single,2017-02-03,Inshore,UK
CalVal_Feb2017_9,FLK,2017,CalVal,24.8855,-80.6041,Transect 2,02/03/17,02/03/17,09:55:00 AM,02:55:00 PM,0,2103.08,2428.91,8.076,382.178,3.625,36.535,NA,34.7,23.2,0,NA,Transect 2,Permanent,Single,2017-02-03,Mid channel,UK
CalVal_Feb2017_10,FLK,2017,CalVal,24.8694,-80.585,Transect 3,02/03/17,02/03/17,10:07:00 AM,03:07:00 PM,0,2070.52,2398.26,8.072,380.811,3.644,36.515,NA,34.7,24,0,NA,Transect 3,Permanent,Single,2017-02-03,Offshore,UK
CalVal_Feb2017_11,FLK,2017,CalVal,24.8547,-80.5674,Transect 4,02/03/17,02/03/17,10:17:00 AM,03:17:00 PM,0,2069.2,2394.43,8.07,382.064,3.615,36.488,NA,34.6,23.9,0,NA,Transect 4,Permanent,Single,2017-02-03,Oceanic,UK
CalVal_Feb2017_12,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,02/17/17,02/17/17,08:41:00 AM,01:41:00 PM,0,2100.79,2441.98,8.082,375.224,3.785,36.942,NA,34.7,23.9,0,NA,CalVal_N,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Feb2017_13,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,02/17/17,02/17/17,08:52:00 AM,01:52:00 PM,0,2096.62,2443.23,8.092,365.159,3.839,36.928,NA,34.9,23.8,0,NA,ADCP_NE,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Feb2017_14,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,02/17/17,02/17/17,08:59:00 AM,01:59:00 PM,0,2095.07,2446.93,8.099,358.366,3.893,36.962,NA,34.9,23.8,0,NA,CalVal_SE,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Feb2017_15,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,02/17/17,02/17/17,09:05:00 AM,02:05:00 PM,0,2098.55,2449.56,8.099,358.788,3.885,36.932,NA,35,23.7,0,NA,CalVal_S,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Feb2017_16,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,02/17/17,02/17/17,09:10:00 AM,02:10:00 PM,0,2087.71,2433.61,8.095,361.052,3.827,36.852,NA,34.9,23.7,0,NA,ADCP_S,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Feb2017_17,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,02/17/17,02/17/17,09:17:00 AM,02:17:00 PM,0,2098.24,2445.2,8.091,366.847,3.845,36.943,NA,35,23.9,0,NA,MapCO2_Buoy,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Feb2017_18,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,02/17/17,02/17/17,09:17:00 AM,02:17:00 PM,0,2099.52,2446.43,8.09,367.309,3.845,36.941,NA,35,23.9,0,NA,MapCO2_Buoy,Permanent,Single,2017-02-17,Inshore,UK
CalVal_Mar2017_1,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,03/02/17,03/02/17,10:17:00 AM,03:17:00 PM,0,2100.09,2415.71,8.032,426.912,3.536,36.829,NA,35,24.9,0,NA,MapCO2_Buoy,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_2,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,03/02/17,03/02/17,10:17:00 AM,03:17:00 PM,0,2102.82,2409.26,8.019,442.759,3.44,36.822,NA,35,24.9,0,NA,MapCO2_Buoy,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_3,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,03/02/17,03/02/17,10:26:00 AM,03:26:00 PM,0,2103.29,2408.11,8.016,445.709,3.423,36.826,NA,35,24.9,0,NA,CalVal_N,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_4,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,03/02/17,03/02/17,10:34:00 AM,03:34:00 PM,0,2101.4,2405.34,8.015,446.27,3.414,36.808,NA,34.9,24.9,0,NA,ADCP_NE,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_5,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,03/02/17,03/02/17,10:42:00 AM,03:42:00 PM,0,2105.43,2414.25,8.022,439.132,3.47,36.764,NA,34.8,24.9,0,NA,CalVal_SE,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_7,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,03/02/17,03/02/17,10:51:00 AM,03:51:00 PM,0,2098.32,2409.21,8.026,433.217,3.487,36.773,NA,34.9,24.9,0,NA,ADCP_S,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_6,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,03/02/17,03/02/17,11:01:00 AM,04:01:00 PM,0,2104.53,2410.44,8.018,443.68,3.438,36.767,NA,34.9,24.9,0,NA,CalVal_S,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_8,FLK,2017,CalVal,24.9052,-80.6266,Transect 1,03/02/17,03/02/17,11:15:00 AM,04:15:00 PM,0,2106.88,2422.38,8.025,436.155,3.54,36.956,NA,35,25.2,0,NA,Transect 1,Permanent,Single,2017-03-02,Inshore,UK
CalVal_Mar2017_9,FLK,2017,CalVal,24.9052,-80.6266,Transect 1,03/21/17,03/21/17,11:16:00 AM,03:16:00 PM,0,2057.02,2389.73,8.073,375.607,3.66,37.129,NA,35.1,24,0,NA,Transect 1,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_10,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,03/21/17,03/21/17,11:31:00 AM,03:31:00 PM,0,2052.88,2387.81,8.074,375.489,3.707,36.8,NA,34.9,24.5,0,NA,CalVal_N,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_11,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,03/21/17,03/21/17,11:40:00 AM,03:40:00 PM,0,2051.65,2395.43,8.085,364.604,3.805,36.775,NA,34.7,24.6,0,NA,ADCP_NE,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_13,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,03/21/17,03/21/17,11:54:00 AM,03:54:00 PM,0,2047.09,2389.57,8.084,364.559,3.789,36.75,NA,34.9,24.6,0,NA,CalVal_S,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_14,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,03/21/17,03/21/17,12:00:00 PM,04:00:00 PM,0,2046.3,2394.86,8.093,356.698,3.853,36.769,NA,34.8,24.6,0,NA,ADCP_S,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_15,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,03/21/17,03/21/17,12:17:00 PM,04:17:00 PM,0,2052.22,2391.52,8.08,369.298,3.754,36.788,NA,34.8,24.5,0,NA,MapCO2_Buoy,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_16,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,03/21/17,03/21/17,12:17:00 PM,04:17:00 PM,0,2052.74,2379.14,8.062,387.149,3.616,36.788,NA,34.8,24.5,0,NA,MapCO2_Buoy,Permanent,Single,2017-03-21,Inshore,UK
CalVal_Mar2017_17,FLK,2017,CalVal,24.8855,-80.6041,Transect 2,03/21/17,03/21/17,12:33:00 PM,04:33:00 PM,0,2049.98,2375.61,8.056,392.724,3.618,36.711,NA,34.8,24.9,0,NA,Transect 2,Permanent,Single,2017-03-21,Mid channel,UK
CalVal_Mar2017_18,FLK,2017,CalVal,24.8694,-80.585,Transect 3,03/21/17,03/21/17,12:46:00 PM,04:46:00 PM,0,2060.83,2370.71,8.026,427.033,3.474,36.551,NA,34.7,25.4,0,NA,Transect 3,Permanent,Single,2017-03-21,Offshore,UK
CalVal_Mar2017_19,FLK,2017,CalVal,24.8547,-80.5674,Transect 4,03/21/17,03/21/17,12:50:00 PM,04:50:00 PM,0,2052.89,2374.14,8.041,409.47,3.596,36.529,NA,34.7,25.6,0,NA,Transect 4,Permanent,Single,2017-03-21,Oceanic,UK
CalVal_Apr2017_1,FLK,2017,CalVal,24.9052,-80.6266,Transect 1,04/08/17,04/08/17,11:05:00 AM,03:05:00 PM,0,2027.21,2380.87,8.115,331.098,3.816,37.708,NA,35.6,23,0,NA,Transect 1,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_2,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,04/08/17,04/08/17,11:17:00 AM,03:17:00 PM,0,2025.04,2395.59,8.12,328.383,4.052,37.248,NA,35.4,24.6,0,NA,CalVal_N,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_3,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,04/08/17,04/08/17,11:24:00 AM,03:24:00 PM,0,2013.74,2388.22,8.125,321.591,4.081,37.354,NA,35.5,24.6,0,NA,ADCP_NE,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_4,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,04/08/17,04/08/17,11:33:00 AM,03:33:00 PM,0,2011.73,2394,8.136,312.484,4.165,37.331,NA,35.5,24.6,0,NA,CalVal_SE,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_5,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,04/08/17,04/08/17,11:39:00 AM,03:39:00 PM,0,2015.98,2393.66,8.13,318.31,4.12,37.298,NA,35.5,24.6,0,NA,CalVal_S,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_6,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,04/08/17,04/08/17,11:45:00 AM,03:45:00 PM,0,2020.11,2402.9,8.135,314.768,4.184,37.23,NA,35.3,24.7,0,NA,ADCP_S,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_7,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,04/08/17,04/08/17,12:17:00 PM,04:17:00 PM,0,2027.98,2403.92,8.126,323.481,4.111,37.269,NA,35.6,24.6,0,NA,MapCO2_Buoy,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_8,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,04/08/17,04/08/17,12:17:00 PM,04:17:00 PM,0,2028.07,2402.63,8.124,325.266,4.095,37.296,NA,35.6,24.6,0,NA,MapCO2_Buoy,Permanent,Single,2017-04-08,Inshore,UK
CalVal_Apr2017_9,FLK,2017,CalVal,24.8855,-80.6041,Transect 2,04/08/17,04/08/17,12:35:00 PM,04:35:00 PM,0,2040.34,2408.64,8.118,333.098,4.062,36.821,NA,35.1,24.7,0,NA,Transect 2,Permanent,Single,2017-04-08,Mid channel,UK
CalVal_Apr2017_10,FLK,2017,CalVal,24.8694,-80.585,Transect 3,04/08/17,04/08/17,12:47:00 PM,04:47:00 PM,0,2057.89,2392.39,8.067,383.487,3.725,36.617,NA,35,25,0,NA,Transect 3,Permanent,Single,2017-04-08,Offshore,UK
CalVal_Apr2017_11,FLK,2017,CalVal,24.8547,-80.5674,Transect 4,04/08/17,04/08/17,01:05:00 PM,05:05:00 PM,0,2056.11,2423.06,8.109,343.976,4.083,36.567,NA,34.9,25.2,0,NA,Transect 4,Permanent,Single,2017-04-08,Oceanic,UK
CalVal_Apr2017_12,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,04/24/17,04/24/17,10:56:00 AM,02:56:00 PM,0,2050.63,2410.58,8.1,351.747,4.007,36.538,NA,34.8,25.3,0,NA,CalVal_N,Permanent,Single,2017-04-24,Inshore,UK
CalVal_Apr2017_13,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,04/24/17,04/24/17,11:10:00 AM,03:10:00 PM,0,2047.41,2414.02,8.108,343.906,4.081,36.511,NA,34.7,25.4,0,NA,ADCP_NE,Permanent,Single,2017-04-24,Inshore,UK
CalVal_Apr2017_14,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,04/24/17,04/24/17,11:17:00 AM,03:17:00 PM,0,2042.2,2416.69,8.116,336.322,4.176,36.407,NA,24.6,25.7,0,NA,CalVal_SE,Permanent,Single,2017-04-24,Inshore,UK
CalVal_Apr2017_15,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,04/24/17,04/24/17,11:26:00 AM,03:26:00 PM,0,2050.12,2415.25,8.103,348.694,4.074,36.447,NA,34.7,25.6,0,NA,CalVal_S,Permanent,Single,2017-04-24,Inshore,UK
CalVal_Apr2017_16,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,04/24/17,04/24/17,11:33:00 AM,03:33:00 PM,0,2050.66,2428.02,8.12,333.664,4.204,36.482,NA,34.7,25.5,0,NA,ADCP_S,Permanent,Single,2017-04-24,Inshore,UK
CalVal_Apr2017_17,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,04/24/17,04/24/17,12:17:00 PM,04:17:00 PM,0,2051.6,2421.73,8.112,341.287,4.121,36.532,NA,34.8,25.4,0,NA,MapCO2_Buoy,Permanent,Single,2017-04-24,Inshore,UK
CalVal_Apr2017_18,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,04/24/17,04/24/17,12:17:00 PM,04:17:00 PM,0,2049.24,2420.67,8.113,339.261,4.132,36.554,NA,34.8,25.4,0,NA,MapCO2_Buoy,Permanent,Single,2017-04-24,Inshore,UK
CalVal_May2017_1,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,05/13/17,05/13/17,11:55:00 AM,03:55:00 PM,0,2000.21,2389,8.111,333.712,4.322,36.827,NA,35.2,27.4,0,NA,CalVal_N,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_2,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,05/13/17,05/13/17,12:17:00 PM,04:17:00 PM,0,1998.5,2387.5,8.11,334.473,4.325,36.849,NA,35.1,27.5,0,NA,MapCO2_Buoy,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_3,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,05/13/17,05/13/17,12:17:00 PM,04:17:00 PM,0,1999.38,2385.49,8.106,337.907,4.294,36.841,NA,35.1,27.5,0,NA,MapCO2_Buoy,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_4,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,05/13/17,05/13/17,12:30:00 PM,04:30:00 PM,0,1997.96,2387.88,8.111,333.189,4.335,36.839,NA,35.1,27.5,0,NA,ADCP_NE,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_5,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,05/13/17,05/13/17,12:37:00 PM,04:37:00 PM,0,1997.36,2390.23,8.115,329.338,4.37,36.789,NA,35,27.5,0,NA,CalVal_SE,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_6,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,05/13/17,05/13/17,12:41:00 PM,04:41:00 PM,0,1999.95,2379.77,8.098,344.783,4.228,36.789,NA,35.2,27.5,0,NA,CalVal_S,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_7,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,05/13/17,05/13/17,12:54:00 PM,04:54:00 PM,0,1996.28,2384.49,8.109,334.744,4.314,36.859,NA,35.1,27.5,0,NA,ADCP_S,Permanent,Single,2017-05-13,Inshore,UK
CalVal_May2017_8,FLK,2017,CalVal,24.9052,-80.6266,Transect 1,05/27/17,05/27/17,11:06:00 AM,03:06:00 PM,0,1944.1,2327.94,8.065,365.068,4.274,37.294,NA,35.3,30.3,0,NA,Transect 1,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_9,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,05/27/17,05/27/17,11:16:00 AM,03:16:00 PM,0,1991.51,2378.48,8.08,360.57,4.335,36.998,NA,35.1,29.3,0,NA,CalVal_N,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_10,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,05/27/17,05/27/17,11:25:00 AM,03:25:00 PM,0,1994.83,2379.51,8.071,369.868,4.324,36.964,NA,35.1,29.7,0,NA,ADCP_NE,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_11,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,05/27/17,05/27/17,11:34:00 AM,03:34:00 PM,0,2003.45,2381.91,8.062,379.805,4.267,36.878,NA,35.1,29.7,0,NA,CalVal_SE,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_12,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,05/27/17,05/27/17,11:42:00 AM,03:42:00 PM,0,2001.69,2378.07,8.064,377.404,4.235,36.88,NA,35,29.4,0,NA,CalVal_S,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_13,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,05/27/17,05/27/17,11:57:00 AM,03:57:00 PM,0,1982.12,2364.21,8.072,366.534,4.277,37.043,NA,35.1,29.5,0,NA,ADCP_S,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_14,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,05/27/17,05/27/17,12:17:00 PM,04:17:00 PM,0,1981.98,2363.59,8.073,365.61,4.269,37.039,NA,35.1,29.4,0,NA,MapCO2_Buoy,Permanent,Single,2017-05-27,Inshore,UK
CalVal_May2017_15,FLK,2017,CalVal,24.8855,-80.6041,Transect 2,05/27/17,05/27/17,12:29:00 PM,04:29:00 PM,0,2051.82,2387.74,8.021,432.617,3.81,36.642,NA,34.8,28.3,0,NA,Transect 2,Permanent,Single,2017-05-27,Mid channel,UK
CalVal_May2017_16,FLK,2017,CalVal,24.8694,-80.585,Transect 3,05/27/17,05/27/17,12:49:00 PM,04:49:00 PM,0,2044.19,2377.03,8.031,419.099,3.752,36.613,NA,34.7,27.4,0,NA,Transect 3,Permanent,Single,2017-05-27,Offshore,UK
CalVal_May2017_17,FLK,2017,CalVal,24.8547,-80.5674,Transect 4,05/27/17,05/27/17,12:59:00 PM,04:59:00 PM,0,2042.14,2378.09,8.019,432.936,3.816,36.553,NA,34.8,28.6,0,NA,Transect 4,Permanent,Single,2017-05-27,Oceanic,UK
CalVal_June2017_1,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,06/09/17,06/09/17,12:17:00 PM,04:17:00 PM,0,1946.97,2261.3,8.006,427.257,3.522,36.447,NA,33.8,28.5,0,NA,MapCO2_Buoy,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_2,FLK,2017,CalVal,24.3977,-80.6182,MapCO2_Buoy,06/09/17,06/09/17,12:17:00 PM,04:17:00 PM,0,1947.04,2265.46,8.011,421.322,3.564,36.499,NA,33.8,28.5,0,NA,MapCO2_Buoy,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_3,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,06/09/17,06/09/17,12:24:00 PM,04:24:00 PM,0,1941.11,2262.95,8.016,414.966,3.6,36.469,NA,34,28.6,0,NA,CalVal_N,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_4,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,06/09/17,06/09/17,12:33:00 PM,04:33:00 PM,0,1944.11,2269.92,8.023,408.325,3.643,36.46,NA,34.1,28.5,0,NA,ADCP_NE,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_5,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,06/09/17,06/09/17,12:40:00 PM,04:40:00 PM,0,1943.66,2276.76,8.033,398.412,3.726,36.414,NA,34.2,28.6,0,NA,CalVal_SE,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_6,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,06/09/17,06/09/17,12:50:00 PM,04:50:00 PM,0,1939.39,2268.56,8.027,403.279,3.678,36.48,NA,34.3,28.6,0,NA,CalVal_S,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_7,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,06/09/17,06/09/17,12:59:00 PM,04:59:00 PM,0,1934.44,2264.76,8.03,399.56,3.688,36.463,NA,34.3,28.6,0,NA,ADCP_S,Permanent,Single,2017-06-09,Inshore,UK
CalVal_June2017_8,FLK,2017,CalVal,24.9052,-80.6266,Transect 1,06/26/17,06/26/17,11:55:00 AM,03:55:00 PM,0,1935.11,2315.98,8.075,356.309,4.28,36.481,NA,33,30.2,0,NA,Transect 1,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_9,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,06/26/17,06/26/17,12:17:00 PM,04:17:00 PM,0,1996.8,2346.21,8.028,415.105,3.973,36.402,NA,34,29.9,0,NA,MapCO2_Buoy,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_10,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,06/26/17,06/26/17,12:17:00 PM,04:17:00 PM,0,1997.13,2354.07,8.038,404.482,4.056,36.406,NA,34,29.9,0,NA,MapCO2_Buoy,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_11,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,06/26/17,06/26/17,12:27:00 PM,04:27:00 PM,0,1994.99,2353.48,8.04,401.638,4.071,36.418,NA,34.1,29.9,0,NA,CalVal_N,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_12,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,06/26/17,06/26/17,12:36:00 PM,04:36:00 PM,0,1987.44,2361.38,8.062,378.071,4.238,36.4,NA,34.2,29.9,0,NA,ADCP_NE,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_13,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,06/26/17,06/26/17,12:45:00 PM,04:45:00 PM,0,1977.96,2361.81,8.076,362.842,4.339,36.443,NA,34.2,29.9,0,NA,CalVal_SE,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_14,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,06/26/17,06/26/17,12:55:00 PM,04:55:00 PM,0,1989.63,2356.8,8.053,387.858,4.163,36.417,NA,34.2,29.9,0,NA,ADCP_S,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_15,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,06/26/17,06/26/17,01:14:00 PM,05:14:00 PM,0,1981.08,2360.49,8.07,369.384,4.291,36.444,NA,34.2,29.9,0,NA,CalVal_S,Permanent,Single,2017-06-26,Inshore,UK
CalVal_June2017_16,FLK,2017,CalVal,24.8855,-80.6041,Transect 2,06/26/17,06/26/17,01:38:00 PM,05:38:00 PM,0,1998.67,2364.54,8.049,393.259,4.153,36.453,NA,34.3,29.9,0,NA,Transect 2,Permanent,Single,2017-06-26,Mid channel,UK
CalVal_June2017_17,FLK,2017,CalVal,24.8694,-80.585,Transect 3,06/26/17,06/26/17,01:57:00 PM,05:57:00 PM,0,2037.22,2372.77,8.015,437.097,3.824,36.435,NA,34.3,29,0,NA,Transect 3,Permanent,Single,2017-06-26,Offshore,UK
CalVal_June2017_18,FLK,2017,CalVal,24.8547,-80.5674,Transect 4,06/26/17,06/26/17,02:15:00 PM,06:15:00 PM,0,2040.7,2377.41,8.017,435.118,3.835,36.452,NA,34.4,28.9,0,NA,Transect 4,Permanent,Single,2017-06-26,Oceanic,UK
CalVal_July2017_1,FLK,2017,CalVal,24.9052,-80.6266,Transect 1,07/08/17,07/08/17,11:25:00 AM,03:25:00 PM,0,1888.14,2268.79,8.064,357.155,4.25,36.797,NA,34.8,31.2,0,NA,Transect 1,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_2,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,07/08/17,07/08/17,11:40:00 AM,03:40:00 PM,0,1947.38,2350.28,8.087,347.041,4.536,36.76,NA,34.3,30.9,0,NA,CalVal_N,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_3,FLK,2017,CalVal,24.8982,-80.6161,ADCP_NE,07/08/17,07/08/17,11:49:00 AM,03:49:00 PM,0,1947.71,2346.57,8.081,352.221,4.5,36.663,NA,34.3,31,0,NA,ADCP_NE,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_5,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,07/08/17,07/08/17,12:17:00 PM,04:17:00 PM,0,1948.64,2347.95,8.08,352.979,4.499,36.764,NA,34.4,31,0,NA,MapCO2_Buoy,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_6,FLK,2017,CalVal,24.8977,-80.6182,MapCO2_Buoy,07/08/17,07/08/17,12:17:00 PM,04:17:00 PM,0,1950.69,2358.19,8.09,344.363,4.592,36.763,NA,34.4,31,0,NA,MapCO2_Buoy,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_4,FLK,2017,CalVal,24.8966,-80.6153,CalVal_SE,07/08/17,07/08/17,12:28:00 PM,04:28:00 PM,0,1955.58,2366.15,8.095,341.22,4.628,36.759,NA,34.3,30.9,0,NA,CalVal_SE,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_7,FLK,2017,CalVal,24.8956,-80.6166,CalVal_S,07/08/17,07/08/17,12:38:00 PM,04:38:00 PM,0,1954.55,2368.47,8.102,335.482,4.689,36.419,NA,34.4,31,0,NA,CalVal_S,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_8,FLK,2017,CalVal,24.8965,-80.6182,ADCP_S,07/08/17,07/08/17,12:59:00 PM,04:59:00 PM,0,1942.92,2354.79,8.095,338.676,4.635,36.803,NA,34.5,31.1,0,NA,ADCP_S,Permanent,Single,2017-07-08,Inshore,UK
CalVal_July2017_9,FLK,2017,CalVal,24.8855,-80.6041,Transect 2,07/08/17,07/08/17,01:32:00 PM,05:32:00 PM,0,1993.21,2390.29,8.07,371.353,4.518,36.653,NA,34.4,31.1,0,NA,Transect 2,Permanent,Single,2017-07-08,Mid channel,UK
CalVal_July2017_10,FLK,2017,CalVal,24.8694,-80.585,Transect 3,07/08/17,07/08/17,02:47:00 PM,06:47:00 PM,0,2037.19,2391.05,8.026,425.775,4.051,36.413,NA,34.2,30,0,NA,Transect 3,Permanent,Single,2017-07-08,Offshore,UK
CalVal_July2017_11,FLK,2017,CalVal,24.8547,-80.5674,Transect 4,07/08/17,07/08/17,02:59:00 PM,06:59:00 PM,0,2036.77,2371.8,8.007,447.201,3.846,36.21,NA,34,29.7,0,NA,Transect 4,Permanent,Single,2017-07-08,Oceanic,UK
CalVal_July2017_12,FLK,2017,CalVal,24.8983,-80.6174,CalVal_N,07/25/17,07/25/17,03:02:00 PM,07:02:00 PM,0,2001.47,2363.16,8.031,414.637,4.163,36.049,NA,33.4,31.1,0,NA,CalVal_N,Permanent,Single,2017-07-25,Inshore,UK
