"Region","Year","Tmean","Tsd","Smean","Ssd","nTAmean","nTAsd","nDICmean","nDICsd","pCO2mean","pCO2sd","pHmean","pHsd","Amean","Asd"
"GOM",2018,30.4154545454545,0.848968357906979,33.1642447663636,2.8238458714315,2127.53246153502,173.815927369626,1872.43482530398,153.714236586254,687.34388814627,302.782276369439,7.86730735117768,0.122215636791817,2.80923949216542,0.67577803564972
"GOM",2019,20,NA,36.2177138,NA,2408.22673029646,NA,2220.73953949686,NA,573.656490261836,NA,7.91635190083353,NA,2.31299799412761,NA
"PR",2014,28.738,0.449839352478165,33.13,0.635131801332047,2348.1513153457,25.3334338099949,2009.75511661046,25.8782849468256,407.53625,34.8597778584685,8.037675,0.0313904665846984,3.834125,0.185169739100321
"PR",2016,NA,NA,36.0247042253521,0.474908093194769,2335.78226936526,23.8859109665529,1998.92278636525,20.3081544937734,NA,NA,NA,NA,NA,NA
"PR",2019,29.2571428571429,0.923932245162379,34.6721071428571,0.562927423733765,2297.54696321331,29.2075934604722,2008.39975825112,23.1639069296081,491.140748005171,46.2128400347624,7.96823185628708,0.0321306663703374,3.38560903865177,0.221385305739553
"SEFCRI",2018,28.5354166666667,1.45550891638415,35.4355833333333,0.966882483856571,2418.55980648259,10.0230781610949,2094.93922032123,14.4015712172568,441.819083333333,56.0383678030995,8.0215,0.0326437899343289,3.82535416666667,0.134675415877746
"STX",2015,28.5560975609756,0.187148043655023,35.8878780487805,0.132324448822194,2317.84791947921,8.33677050479471,NA,NA,NA,NA,NA,NA,NA,NA
"STX",2017,28.6464285714286,0.29247620081355,36.0571785714286,0.0831861159940765,2318.6564341992,9.04588659919142,1994.03728588475,12.2751413870763,409.029107142857,17.9973218878877,8.03746428571429,0.0154308064714645,3.89117857142857,0.124945930104728
"STX",2019,28.921875,1.35826438621394,35.357723039375,0.672739119508824,2325.45833109583,8.75940206876655,2012.05630831737,17.5902067260322,444.534,38.3545974570877,8.008078125,0.0295470056966002,3.681734375,0.154207574205875
"USVI",2013,28.4728571428571,0.29386057453677,34.93,0.995693626122739,2345.53526750656,20.3913104820238,2007.24524509473,18.789954537801,397.785714285714,22.8218194965821,8.0495,0.0235788839455124,3.88857142857143,0.140705115779865
"USVI",2015,28.3333333333333,0.357238082543068,35.8661228070175,0.360641396392567,NA,NA,1994.65618551164,16.1769579694297,NA,NA,NA,NA,NA,NA
"USVI",2017,29.356935483871,0.790058285273998,34.9059193548387,0.433245256645857,2287.92751772448,20.6712215866747,1976.59268867672,21.0895537848479,442.317903225806,27.4801840836114,8.0025,0.022217073629435,3.59359677419355,0.140823626426518
