"CTDID","Region","Year","Mission","Location","Latitude","Longitude","SiteID","ESTDate","UTCDate","EST.Time","UTCTime","Sample_Depth_m","DIC","TA","pH","pCO2","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","Survey_design","Sample_frequency","File_Origin","Notes","Bottle.No.","Temp..o.C..input","Locale","pH..total.","Date","DoM","Season","Precipitation","Month","BestSalinity","TA_0","DIC_0","nTA","nDIC","MY","ID","datetime","MoY","ToD","dec.lon","dec.lat","Zone","Sub_region","Reference","Extreme"
"SAV1803_1","FLK",2018,"WaltonSmith","Biscayne",25.6449,-80.0831,"3","03/08/2018","03/08/2018","11:00:00 AM","4:00:00 PM",2,2050.32,2379.23,8.069,380.42,3.667,36.309,NA,36.267,24.66,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.309,2437.85181719917,2893.16216030698,2381.34341426957,2080.70586542846,"2018-03","3 _ 2018-03-08",2018-03-08 11:00:00,3,11,-80.08333333,25.645,"Offshore","Biscayne",1,"Normal"
"SAV1803_11","FLK",2018,"WaltonSmith","MK",24.7928,-80.7425,"8","03/09/2018","03/09/2018","3:07:00 AM","8:07:00 AM",2,2029.17,2385.84,8.126,324.338,3.919,36.509,NA,36.46,23.5,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.509,2437.85181719917,2893.16216030698,2387.98976669187,2064.88076090562,"2018-03","8 _ 2018-03-09",2018-03-09 03:07:00,3,3.11666666666667,-80.74166667,24.7925,"Mid channel","MK",6,"Normal"
"SAV1803_12","FLK",2018,"WaltonSmith","MK",24.8112,-80.7553,"7","03/09/2018","03/09/2018","3:25:00 AM","8:25:00 AM",2,1990.18,2376.13,8.181,274.708,4.154,37.093,NA,37.15,22.38,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",37.093,2437.85181719917,2893.16216030698,2379.61269925317,2041.13143723944,"2018-03","7 _ 2018-03-09",2018-03-09 03:25:00,3,3.41666666666667,-80.75666667,24.82083333,"Inshore","MK",6,"Normal"
"SAV1803_13","FLK",2018,"WaltonSmith","UK",24.8982,-80.5296,"UK_OFF","03/07/2018","03/08/2018","11:00:00 PM","4:00:00 AM",2,2047.26,2387.185,8.078,371.141,3.789,36.381,NA,36.289,25.06,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-07,"07","Winter","Dry","March",36.381,2437.85181719917,2893.16216030698,2389.10828068366,2079.36991680778,"2018-03","UK_OFF _ 2018-03-07",2018-03-07 23:00:00,3,23,-80.529497,24.898193,"Offshore","UK",4,"Normal"
"SAV1803_14","FLK",2018,"WaltonSmith","UK",24.921,-80.5473,"UK_MID","03/07/2018","03/08/2018","11:18:00 PM","4:18:00 AM",2,2045.444,2383.749,8.092,357.225,3.745,36.428,NA,36.37,23.97,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-07,"07","Winter","Dry","March",36.428,2437.85181719917,2893.16216030698,2385.86986370266,2078.67507315577,"2018-03","UK_MID _ 2018-03-07",2018-03-07 23:18:00,3,23.3,-80.546176,24.920702,"Mid channel","UK",4,"Normal"
"SAV1803_15","FLK",2018,"WaltonSmith","MK",24.7611,-80.7228,"9","03/09/2018","03/09/2018","2:40:00 AM","7:40:00 AM",2,2050.2,2380.06,8.071,378.108,3.672,36.381,NA,36.32,24.55,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.381,2437.85181719917,2893.16216030698,2382.25374122625,2082.19831624705,"2018-03","9 _ 2018-03-09",2018-03-09 02:40:00,3,2.66666666666667,-80.72333333,24.76333333,"Offshore","MK",6,"Normal"
"SAV1803_16","FLK",2018,"WaltonSmith","MK",24.7113,-80.8324,"12","03/09/2018","03/09/2018","4:45:00 AM","9:45:00 AM",2,2057.81,2387.05,8.076,374.98,3.658,36.423,NA,36.366,24.09,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.423,2437.85181719917,2893.16216030698,2389.0347619876,2090.4461399148,"2018-03","12 _ 2018-03-09",2018-03-09 04:45:00,3,4.75,-80.83166667,24.71333333,"Offshore","MK",7,"Normal"
"SAV1803_17","FLK",2018,"WaltonSmith","UK",24.9361,-80.5675,"UK_IN","03/07/2018","03/08/2018","11:35:00 PM","4:35:00 AM",2,1982.671,2387.356,8.2,260.679,4.382,36.768,NA,36.697,23.01,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-07,"07","Winter","Dry","March",36.768,2437.85181719917,2893.16216030698,2389.78410609248,2026.45223290423,"2018-03","UK_IN _ 2018-03-07",2018-03-07 23:35:00,3,23.5833333333333,-80.569852,24.939806,"Inshore","UK",4,"Normal"
"SAV1803_18","FLK",2018,"WaltonSmith","MK",24.7169,-80.6916,"9.5","03/09/2018","03/09/2018","1:45:00 AM","6:45:00 AM",2,2051.3,2380.54,8.067,382.476,3.673,36.33,NA,36.28,24.79,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.33,2437.85181719917,2893.16216030698,2382.6381204755,2082.11961665864,"2018-03","9.5 _ 2018-03-09",2018-03-09 01:45:00,3,1.75,-80.69,24.71666667,"Oceanic","MK",6,"Normal"
"SAV1803_19","FLK",2018,"WaltonSmith","MK",24.7538,-80.8481,"11","03/09/2018","03/09/2018","5:29:00 AM","10:29:00 AM",2,2011.47,2436.8,8.229,246.105,4.652,36.3,NA,36.253,22.87,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.3,2437.85181719917,2893.16216030698,2436.83766838454,2043.0457522975,"2018-03","11 _ 2018-03-09",2018-03-09 05:29:00,3,5.48333333333333,-80.84666667,24.75333333,"Mid channel","MK",7,"Normal"
"SAV1803_2","FLK",2018,"WaltonSmith","Biscayne",25.6424,-80.104,"2","03/08/2018","03/08/2018","12:20:00 PM","5:20:00 PM",2,2047.75,2377.01,8.071,377.7,3.665,36.34,NA,36.284,24.55,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.34,2437.85181719917,2893.16216030698,2379.25347922529,2078.92370101297,"2018-03","2 _ 2018-03-08",2018-03-08 12:20:00,3,12.3333333333333,-80.105,25.64166667,"Mid channel","Biscayne",1,"Normal"
"SAV1803_20","FLK",2018,"WaltonSmith","MK",24.6752,-81.0232,"14","03/09/2018","03/09/2018","7:40:00 AM","12:40:00 PM",2,2042.07,2385.36,8.101,348.16,3.798,36.367,NA,36.385,23.89,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.367,2437.85181719917,2893.16216030698,2387.33311612482,2074.06172280198,"2018-03","14 _ 2018-03-09",2018-03-09 07:40:00,3,7.66666666666667,-81.02333333,24.675,"Mid channel","MK",8,"Normal"
"SAV1803_21","FLK",2018,"WaltonSmith","MK",24.644,-81.0152,"15","03/09/2018","03/09/2018","8:00:00 AM","1:00:00 PM",2,2053.64,2397.71,8.098,353.254,3.811,36.464,NA,36.313,24,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.464,2437.85181719917,2893.16216030698,2399.32166137504,2087.3461332462,"2018-03","15 _ 2018-03-09",2018-03-09 08:00:00,3,8,-81.01666667,24.64333333,"Offshore","MK",8,"Normal"
"SAV1803_22","FLK",2018,"WaltonSmith","MK",24.5918,-80.9915,"15.5","03/09/2018","03/09/2018","8:25:00 AM","1:25:00 PM",2,2050.31,2378.67,8.067,382.481,3.66,36.363,NA,36.308,24.71,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.363,2437.85181719917,2893.16216030698,2380.88832128379,2081.90275897199,"2018-03","15.5 _ 2018-03-09",2018-03-09 08:25:00,3,8.41666666666667,-80.99166667,24.59166667,"Oceanic","MK",8,"Normal"
"SAV1803_23","FLK",2018,"WaltonSmith","LK",24.5978,-81.1872,"18","03/09/2018","03/09/2018","9:59:00 AM","2:59:00 PM",2,2043.84,2378.82,8.083,365.975,3.72,36.353,NA,36.275,24.36,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.353,2437.85181719917,2893.16216030698,2381.01706898112,2075.45040032172,"2018-03","18 _ 2018-03-09",2018-03-09 09:59:00,3,9.98333333333333,-81.18333333,24.59833333,"Offshore","LK",9,"Normal"
"SAV1803_24","FLK",2018,"WaltonSmith","LK",24.6353,-81.1931,"17","03/09/2018","03/09/2018","10:24:00 AM","3:24:00 PM",2,2010.27,2329.1,8.099,345.132,3.521,35.655,NA,35.902,22.63,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",35.655,2437.85181719917,2893.16216030698,2331.09782471646,2026.48916603565,"2018-03","17 _ 2018-03-09",2018-03-09 10:24:00,3,10.4,-81.19333333,24.635,"Mid channel","LK",9,"Normal"
"SAV1803_25","FLK",2018,"WaltonSmith","LK",24.6623,-81.1998,"16","03/09/2018","03/09/2018","10:51:00 AM","3:51:00 PM",2,2016.34,2333.56,8.101,343.943,3.482,35.992,NA,35.944,22.04,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",35.992,2437.85181719917,2893.16216030698,2336.43445773121,2040.50669212671,"2018-03","16 _ 2018-03-09",2018-03-09 10:51:00,3,10.85,-81.205,24.675,"Inshore","LK",9,"Normal"
"SAV1803_26","FLK",2018,"WaltonSmith","LK",24.4857,-81.3857,"21.5","03/09/2018","03/09/2018","12:56:00 PM","5:56:00 PM",2,2053.81,2384.21,8.07,379.882,3.683,36.36,NA,36.288,24.65,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.36,2437.85181719917,2893.16216030698,2386.21640460371,2085.20491028651,"2018-03","21.5 _ 2018-03-09",2018-03-09 12:56:00,3,12.9333333333333,-81.39166667,24.48333333,"Oceanic","LK",10,"Normal"
"SAV1803_27","FLK",2018,"WaltonSmith","LK",24.5368,-81.413,"21LK","03/09/2018","03/09/2018","2:05:00 PM","7:05:00 PM",2,2050.1,2383.52,8.074,376.02,3.716,36.347,NA,36.28,24.76,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.347,2437.85181719917,2893.16216030698,2385.53350751829,2081.34342393962,"2018-03","21LK _ 2018-03-09",2018-03-09 14:05:00,3,14.0833333333333,-81.42,24.54,"Offshore","LK",10,"Normal"
"SAV1803_28","FLK",2018,"WaltonSmith","LK",24.5719,-81.418,"20","03/09/2018","03/09/2018","2:50:00 PM","7:50:00 PM",2,2054.52,2387.4,8.089,361.149,3.691,36.298,NA,36.285,23.64,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.298,2437.85181719917,2893.16216030698,2389.20413407693,2084.50946289268,"2018-03","20 _ 2018-03-09",2018-03-09 14:50:00,3,14.8333333333333,-81.41833333,24.575,"Mid channel","LK",10,"Normal"
"SAV1803_29","FLK",2018,"WaltonSmith","LK",24.6078,-81.4209,"19","03/09/2018","03/09/2018","3:08:00 PM","8:08:00 PM",2,2048.58,2393.93,8.114,338.628,3.827,36.093,NA,36.025,23.42,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-09,"09","Winter","Dry","March",36.093,2437.85181719917,2893.16216030698,2395.26007913442,2074.15638049526,"2018-03","19 _ 2018-03-09",2018-03-09 15:08:00,3,15.1333333333333,-81.42166667,24.61,"Inshore","LK",10,"Normal"
"SAV1803_3","FLK",2018,"WaltonSmith","Biscayne",25.6452,-80.1269,"1","03/08/2018","03/08/2018","12:49:00 PM","5:49:00 PM",2,2044.45,2373.28,8.072,376.126,3.656,36.354,NA,36.271,24.47,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.354,2437.85181719917,2893.16216030698,2375.68496893018,2076.06017398514,"2018-03","1 _ 2018-03-08",2018-03-08 12:49:00,3,12.8166666666667,-80.12666667,25.645,"Inshore","Biscayne",1,"Normal"
"SAV1803_31","FLK",2018,"WaltonSmith","LK",24.3974,-81.8272,"22.5","03/08/2018","03/09/2018","7:01:00 PM","12:01:00 AM",2,2040.18,2378.58,8.081,367.55,3.764,36.377,NA,36.297,24.84,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.377,2437.85181719917,2893.16216030698,2380.82365099605,2072.46843595521,"2018-03","22.5 _ 2018-03-08",2018-03-08 19:01:00,3,19.0166666666667,-81.82833333,24.39666667,"Oceanic","LK",11,"Normal"
"SAV1803_32","FLK",2018,"WaltonSmith","LK",24.536,-81.8282,"24","03/08/2018","03/09/2018","8:08:00 PM","1:08:00 AM",2,2055.72,2392.57,8.107,344.384,3.713,36.376,NA,36.28,22.74,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.376,2437.85181719917,2893.16216030698,2394.28288158308,2087.39804081214,"2018-03","24 _ 2018-03-08",2018-03-08 20:08:00,3,20.1333333333333,-81.82833333,24.53666667,"Inshore","LK",11,"Normal"
"SAV1803_33","FLK",2018,"WaltonSmith","LK",24.4868,-81.8267,"23","03/08/2018","03/09/2018","7:45:00 PM","12:45:00 AM",2,2055.98,2394.82,8.092,359.398,3.76,36.376,NA,36.27,23.97,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.376,2437.85181719917,2893.16216030698,2396.44777052084,2087.64820575606,"2018-03","23 _ 2018-03-08",2018-03-08 19:45:00,3,19.75,-81.82833333,24.48666667,"Mid channel","LK",11,"Normal"
"SAV1803_34","FLK",2018,"WaltonSmith","LK",24.4567,-81.8286,"22","03/08/2018","03/09/2018","7:26:00 PM","12:26:00 AM",2,2052.75,2392.33,8.084,366.572,3.779,36.376,NA,36.27,24.6,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.376,2437.85181719917,2893.16216030698,2394.05196009638,2084.5403874143,"2018-03","22 _ 2018-03-08",2018-03-08 19:26:00,3,19.4333333333333,-81.82833333,24.455,"Offshore","LK",11,"Normal"
"SAV1803_4","FLK",2018,"WaltonSmith","Biscayne",25.2956,-80.1607,"EK_OFF","03/08/2018","03/08/2018","3:42:00 PM","8:42:00 PM",2,2046.65,2374.92,8.063,385.576,3.663,36.355,NA,36.291,24.99,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.355,2437.85181719917,2893.16216030698,2377.26555390744,2078.20065265344,"2018-03","EK_OFF _ 2018-03-08",2018-03-08 15:42:00,3,15.7,-80.162604,25.294251,"Offshore","Biscayne",2,"Normal"
"SAV1803_5","FLK",2018,"WaltonSmith","Biscayne",25.3147,-80.1959,"EK_MID","03/08/2018","03/08/2018","4:03:00 PM","9:03:00 PM",2,2037.66,2374.62,8.085,362.398,3.739,36.354,NA,36.301,24.43,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.354,2437.85181719917,2893.16216030698,2376.97506080452,2069.52306665169,"2018-03","EK_MID _ 2018-03-08",2018-03-08 16:03:00,3,16.05,-80.1946,25.314483,"Mid channel","Biscayne",2,"Normal"
"SAV1803_6","FLK",2018,"WaltonSmith","Biscayne",25.3246,-80.2174,"EK_IN","03/08/2018","03/08/2018","4:22:00 PM","9:22:00 PM",2,1991.54,2378.71,8.169,285.042,4.226,36.552,NA,36.488,23.72,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-08,"08","Winter","Dry","March",36.552,2437.85181719917,2893.16216030698,2381.22116492376,2029.82292823365,"2018-03","EK_IN _ 2018-03-08",2018-03-08 16:22:00,3,16.3666666666667,-80.227501,25.336306,"Inshore","Biscayne",2,"Normal"
"SAV1803_7","FLK",2018,"WaltonSmith","UK",25.048,-80.2873,"6.5","03/07/2018","03/08/2018","7:00:00 PM","12:00:00 AM",2,2044.34,2373.19,8.06,388.969,3.679,36.287,NA,36.23,25.36,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-07,"07","Winter","Dry","March",36.287,2437.85181719917,2893.16216030698,2375.48337665653,2074.44538540841,"2018-03","6.5 _ 2018-03-07",2018-03-07 19:00:00,3,19,-80.28766667,25.04833333,"Oceanic","UK",3,"Normal"
"SAV1803_8","FLK",2018,"WaltonSmith","UK",25.0649,-80.315,"6","03/07/2018","03/08/2018","7:12:00 PM","12:12:00 AM",2,2044.77,2385.66,8.088,361.074,3.788,36.358,NA,36.32,24.53,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-07,"07","Winter","Dry","March",36.358,2437.85181719917,2893.16216030698,2387.60940557117,2076.45811688478,"2018-03","6 _ 2018-03-07",2018-03-07 19:12:00,3,19.2,-80.315,25.065,"Offshore","UK",3,"Normal"
"SAV1803_9","FLK",2018,"WaltonSmith","UK",25.0768,-80.3298,"5.5","03/07/2018","03/08/2018","7:22:00 PM","12:22:00 AM",2,1991.46,2384.62,8.178,278.111,4.288,36.562,NA,36.51,23.6,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-03-07,"07","Winter","Dry","March",36.562,2437.85181719917,2893.16216030698,2386.89416712612,2029.98247618838,"2018-03","5.5 _ 2018-03-07",2018-03-07 19:22:00,3,19.3666666666667,-80.33416667,25.07966667,"Mid channel","UK",3,"Normal"
"SAV18173_1","FLK",2018,"WaltonSmith","Biscayne",25.6463,-80.083,"1","06/22/2018","06/22/2018","9:58:00 AM","1:58:00 PM",2,2055.64,2388.62,8.008,451.09,3.866,35.601,NA,35.501,29.71,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-22,"22","Spring","Wet","June",35.601,2437.85181719917,2893.16216030698,2389.45110929852,2069.77867077735,"2018-06","1 _ 2018-06-22",2018-06-22 09:58:00,6,9.96666666666667,-80.12666667,25.645,"Inshore","Biscayne",1,"Normal"
"SAV18173_10","FLK",2018,"WaltonSmith","UK",24.8992,-80.5257833333333,"UK_OFF","06/22/2018","06/23/2018","8:53:00 PM","12:53:00 AM",2,2016.063,2373.128,8.038,408.724,4.071,36.337,NA,36.289,29.78,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-22,"22","Spring","Wet","June",36.337,2437.85181719917,2893.16216030698,2375.50947738105,2048.33538289706,"2018-06","UK_OFF _ 2018-06-22",2018-06-22 20:53:00,6,20.8833333333333,-80.529497,24.898193,"Offshore","UK",4,"Normal"
"SAV18173_11","FLK",2018,"WaltonSmith","UK",24.9179,-80.5456,"UK_MID","06/22/2018","06/23/2018","9:15:00 PM","1:15:00 AM",2,2004.856,2376.466,8.046,397.753,4.243,36.389,NA,36.265,30.59,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-22,"22","Spring","Wet","June",36.389,2437.85181719917,2893.16216030698,2378.80915040506,2038.76342413,"2018-06","UK_MID _ 2018-06-22",2018-06-22 21:15:00,6,21.25,-80.546176,24.920702,"Mid channel","UK",4,"Normal"
"SAV18173_12","FLK",2018,"WaltonSmith","UK",24.9342,-80.5637833333333,"UK_IN","06/22/2018","06/23/2018","9:34:00 PM","1:34:00 AM",2,1943.498,2339.722,8.075,358.011,4.5,36.359,NA,36.266,31.51,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-22,"22","Spring","Wet","June",36.359,2437.85181719917,2893.16216030698,2343.38982424087,1978.99384955189,"2018-06","UK_IN _ 2018-06-22",2018-06-22 21:34:00,6,21.5666666666667,-80.569852,24.939806,"Inshore","UK",4,"Normal"
"SAV18173_13","FLK",2018,"WaltonSmith","MK",24.7166,-80.6861833333333,"9.5","06/22/2018","06/23/2018","11:54:00 PM","3:54:00 AM",2,2003.84,2351.5,8.024,420.995,3.972,36.222,NA,36.055,30.06,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-22,"22","Spring","Wet","June",36.222,2437.85181719917,2893.16216030698,2354.41319972993,2033.84253105558,"2018-06","9.5 _ 2018-06-22",2018-06-22 23:54:00,6,23.9,-80.69,24.71666667,"Oceanic","MK",6,"Normal"
"SAV18173_14","FLK",2018,"WaltonSmith","MK",24.7629,-80.72455,"9","06/23/2018","06/23/2018","12:56:00 AM","4:56:00 AM",2,1936.95,2302.49,8.056,375.59,4.147,35.985,NA,35.95,30.5,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.985,2437.85181719917,2893.16216030698,2306.19519355123,1963.12393296936,"2018-06","9 _ 2018-06-23",2018-06-23 00:56:00,6,0.933333333333333,-80.72333333,24.76333333,"Offshore","MK",6,"Normal"
"SAV18173_15","FLK",2018,"WaltonSmith","MK",24.7917,-80.7412,"8","06/23/2018","06/23/2018","1:24:00 AM","5:24:00 AM",2,1943.84,2308.27,8.048,384.522,4.151,35.952,NA,35.777,30.86,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.952,2437.85181719917,2893.16216030698,2311.7012942249,1968.97781421374,"2018-06","8 _ 2018-06-23",2018-06-23 01:24:00,6,1.4,-80.74166667,24.7925,"Mid channel","MK",6,"Normal"
"SAV18173_16","FLK",2018,"WaltonSmith","MK",24.8146,-80.7573,"7","06/23/2018","06/23/2018","1:46:00 AM","5:46:00 AM",2,1825.81,2203.53,8.082,332.367,4.267,35.353,NA,35.316,31.71,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.353,2437.85181719917,2893.16216030698,2205.86970530001,1836.46752022709,"2018-06","7 _ 2018-06-23",2018-06-23 01:46:00,6,1.76666666666667,-80.75666667,24.82083333,"Inshore","MK",6,"Normal"
"SAV18173_17","FLK",2018,"WaltonSmith","MK",24.7117,-80.8313,"12","06/23/2018","06/23/2018","3:15:00 AM","7:15:00 AM",2,1918.38,2262.59,8.027,400.811,3.901,36.002,NA,35.879,30.68,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",36.002,2437.85181719917,2893.16216030698,2267.46784958707,1945.5099295769,"2018-06","12 _ 2018-06-23",2018-06-23 03:15:00,6,3.25,-80.83166667,24.71333333,"Offshore","MK",7,"Normal"
"SAV18173_18","FLK",2018,"WaltonSmith","MK",24.7552,-80.8474333333333,"11","06/23/2018","06/23/2018","3:37:00 AM","7:37:00 AM",2,1793.12,2114.16,8.009,393.341,3.581,35.834,NA,35.778,31.26,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.834,2437.85181719917,2893.16216030698,2121.69359869242,1818.72236539867,"2018-06","11 _ 2018-06-23",2018-06-23 03:37:00,6,3.61666666666667,-80.84666667,24.75333333,"Mid channel","MK",7,"Normal"
"SAV18173_19","FLK",2018,"WaltonSmith","MK",24.7831,-80.8626333333333,"10","06/23/2018","06/23/2018","4:06:00 AM","8:06:00 AM",2,1724.37,2099.63,8.089,307.143,4.142,35.718,NA,35.691,31.95,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.718,2437.85181719917,2893.16216030698,2106.42890432692,1747.86495411558,"2018-06","10 _ 2018-06-23",2018-06-23 04:06:00,6,4.1,-80.86,24.78833333,"Inshore","MK",7,"Normal"
"SAV18173_2","FLK",2018,"WaltonSmith","Biscayne",25.6421,-80.10445,"2","06/22/2018","06/22/2018","10:26:00 AM","2:26:00 PM",2,2032.52,2366.59,8.009,446.238,3.882,35.452,NA,35.213,30.16,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-22,"22","Spring","Wet","June",35.452,2437.85181719917,2893.16216030698,2367.49856203808,2043.49287195246,"2018-06","2 _ 2018-06-22",2018-06-22 10:26:00,6,10.4333333333333,-80.105,25.64166667,"Mid channel","Biscayne",1,"Normal"
"SAV18173_20","FLK",2018,"WaltonSmith","MK",24.5917,-80.9914,"15.5","06/23/2018","06/23/2018","6:34:00 AM","10:34:00 AM",2,2045.08,2380.93,8.007,448.932,3.853,36.323,NA,36.26,29.61,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",36.323,2437.85181719917,2893.16216030698,2383.00327489895,2075.96986862556,"2018-06","15.5 _ 2018-06-23",2018-06-23 06:34:00,6,6.56666666666667,-80.99166667,24.59166667,"Oceanic","MK",8,"Normal"
"SAV18173_21","FLK",2018,"WaltonSmith","MK",24.643,-81.0169166666667,"15","06/23/2018","06/23/2018","7:00:00 AM","11:00:00 AM",2,1956.34,2275.38,7.994,444.506,3.641,35.916,NA,35.741,30.11,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.916,2437.85181719917,2893.16216030698,2279.52367369848,1980.23266897319,"2018-06","15 _ 2018-06-23",2018-06-23 07:00:00,6,7,-81.01666667,24.64333333,"Offshore","MK",8,"Normal"
"SAV18173_22","FLK",2018,"WaltonSmith","MK",24.6748,-81.0234,"14","06/23/2018","06/23/2018","7:18:00 AM","11:18:00 AM",2,1876.42,2210.04,8.018,402,3.767,35.876,NA,35.741,30.89,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.876,2437.85181719917,2893.16216030698,2215.60258088601,1901.24623850008,"2018-06","14 _ 2018-06-23",2018-06-23 07:18:00,6,7.3,-81.02333333,24.675,"Mid channel","MK",8,"Normal"
"SAV18173_23","FLK",2018,"WaltonSmith","MK",24.7014,-81.03,"13","06/23/2018","06/23/2018","7:37:00 AM","11:37:00 AM",2,1908.03,2218.39,7.981,448.737,3.529,35.895,NA,35.82,30.68,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.895,2437.85181719917,2893.16216030698,2223.86202469406,1932.59312253725,"2018-06","13 _ 2018-06-23",2018-06-23 07:37:00,6,7.61666666666667,-81.03,24.70166667,"Inshore","MK",8,"Normal"
"SAV18173_24","FLK",2018,"WaltonSmith","LK",24.5983,-81.1816333333333,"18","06/23/2018","06/23/2018","9:16:00 AM","1:16:00 PM",2,1983.57,2306.1,8,444.238,3.691,35.894,NA,35.98,29.8,0,NA,"Permanent","Single","Nikki’s_DB","","",NA,"",NA,2018-06-23,"23","Spring","Wet","June",35.894,2437.85181719917,2893.16216030698,2309.38149898524,2006.22491144243,"2018-06","18 _ 2018-06-23",2018-06-23 09:16:00,6,9.26666666666667,-81.18333333,24.59833333,"Offshore","LK",9,"Normal"
