"Zone","Sub_region","Season","Precipitation","term","estimate","std.error","statistic","p.value","r.squared","adj.r.squared","sigma","statistic.1","p.value.1","df","logLik","AIC","BIC","deviance","df.residual","nobs"
"Inshore","UK","Fall","Dry","DIC_umol_kg",0.651235585720718,0.0641017824108424,10.1593990249258,6.99783417054736e-09,0.851501552628222,0.843251638885346,24.2241435043678,103.213388547663,6.99783417054731e-09,1,-91.0721615334141,188.144323066828,191.13151988749,10562.5643133637,18,20
"Inshore","UK","Fall","Wet","DIC_umol_kg",0.672264528807387,0.135574416746449,4.95863854656778,0.00425315055949964,0.831013122297487,0.797215746756984,23.0123001599129,24.5880962355081,0.00425315055949954,1,-30.7071189420497,67.4142378840994,67.2519683312654,2647.82979324964,5,7
"Inshore","MK","Winter","Dry","DIC_umol_kg",0.827622370394638,0.0646051672360928,12.8104671158915,9.71480501733143e-13,0.863235683204721,0.857975517174133,30.9852811688924,164.108067727338,9.71480501733139e-13,1,-134.831111459962,275.662222919925,279.65883645045,24962.2788769983,26,28
"Inshore","MK","Spring","Dry","DIC_umol_kg",0.668858602858094,0.0838669227678439,7.97523720656348,1.20989396349515e-05,0.864138572625437,0.850552429887981,15.6188541996095,63.604408500954,1.20989396349518e-05,1,-48.9150785019619,103.830157003924,105.284876953288,2439.48606508661,10,12
"Inshore","MK","Spring","Wet","DIC_umol_kg",0.801473800681311,0.135484611436043,5.91560762647687,7.15801061410763e-06,0.62496258727516,0.607103662859691,47.2253544505148,34.9944135904313,7.15801061410757e-06,1,-120.252821949704,246.505643899408,249.912126547196,46834.9161625119,21,23
"Inshore","MK","Summer","Wet","DIC_umol_kg",0.94732278616408,0.0692882345231289,13.6722026861264,1.18621252478765e-13,0.873789976763925,0.869115531458886,37.1452696818406,186.929126290523,1.18621252478763e-13,1,-144.943319037076,295.886638074151,299.988525564111,37253.81861289,27,29
"Inshore","MK","Fall","Dry","DIC_umol_kg",0.796009424405481,0.0827585180574122,9.61845913979833,3.81190311935916e-09,0.815002025299989,0.806192597933321,26.2496382136441,92.5147562239702,3.81190311935908e-09,1,-106.745411566263,219.490823132526,222.897305780314,14469.9136332913,21,23
"Inshore","MK","Fall","Wet","DIC_umol_kg",0.547265686938647,0.215137141970265,2.54379918747032,0.0345060989229023,0.447166928727758,0.378062794818728,33.0806240145351,6.47091430617473,0.0345060989229017,1,-48.0631449132608,102.126289826522,103.034045105504,8754.62148152829,8,10
"Inshore","LK","Winter","Dry","DIC_umol_kg",0.706640358530818,0.135737738088907,5.2059240744676,1.09160908829542e-05,0.458559914093781,0.441639911409212,49.9086715834112,27.1016454691214,1.09160908829539e-05,1,-180.159913632213,366.319827264427,370.898908838275,79708.0159750655,32,34
"Inshore","LK","Spring","Dry","DIC_umol_kg",0.767623610355778,0.0923133160733205,8.31541583606517,8.37865073549443e-06,0.873651451183161,0.861016596301478,25.1807305339422,69.1461405266832,8.37865073549452e-06,1,-54.6462815456515,115.292563091303,116.747283040667,6340.69190223008,10,12
"Inshore","LK","Spring","Wet","DIC_umol_kg",0.875173575025343,0.115848877783317,7.55444154290614,2.03812772972827e-07,0.731009208576636,0.718200123270761,37.2807105766023,57.0695870251861,2.03812772972827e-07,1,-114.814359968181,235.628719936362,239.035202584149,29186.8790030242,21,23
"Inshore","LK","Summer","Wet","DIC_umol_kg",0.966774757321253,0.0788649254473528,12.2586149905972,8.0280400045305e-12,0.862285542465729,0.856547440068468,36.3840924325162,150.273641487696,8.02804000453036e-12,1,-129.299269772513,264.598539545025,268.37282915909,31771.2523713092,24,26
"Inshore","LK","Fall","Dry","DIC_umol_kg",1.07511419926661,0.0906881806658759,11.8550641480798,5.01874274268551e-11,0.864650821908013,0.858498586540195,28.5881125089979,140.542545955086,5.0187427426854e-11,1,-113.482171910212,232.964343820424,236.498505311468,17980.1638901967,22,24
"Inshore","LK","Fall","Wet","DIC_umol_kg",0.966980805111184,0.0891902697443206,10.841774645185,7.54213029779273e-07,0.921595732241089,0.913755305465198,21.602048535679,117.544077456976,7.54213029779282e-07,1,-52.8067908553871,111.613581710774,113.068301660138,4666.48500937831,10,12
"Mid channel","BB","Winter","Dry","DIC_umol_kg",0.691636451379628,0.104178213570093,6.63897400116466,3.1281084110033e-06,0.710032749844603,0.693923458169303,10.1255323907585,44.0759757881402,3.1281084110034e-06,1,-73.6263693757859,153.252738751572,156.239935572234,1845.47531153339,18,20
"Mid channel","BB","Spring","Dry","DIC_umol_kg",0.572781336169948,0.089742144364386,6.38252339774996,0.00037344602827195,0.853362005712038,0.832413720813757,11.113218351957,40.7366049228255,0.000373446028271955,1,-33.3127490526956,72.6254981053911,73.2171718373998,864.525354967924,7,9
"Mid channel","BB","Spring","Wet","DIC_umol_kg",0.825886640479294,0.157212167038608,5.25332521036029,0.00118192105028509,0.797672808162561,0.768768923614355,12.2193548999021,27.597425765807,0.00118192105028508,1,-34.1667223280894,74.3334446561788,74.9251183881874,1045.18843918832,7,9
"Mid channel","BB","Summer","Wet","DIC_umol_kg",0.386803813968278,0.137072301968425,2.82189624317668,0.0112936877545769,0.306708324343509,0.268192120140371,19.6550116864508,7.96309840725472,0.0112936877545766,1,-86.8918125765687,179.783625153137,182.770821973799,6953.75071910133,18,20
"Mid channel","BB","Fall","Dry","DIC_umol_kg",0.402857104197982,0.1358791532632,2.96481906549448,0.0118143816805402,0.422803645331405,0.374703949109022,13.3557493853087,8.79015209111977,0.0118143816805394,1,-55.0733421139117,116.146684227823,118.063856216669,2140.51249971807,12,14
"Mid channel","BB","Fall","Wet","DIC_umol_kg",0.493063761041312,0.0828032919610636,5.95463959661367,0.00190986085781886,0.876414231269044,0.851697077522853,6.18012238638323,35.457732725561,0.00190986085781867,1,-21.5042834285262,49.0085668570524,48.8462973042183,190.969563553376,5,7
"Mid channel","UK","Winter","Dry","DIC_umol_kg",0.637079363501361,0.0806894313711183,7.89544990807055,4.36385228207417e-07,0.785727239090179,0.77312295903666,12.8020663559764,62.3381292508505,4.36385228207451e-07,1,-74.3457138445275,154.691427689055,157.524744626554,2786.17935070799,17,19
"Mid channel","UK","Spring","Dry","DIC_umol_kg",0.112955942081276,0.0756754877158504,1.49263579912967,0.232358984073353,0.426162582477935,0.234883443303913,5.11930003277878,2.22796162884349,0.232358984073351,1,-13.9827171933961,33.9654343867922,32.7937481240944,78.6216984768266,3,5
"Mid channel","UK","Spring","Wet","DIC_umol_kg",-0.0719898818365316,0.2148691746524,-0.335040528512253,0.744516496119274,0.0111006088472568,-0.0877893302680175,16.1225085275796,0.112252155745763,0.744516496119281,1,-49.2959291476092,104.591858295218,106.046578244582,2599.35281221878,10,12
"Mid channel","UK","Summer","Wet","DIC_umol_kg",0.257483570813524,0.122163746234854,2.10769216522326,0.0511826207702074,0.217311743959376,0.168393727956837,20.024050593512,4.4423662633435,0.051182620770208,1,-78.4256597306351,162.85131946127,165.522434734959,6415.40163474448,16,18
"Mid channel","UK","Fall","Dry","DIC_umol_kg",0.391438559918784,0.143899719783506,2.7202176662171,0.0199237006234913,0.402160401595606,0.347811347195206,16.9512735065867,7.39958415159933,0.0199237006234933,1,-54.154807915119,114.309615830238,116.004463902623,3160.8024084462,11,13
"Mid channel","UK","Fall","Wet","DIC_umol_kg",0.463066672475236,0.168869429339258,2.74215809390187,0.0517903708478609,0.652760627165523,0.565950783956904,9.94988987684784,7.51943101195132,0.0517903708478627,1,-21.0826047756382,48.1652095512763,47.5404879589605,396.001234245596,4,6
"Mid channel","MK","Winter","Dry","DIC_umol_kg",0.719826284383588,0.0571989457848038,12.584607539652,2.82827198190886e-13,0.845227961993303,0.839890995165486,19.4147428258367,158.372346927066,2.82827198190886e-13,1,-134.900392449681,275.800784899362,280.102746512818,10931.034930808,29,31
"Mid channel","MK","Spring","Dry","DIC_umol_kg",0.124238139063014,0.164239074972606,0.75644689964149,0.466828270199667,0.0541241432484909,-0.0404634424266601,11.1460545626991,0.572211911977259,0.466828270199653,1,-44.8663600705779,95.7327201411557,97.1874400905197,1242.34532314665,10,12
"Mid channel","MK","Spring","Wet","DIC_umol_kg",0.960893445125614,0.106256557355266,9.04314490364005,2.59233130975962e-08,0.811467667176665,0.801544912817542,33.8524277223245,81.7784697482314,2.59233130975952e-08,1,-102.709057935168,211.418115870336,214.551683183507,21773.7503912089,19,21
"Mid channel","MK","Summer","Wet","DIC_umol_kg",1.01728372341792,0.0809474853493988,12.5672059981475,4.97233817185318e-13,0.849409469938947,0.844031236722481,24.5647315278114,157.934666599873,4.97233817185321e-13,1,-137.572615019071,281.145230038141,285.348822183128,16895.9289809366,28,30
"Mid channel","MK","Fall","Dry","DIC_umol_kg",0.581467223315872,0.0761708265448914,7.6337260561717,1.73123053475938e-07,0.735095239287161,0.722480726872264,16.92234203755,58.2737735006747,1.7312305347594e-07,1,-96.6480103609051,199.29602072181,202.702503369598,6013.67886075247,21,23
"Mid channel","MK","Fall","Wet","DIC_umol_kg",0.587707450812077,0.177149480050372,3.31757931575618,0.0105781274245594,0.579087654437007,0.526473611241633,16.0029185673043,11.0063325163332,0.0105781274245595,1,-40.801378736091,87.6027574721821,88.5105127511642,2048.74722137419,8,10
"Mid channel","LK","Winter","Dry","DIC_umol_kg",0.727588545118995,0.12546962469275,5.79892182590577,1.57140352311791e-06,0.497245900793365,0.482459015522581,32.720240606967,33.6274943429666,1.5714035231178e-06,1,-175.620714894211,357.241429788423,361.991986603791,36400.8809428457,34,36
"Mid channel","LK","Spring","Dry","DIC_umol_kg",0.472853718294757,0.145451026761275,3.25094795701127,0.00870650928671747,0.513823519538528,0.465205871492381,31.2899334518548,10.5686626191957,0.00870650928671753,1,-57.2528902280149,120.50578045603,121.960500405394,9790.59935421505,10,12
"Mid channel","LK","Spring","Wet","DIC_umol_kg",0.901315027052585,0.0798554758009341,11.2868280855205,3.9825389198684e-10,0.864307874574269,0.857523268302983,20.064557400375,127.392488232095,3.98253891986821e-10,1,-96.1452445466986,198.290489093397,201.563616453472,8051.72927345888,20,22
"Mid channel","LK","Summer","Wet","DIC_umol_kg",0.920129114139284,0.0489913545780019,18.7814589342349,1.20435842009701e-16,0.931351902764967,0.928711591332851,17.988093412601,352.743199698354,1.20435842009695e-16,1,-119.604649054065,245.209298108131,249.205911638657,8412.85912013192,26,28
"Mid channel","LK","Fall","Dry","DIC_umol_kg",0.387959213040546,0.144955157343153,2.67640848488149,0.0137885735957365,0.245623649627337,0.211333815519488,17.1661932451566,7.16316237794565,0.0137885735957362,1,-101.240994849099,208.481989698198,212.016151189241,6482.92019166131,22,24
"Mid channel","LK","Fall","Wet","DIC_umol_kg",1.08401092772356,0.273938544781996,3.95713180336208,0.00269894351730999,0.610271559759878,0.571298715735865,21.7900580387016,15.6588921091792,0.0026989435173102,1,-52.910778807699,111.821557615398,113.276277564762,4748.06629329985,10,12
"Offshore","BB","Winter","Dry","DIC_umol_kg",0.639580450515218,0.111358171944902,5.74345321357888,1.55422682023586e-05,0.634525807007139,0.61529032316541,9.20764792595815,32.9872548165697,1.55422682023582e-05,1,-75.3675560178571,156.735112035714,159.868679348884,1610.83482623963,19,21
"Offshore","BB","Spring","Dry","DIC_umol_kg",0.172640114706919,0.34144318577437,0.505618861057026,0.628653136558579,0.0352346677984853,-0.102588951087445,7.59409615175896,0.255650432656591,0.628653136558588,1,-29.8858719810317,65.7717439620635,66.3634176940722,403.692074535122,7,9
"Offshore","BB","Spring","Wet","DIC_umol_kg",0.493243945399809,0.164095417017344,3.00583620411334,0.0132112553505624,0.474653372361718,0.42211870959789,9.23910270476375,9.03505128595843,0.0132112553505627,1,-42.6146703104612,91.2293406209224,92.6840605702864,853.610187891728,10,12
"Offshore","BB","Summer","Wet","DIC_umol_kg",0.589552313560498,0.207476652616836,2.84153569148464,0.0108270739913345,0.309665736672208,0.271313833153997,20.0651529318653,8.07432508598092,0.0108270739913351,1,-87.3048580177587,180.609716035517,183.596912856179,7246.98651922455,18,20
"Offshore","BB","Fall","Dry","DIC_umol_kg",0.32654028778856,0.0865885433897087,3.77117197039453,0.00233164892751941,0.522440485411493,0.485705138135454,9.05000608149788,14.2217380302883,0.00233164892752,1,-53.2523031162699,112.50460623254,114.628756835846,1064.73393097693,13,15
"Offshore","BB","Fall","Wet","DIC_umol_kg",-0.0829174408359114,0.148132903380948,-0.559750325170336,0.599797095033614,0.0589688558898088,-0.129237372932229,4.44078292349829,0.313320426528326,0.599797095033598,1,-19.1907317694008,44.3814635388016,44.2191939859676,98.60276486817,5,7
"Offshore","UK","Winter","Dry","DIC_umol_kg",0.496058369185421,0.106622797625229,4.65246063913111,7.75036901510962e-05,0.444962821744419,0.424405889216434,9.81952969145632,21.6453899986627,7.75036901511318e-05,1,-106.359886105674,218.719772211349,222.821659701308,2603.42541075759,27,29
"Offshore","UK","Spring","Dry","DIC_umol_kg",0.253796528708575,0.0983003539030544,2.58184755834017,0.0325227463840042,0.454518309932528,0.386333098674094,3.80763515199326,6.66593681450693,0.0325227463840057,1,-26.4437505896039,58.8875011792077,59.7952564581899,115.984683605558,8,10
"Offshore","UK","Spring","Wet","DIC_umol_kg",0.655994389488577,0.275197001585723,2.38372651485535,0.0307879712942373,0.274736984372005,0.226386116663472,13.1246839080039,5.6821520976245,0.0307879712942363,1,-66.8244786741661,139.648957348332,142.148597380501,2583.85991527525,15,17
"Offshore","UK","Summer","Wet","DIC_umol_kg",0.484797083078385,0.10726785034532,4.51950031176827,0.000119492846910849,0.439967572358794,0.418427863603363,14.0877959296915,20.4258830680736,0.000119492846910846,1,-112.761416118884,231.522832237767,235.519445768293,5160.11584807241,26,28
"Offshore","UK","Fall","Dry","DIC_umol_kg",0.319611765589017,0.117216209033475,2.72668573932247,0.0143519054775577,0.304271388353061,0.263346175903241,13.0466404214159,7.43481512102448,0.0143519054775579,1,-74.7052711687608,155.410542337522,158.243859275021,2893.6520468573,17,19
"Offshore","UK","Fall","Wet","DIC_umol_kg",0.236687117782837,0.204058001631918,1.15990118441802,0.279532717449195,0.143961196672477,0.0369563462565368,8.91500159308243,1.3453707576141,0.279532717449234,1,-34.9510218755951,75.9020437511901,76.8097990301723,635.818027237298,8,10
"Offshore","MK","Winter","Dry","DIC_umol_kg",0.58527826926224,0.0978076750897486,5.98397077453469,1.66441416982346e-06,0.552523732260948,0.537093516132015,9.46530895088611,35.8079062304852,1.66441416982348e-06,1,-112.630014416116,231.260028832232,235.561990445687,2598.17013253602,29,31
"Offshore","MK","Spring","Dry","DIC_umol_kg",0.259896492942706,0.143484359115731,1.81132281277487,0.0974554976038391,0.229739901069677,0.159716255712375,7.06114376617394,3.28089033207866,0.0974554976038396,1,-42.7702409653586,91.5404819307172,93.2353300031018,548.457264152348,11,13
"Offshore","MK","Spring","Wet","DIC_umol_kg",0.946292647618781,0.0840890180876334,11.253462927021,1.40909428603392e-09,0.87555346546204,0.86863976909882,15.4073985912238,126.640427849836,1.40909428603392e-09,1,-82.0221219485661,170.044243897132,173.031440717794,4272.98276427923,18,20
"Offshore","MK","Summer","Wet","DIC_umol_kg",0.754038646411579,0.080013093736911,9.42394064765093,3.5074615165129e-10,0.760295844232857,0.751734981526887,16.3010323654998,88.8106573304476,3.50746151651283e-10,1,-125.270116157252,256.540232314503,260.74382445949,7440.26237306998,28,30
"Offshore","MK","Fall","Dry","DIC_umol_kg",0.350640263273652,0.063018788382298,5.56405910482637,1.36025373811799e-05,0.584582369224817,0.565699749644127,9.31363891723859,30.9587537220008,1.36025373811811e-05,1,-86.5659052986053,179.131810597211,182.665972088254,1908.36513737543,22,24
"Offshore","MK","Fall","Wet","DIC_umol_kg",0.373612419719429,0.307542946936727,1.21483006988385,0.259067180270066,0.155745183982417,0.0502133319802192,12.1308552279002,1.47581209869389,0.259067180270081,1,-38.0311898320366,82.0623796640732,82.9701349430554,1177.26118848219,8,10
"Offshore","LK","Winter","Dry","DIC_umol_kg",0.476747641070457,0.0858925024326338,5.55051520875613,2.02242448311648e-06,0.43509382783205,0.420971173527852,9.64934758370749,30.8082190826334,2.02242448311633e-06,1,-153.780217763734,313.560435527467,318.773444382317,3724.39635164806,40,42
"Offshore","LK","Spring","Dry","DIC_umol_kg",0.372628689347951,0.103841017669584,3.58845375084471,0.00372400717199378,0.517626729722253,0.477428957199108,11.0040677275538,12.8770003219509,0.00372400717199434,1,-52.3617946760532,110.723589352106,112.640761340952,1453.07407863108,12,14
"Offshore","LK","Spring","Wet","DIC_umol_kg",0.884174341353236,0.0906973259515519,9.74862634677387,3.59267180645293e-10,0.785187373325438,0.77692534922257,9.6307461589509,95.0357156490137,3.59267180645293e-10,1,-102.111667075413,210.223334150826,214.219947681351,2411.53306103183,26,28
"Offshore","LK","Summer","Wet","DIC_umol_kg",0.601524912574349,0.112329307375658,5.35501310056774,5.47362395488446e-06,0.450343785133466,0.434639321851565,17.5973728022172,28.6761653072522,5.47362395488429e-06,1,-157.579419359329,321.158838718658,325.991592456591,10838.3635339075,35,37
"Offshore","LK","Fall","Dry","DIC_umol_kg",0.223057808820523,0.0549709641833966,4.05773870140512,0.000379815984917992,0.37881401535344,0.355807127033197,8.13726166904208,16.4652433688798,0.000379815984918122,1,-100.910220339769,207.820440679537,211.922328169496,1787.80574170246,27,29
"Offshore","LK","Fall","Wet","DIC_umol_kg",0.231551408301208,0.231781724575574,0.999006322544249,0.334746382039731,0.0665430540962987,-0.000132442039679992,7.22183675781277,0.998013632483366,0.334746382039735,1,-53.2685144965174,112.537028993035,114.854795159754,730.16896619094,14,16
"Oceanic","UK","Winter","Dry","DIC_umol_kg",0.462033211467707,0.161908247658689,2.85367310281621,0.0213581043370745,0.504442983877587,0.442498356862286,9.85462457725483,8.14345017773664,0.0213581043370749,1,-35.9530760277973,77.9061520555947,78.8139073345768,776.909004469079,8,10
"Oceanic","UK","Spring","Dry","DIC_umol_kg",0.0129751653040969,0.464266668407148,0.0279476563514961,0.982212599488284,0.000780461899002714,-0.998439076201995,4.77530984679424,0.000781071495545384,0.982212599488237,1,-7.29927375023724,20.5985475004745,17.8943843664788,22.80358413289,1,3
"Oceanic","UK","Spring","Wet","DIC_umol_kg",0.22361980509197,0.208590162483964,1.07205345846146,0.344069595369804,0.22319517726681,0.0289939715835127,5.52047713201343,1.1492986177995,0.344069595369743,1,-17.5480216359785,41.0960432719571,40.4713216796413,121.902671060333,4,6
"Oceanic","UK","Summer","Wet","DIC_umol_kg",0.394611629888698,0.261354350060238,1.50987205607156,0.181817275436969,0.275337255461105,0.15456013137129,18.6544007491677,2.27971362570573,0.181817275436971,1,-33.6094366426884,73.2188732853767,73.4571979104162,2087.92000386328,6,8
"Oceanic","UK","Fall","Dry","DIC_umol_kg",0.252395684523597,0.175107005233205,1.44137971058016,0.222923298438598,0.341842808913328,0.17730351114166,11.4329574772877,2.07757547007223,0.222923298438592,1,-21.9162370224444,49.8324740448889,49.2077524525731,522.850066709874,4,6
"Oceanic","UK","Fall","Wet","DIC_umol_kg",-0.442332368635473,0.0598342669790866,-7.39262618175098,0.0855959561873288,0.982030845734059,0.964061691468117,1.17237169100526,54.6509218631063,0.0855959561873317,1,-3.08598351672703,12.1719670334541,9.4678038994584,1.37445538187054,1,3
"Oceanic","MK","Winter","Dry","DIC_umol_kg",0.467836157049685,0.0747757087944554,6.25652587708236,6.69299145906071e-06,0.685006939576049,0.667507325108051,6.22967541910208,39.1441160506002,6.69299145906171e-06,1,-63.911650143106,133.823300286212,136.810497106874,698.559404892565,18,20
"Oceanic","MK","Spring","Dry","DIC_umol_kg",0.308062312997755,0.144880719422972,2.12631683653077,0.100623993838793,0.530583830021678,0.413229787527097,4.79293259105662,4.5212232893143,0.100623993838791,1,-16.7000906111355,39.4001812222711,38.7754596299552,91.8888112896509,4,6
"Oceanic","MK","Spring","Wet","DIC_umol_kg",0.560588357383798,0.142782866365404,3.92615985134492,0.00283785129133278,0.606527413969522,0.567180155366474,8.32927170613984,15.4147311783124,0.00283785129133301,1,-41.3706453231466,88.7412906462933,90.1960105956573,693.767671547016,10,12
"Oceanic","MK","Summer","Wet","DIC_umol_kg",0.454851972111451,0.116414281035537,3.90718362099063,0.00103275130529162,0.45890835596485,0.428847709074008,12.3671075369551,15.2660838481377,0.00103275130529154,1,-77.625972111483,161.251944222966,164.239141043628,2753.01627895102,18,20
"Oceanic","MK","Fall","Dry","DIC_umol_kg",0.314368892298337,0.0807316681928066,3.89399722978037,0.00184702803190193,0.538404963170243,0.502897652644877,8.31673952842137,15.1632144255368,0.00184702803190209,1,-51.9848760871171,109.969752174234,112.093902777541,899.186032986884,13,15
"Oceanic","MK","Fall","Wet","DIC_umol_kg",-0.0407096494885518,0.724802660912788,-0.0561665287449189,0.957902766060131,0.000788048228024363,-0.249014939714969,13.6855228410411,0.00315467895125497,0.957902766060123,1,-22.9952671579429,51.9905343158857,51.3658127235699,749.174141730632,4,6
"Oceanic","LK","Winter","Dry","DIC_umol_kg",0.42612873117131,0.134427581156985,3.16995015088218,0.00461395614622858,0.32364065209292,0.291433064097345,10.5322622856128,10.0485839590777,0.00461395614622908,1,-85.7416031495531,177.483206299106,180.889688946894,2329.49952591176,21,23
"Oceanic","LK","Spring","Dry","DIC_umol_kg",0.581170519708311,0.0466132967788586,12.4679128031961,1.6268450716082e-05,0.962836526786443,0.956642614584184,2.89953399552713,155.448849668101,1.62684507160823e-05,1,-18.7171802388916,43.4343604777833,43.6726851028228,50.443784347305,6,8
"Oceanic","LK","Spring","Wet","DIC_umol_kg",0.466935839524756,0.173454945608819,2.69197190017172,0.0195982434765903,0.376516905510526,0.324559980969737,8.10437845283477,7.24671271131409,0.0195982434765908,1,-48.0797472212084,102.159494442417,104.076666431263,788.171401281269,12,14
"Oceanic","LK","Summer","Wet","DIC_umol_kg",0.425367140175943,0.092043978619294,4.6213467361653,0.000332609319819582,0.587422953520719,0.559917817088767,9.30615665015085,21.3568456558653,0.000332609319819608,1,-60.9795635202591,127.959127040518,130.458767072687,1299.0682739572,15,17
"Oceanic","LK","Fall","Dry","DIC_umol_kg",0.238915502279991,0.0693437452503237,3.44537926841896,0.00484612476790143,0.497290359497186,0.455397889455285,6.68161907985406,11.870638303251,0.00484612476790173,1,-45.377129401725,96.7542588034501,98.6714307922959,535.728402339238,12,14
"Oceanic","LK","Fall","Wet","DIC_umol_kg",0.067370933243057,0.435301348238084,0.154768492024539,0.883057385681,0.00476781625134117,-0.194278620498391,8.514577107984,0.0239532861235588,0.883057385680978,1,-23.7473744439155,53.4947488878311,53.332479334997,362.490116639026,5,7
