ESTDate,EST Time,SiteID,Temperature_C,Salinity,TA,DIC,Aragonite_Sat_W,pCO2,pH
12/2/14,5:22 AM,15,25.01,35.75,2378.863653,2042.731543,3.77,367.8,8.082
12/2/14,5:36 AM,14,24,36.11,2379.773126,2047.270923,3.7,363,8.087
12/2/14,5:47 AM,13,22.01,35.84,2443.50041,2165.777394,3.15,453.6,8.019
12/2/14,7:06 AM,16,22.23,36.34,2402.138466,2122.664265,3.13,443.6,8.02
12/2/14,7:34 AM,17,23.83,36.01,2391.220334,2063.888776,3.66,371.5,8.081
,,,,33.398,-2.965288497,9.703985,,,
12/2/14,7:54 AM,18,24.99,35.74,2385.012155,2035.798915,3.91,348.4,8.102
12/2/14,9:23 AM,19,22.7,36.21,2418.941046,2116.769388,3.38,410.4,8.05
12/2/14,9:39 AM,20,23.63,36,2396.258429,2068.464844,3.66,369.5,8.084
12/2/14,9:56 AM,21,24.97,35.7,2386.665542,2036.217327,3.93,346.4,8.104
12/2/14,10:21 AM,21.5,24.9,35.83,2382.522485,2035.846656,3.88,351,8.099
12/2/14,1:05 PM,22.5,24.95,35.73,2384.746221,2041.775744,3.85,357.2,8.094
12/2/14,1:35 PM,22,24.96,35.68,2385.495683,2035.968991,3.92,347,8.104
12/2/14,1:49 PM,23,24.8,35.68,2381.603185,2048.335031,3.74,369.7,8.081
,,,,33.398,16.38278053,,,,
12/2/14,2:08 PM,24,22.71,36.2,2408.003472,2109.440616,3.34,413.8,8.046
12/5/14,1:13 AM,6.5,25.73,36.14,2381.659045,2031.213087,3.92,359.6,8.088
12/5/14,1:28 AM,6,24.99,35.87,2391.430973,2044.416522,3.89,355,8.096
12/5/14,1:38 AM,5.5,24.5,36.1,2399.70644,2070.961495,3.68,383.3,8.07
12/5/14,4:03 AM,EK_OFF,25.09,35.94,2383.296416,2044.186761,3.8,367.3,8.083
,,,,33.57,2.824698112,-1.881124,,,
4/13/15,12:45 PM,1,26.709,36.72,2361.439566,1997.031865,,,
4/13/15,12:58 PM,2,26.691,36.39,2384.196531,2059.172811,,,
4/13/15,1:16 PM,3,25.972,36.31,2381.269704,2052.137427,,,
4/13/15,4:19 PM,EK_IN,27.47,37.29,2286.916257,1868.604507,,,
4/13/15,4:27 PM,EK_MID,26.961,36.58,2361.582276,1992.031825,,,
4/13/15,5:02 PM,4,27.669,37.32,2258.032865,1811.819092,,,
4/13/15,6:12 PM,5,27.427,36.71,2355.420675,1942.307703,,,
4/13/15,6:21 PM,5.5,27.253,36.51,2383.030403,1998.661437,,,
4/13/15,6:36 PM,6,26.17,36.38,2383.221751,2053.646488,,,
4/13/15,6:51 PM,6.5,26.153,36.36,2383.094257,2048.008041,,,
4/13/15,7:40 PM,MR,26.111,36.34,2384.227606,2059.232129,,,
,,,,33.57,4.912162061,,,,
4/13/15,10:12 PM,UK_MID,26.55,36.38,2382.756001,2038.384341,,,
,,,,33.57,,1.271087,,,
4/13/15,12:07 AM,8,27.216,36.56,2393.636267,2009.744645,,,
4/13/15,11:44 PM,7,27.398,36.629,2384.573461,2002.698014,,,
4/13/15,10:23 PM,UK_IN,28.052,36.967,2318.046844,1874.887,,,
4/13/15,10:03 PM,UK_OFF,26.082,36.421,2383.958323,2051.918497,,,
4/13/15,12:39 AM,9,27,36.463,2394.986564,2025.359301,,,
4/13/15,1:12 AM,9.5,26.188,36.298,2380.141295,2053.306119,,,
4/13/15,3:10 AM,10,27.332,36.723,2373.717121,1979.670641,,,
4/13/15,3:36 AM,11,27.07,36.761,2367.719459,1986.92224,,,
4/14/15,4:06 AM,12,25.876,36.331,2380.286994,2051.856042,,,
4/14/15,5:54 AM,13,27.547,37.028,2315.385309,1918.489937,,,
4/14/15,6:09 AM,14,26.139,36.376,2382.653569,2049.926373,,,
4/14/15,6:27 AM,15,25.88,36.411,2390.156869,2059.045087,,,
,,,,33.57,-0.744348328,2.120172,,,
4/14/15,6:59 AM,15.5,26.015,36.373,2386.777025,2064.438303,,,
4/14/15,9:15 AM,16,27.38,37.001,2276.478521,1899.491577,,,
4/14/15,9:51 AM,17,26.279,36.483,2377.310724,2048.373217,,,
4/14/15,10:18 AM,18,25.8,36.388,2383.654132,2067.120429,,,
4/14/15,12:58 PM,19,26.706,36.602,2294.438989,1932.05675,,,
4/14/15,1:01 PM,20,26.714,36.592,2365.20524,2021.879256,,,
,,,,33.57,12.38063526,0.628596,,,
4/14/15,1:20 PM,21/LK,25.805,36.383,2384.670836,2066.927938,,,
4/14/15,3:38 PM,21.5,25.641,36.402,2383.341251,2067.18971,,,
4/14/15,5:50 PM,WS,26.05,36.376,2381.936295,2060.526052,,,
4/14/15,7:05 PM,22.5,26.128,36.48,2389.199412,2075.540317,,,
4/14/15,7:26 PM,22,26.234,36.736,2385.494659,2065.656797,,,
4/14/15,7:38 PM,23,26.729,36.465,2382.282265,2060.222886,,,
4/14/15,7:54 PM,24,28.048,36.982,2242.170272,1889.496661,,,
,,,,33.57,12.38063526,1.696735,,,
4/17/14,7:46 AM,EK_OFF,26.237,36.368,2380.681011,2060.562001,,,
,,,,33.57,2.555140683,-2.929296,,,
6/2/15,5:06 AM,15,27.85,36.39,2384.426921,2045.172491,,,
6/2/15,5:40 AM,15.5,27.67,36.37,2383.586212,2043.428143,,,
6/2/15,7:31 AM,18,27.72,36.39,2382.741086,2047.795281,,,
6/2/15,8:06 AM,17,28.5,36.73,2318.159101,1961.031287,,,
,,,,33.57,4.88042452,,,,
6/2/15,8:31 AM,16,28.62,37.74,2156.351307,1775.563348,,,
6/2/15,10:30 AM,19,28.5,36.88,2305.273085,1974.975413,,,
6/2/15,10:50 AM,20,28.19,36.73,2330.088412,1983.410448,,,
6/2/15,11:21 AM,21/LK,27.81,36.4,2378.392549,2046.566568,,,
6/2/15,12:18 PM,21.5,27.6,36.38,2380.373725,2052.163509,,,
6/2/15,2:21 PM,WS,27.78,36.4,2377.370889,2053.193607,,,
6/2/15,3:39 PM,22.5,27.5,36.37,2381.974167,2051.956353,,,
6/2/15,4:05 PM,22,27.71,36.38,2384.89925,2052.253449,,,
,,,,33.57,6.24993443,,,,
6/2/15,4:18 PM,23,28.2,36.6,2338.199229,1993.209021,,,
6/2/15,4:40 PM,24,28.71,36.97,2248.184951,1928.996572,,,
,,,,33.57,10.94539698,,,,
,,,,33.57,,-2.876939,,,
,,,,33.57,10.177525,,,,
6/1/15,:,1,28.04,36.76,2341.009593,#REF!,,,
6/1/15,12:09 PM,2,27.58,36.5,2373.1188,#REF!,,,
6/1/15,12:09 PM,3,27.42,36.4,2377.699991,#REF!,,,
6/1/15,3:26 PM,EK_IN,28.44,37.12,2300.119599,#REF!,,,
,,,,33.57,,-5.948907,,,
6/1/15,3:41 PM,EK_MID,28.09,35.54,2366.480716,2022.967849,,,
6/1/15,3:55 PM,EK OFF,28.34,36.54,2377.420843,2050.44403,,,
6/1/15,6:01 PM,4,28.95,37.41,2251.113984,1871.217825,,,
6/1/15,6:01 PM,5,28.57,36.42,2370.789832,2009.613522,,,
6/1/15,6:30 PM,5.5,28.39,36.44,2384.571905,2027.472276,,,
,,,,33.57,1.295921024,,,,
6/1/15,6:40 PM,6,28.03,36.65,2382.448971,2053.282477,,,
6/1/15,6:47 PM,6.5,28.38,36.36,2383.785146,2049.113932,,,
6/1/15,7:36 PM,MR,27.91,36.4,2385.049771,2050.07061,,,
,,,,33.57,,1.763071,,,
6/1/15,9:43 PM,UK_OFF,27.93,36.39,2385.36964,2055.504835,,,
6/1/15,9:54 PM,UK_MID,28.09,36.36,2381.313711,2042.411091,,,
,,,,33.57,-0.970142694,,,,
6/1/15,10:02 PM,UK_IN,28.83,36.53,2351.300576,1970.790664,,,
6/1/15,11:32 PM,7,29.17,37.06,2296.723962,1926.206567,,,
6/1/15,11:54 PM,8,28.57,36.6,2345.379173,1998.442389,,,
6/2/15,12:11 AM,9,28,36.41,2374.618339,2051.973583,,,
6/2/15,12:48 AM,9.5,27.81,36.39,2395.645615,2049.651212,,,
6/2/15,2:15 AM,12,28.02,36.05,2426.835763,2053.402576,,,
6/2/15,2:45 AM,11,28.6,36.67,2373.458504,1997.535456,,,
6/2/15,3:03 AM,10,29.24,37.07,2285.345364,1901.831065,,,
6/2/15,4:32 AM,13,29.08,36.77,2303.412245,1945.870687,,,
6/2/15,4:49 AM,14,28.5,36.59,2353.984829,2002.650189,,,
,,,,33.57,6.070572982,32.170152,,,
7/27/15,12:20 PM,1,30.15,36.82,2341.361201,2030.547739,,,
7/27/15,12:33 PM,2,30.1,36.65,2342.578676,2024.037421,,,
,,,,33.57,-3.255065687,,,,
7/27/15,12:53 PM,3,30.37,35.58,2353.797861,2027.492005,,,
7/27/15,3:42 PM,EK_IN,30.28,36.85,2316.505935,1982.458419,,,
7/27/15,3:56 PM,EK_MID,29.8,35.9,2359.511198,2039.321697,,,
7/27/15,4:15 PM,EK OFF,30.5,35.7,2364.891747,2035.589145,,,
7/27/15,6:30 PM,4,30.31,36.37,2332.358836,2000.707368,,,
,,,,33.57,3.770854865,,,,
7/27/15,6:47 PM,5,30.33,35.69,2346.409312,2030.750439,,,
7/27/15,6:58 PM,5.5,30.82,35.8,2368.933948,2037.665692,,,
7/27/15,7:07 PM,6,30.75,35.85,2376.238102,2036.314537,,,
7/27/15,7:34 PM,6.5,30.97,35.6,2368.867625,2029.557076,,,
7/27/15,8:45 PM,MR,31.02,35.9,2368.276272,2031.56418,,,
7/27/15,10:43 PM,UK_OFF,30.99,36.33,2366.594722,2026.521677,,,
7/27/15,10:55 PM,UK_MID,30.89,36.48,2359.829639,2018.833553,,,
7/27/15,11:05 PM,UK_IN,31.14,37.29,2335.760987,1988.657562,,,
7/28/15,12:43 AM,7,30.68,38.77,2187.273026,1858.755692,,,
,,,,33.57,,-0.93642,,,
7/28/15,1:04 AM,8,30.87,36.7,2336.027352,1988.0911,,,
7/28/15,1:23 AM,9,30.74,35.69,2371.732566,2025.089266,,,
,,,,33.57,3.819764527,,,,
7/28/15,2:02 AM,9.5,30.61,35.4,2366.949754,2022.03438,,,
,,,,33.57,,-6.660842,,,
7/28/15,2:54 AM,9.6,30.27,34.18,2348.568022,1993.713018,,,
7/28/15,9:12 AM,11,30.54,36.44,2355.612959,2010.547843,,,
7/28/15,8:49 AM,12,30.18,34.79,2351.426152,2002.772193,,,
7/28/15,5:24 AM,9.8,30.26,36.13,2374.143691,2014.969539,,,
7/28/15,4:02 AM,9.7,30.53,33.46,2363.682322,1998.637599,,,
,,,,33.57,7.896008857,,,,
7/28/15,9:34 AM,10,30.32,39.04,2043.6766,1704.386938,,,
7/28/15,11:20 AM,13,30.49,36.55,2324.679707,1978.183636,,,
,,,,33.57,0.951041378,,,,
7/28/15,11:34 AM,14,30.29,35.93,2342.867461,1994.336118,,,
7/28/15,11:58 AM,15,30.54,36.08,2312.966312,1967.056721,,,
7/28/15,12:40 PM,15.5,30.24,34.72,2343.849897,1993.855801,,,
7/28/15,2:57 PM,16,30.78,37.59,2186.306687,1874.270446,,,
,,,,33.57,6.216337921,,,,
7/28/15,3:22 PM,17,30.79,35.84,2360.967815,2023.71745,,,
7/28/15,3:45 PM,18,30.85,35.85,2364.480762,2031.296504,,,
7/28/15,5:37 PM,19,31.31,37.84,2151.037366,1887.338045,,,
,,,,33.57,,-1.217796,,,
7/28/15,5:49 PM,20,31.88,36.54,2332.3585,2020.531471,,,
7/28/15,6:30 PM,21/LK,30.77,36.27,2362.309218,2041.3151,,,
,,,,33.57,4.905474512,,,,
7/28/15,7:07 PM,21.5,30.55,33.66,2358.290208,2029.583188,,,
7/28/15,10:46 PM,WS,30.94,35.6,2358.866367,2053.059816,,,
7/29/15,12:29 AM,22,30.81,35.76,2356.390786,2038.31296,,,
7/29/15,12:57 AM,23,31.58,36.72,2329.450304,2021.447513,,,
7/29/15,1:19 AM,24,30.94,36.85,2347.122677,2045.27701,,,
,,,,33.57,4.649841151,-0.076333,,,
9/22/15,5:49 AM,15,30.883,34.756,2352.42491,2004.63556,,,
9/22/15,6:12 AM,15.5,31.012,34.694,2373.333614,2016.247111,,,
9/22/15,7:54 AM,18,30.584,34.733,2341.744085,2004.433252,,,
9/22/15,8:15 AM,17,30.714,34.966,2315.382549,1982.434027,,,
9/22/15,8:31 AM,16,30.534,35.962,2232.649494,1984.748066,,,
9/22/15,10:00 AM,19,30.253,35.013,2210.146046,1955.258375,,,
9/22/15,10:29 AM,20,30.787,34.907,2318.745174,1985.361402,,,
9/22/15,10:46 AM,21,30.489,34.54,2329.597442,2000.910613,,,
9/22/15,12:04 PM,21.5,30.669,34.677,2356.528721,2004.38689,,,
9/22/15,2:18 PM,WS,30.715,34.619,2338.779657,2025.120811,,,
9/22/15,3:45 PM,22.5,30.178,33.815,2361.959155,1999.2558,,,
9/22/15,4:10 PM,22,30.269,33.841,2358.422926,2001.170439,,,
,,,,33.57,4.405356926,,,,
9/22/15,4:23 PM,23,30.689,34.517,2337.301501,2043.412641,,,
9/22/15,4:40 PM,24,30.637,34.69,2239.827718,2005.414586,,,
,,,,33.57,,-1.419002,,,
,,,,33.57,5.416796594,-1.419002,,,
9/21/15,1:01 PM,1,29.64,33.68,2338.078216,2091.095517,,,
9/21/15,1:14 PM,2,30.02,34.11,2325.813769,2046.329297,,,
9/21/15,1:30 PM,3,30.01,34.4,2362.876807,2026.790878,,,
9/21/15,4:05 PM,EK_IN,30.19,33.94,2303.792158,2082.081389,,,
9/21/15,4:21 PM,EK_MID,30.18,33.95,2333.013291,2044.797183,,,
9/21/15,4:36 PM,EK_OFF,30.8,34.15,2376.408096,2004.306582,,,
9/21/15,6:41 PM,4,31.65,33.63,#REF!,2054.931042,,,
,,,,33.57,3.069063584,,,,
9/21/15,6:54 PM,5,31.68,33.91,2325.811993,2045.690952,,,
9/21/15,7:03 PM,5.5,30.93,34.17,2349.707692,2023.501055,,,
9/21/15,7:15 PM,6,31.47,34.49,2362.657323,2008.469347,,,
9/21/15,7:28 PM,6.5,31.2,34.25,2364.976983,2001.966622,,,
9/21/15,8:21 PM,MR,30.67,34.46,2356.062043,2005.430532,,,
9/21/15,10:10 PM,UK_OFF,31.74,34.56,2349.138238,2011.405904,,,
,,,,33.57,2.761384897,,,,
9/21/15,10:22 PM,UK_MID,31.69,34.15,2327.064447,2003.576587,,,
9/21/15,10:33 PM,UK_IN,31.18,33.83,2246.62908,1968.219556,,,
9/22/15,12:04 AM,7,30.56,36.52,2302.298295,2015.934831,,,
9/22/15,12:39 AM,8,31.02,34.62,2292.097049,2007.098271,,,
,,,,33.57,,-1.510431,,,
9/22/15,1:19 AM,9,30.94,34.59,2349.824506,2011.797712,,,
9/22/15,1:57 AM,9.5,30.74,34.52,2379.276282,2017.594378,,,
9/22/15,3:17 AM,12,30.71,34.68,2349.570737,1999.426522,,,
9/22/15,3:44 AM,11,30.79,34.6,2326.643391,1999.740753,,,
9/22/15,4:03 AM,10,30.39,36.46,2147.55024,1898.220693,,,
9/22/15,5:24 AM,13,30.75,34.6,2231.030402,1954.682706,,,
9/22/15,5:35 AM,14,31.03,34.88,2269.659832,1968.66417,,,
,,,,33.57,6.541751995,,,,
11/16/15,2:14 PM,1,26.925,34.998,2384.505796,#REF!,,,
11/16/15,2:44 PM,2,27.02,36.14,2375.931357,#REF!,,,
11/16/15,5:08 PM,EK_IN,23.537,35.613,2379.937945,#REF!,,,
11/16/15,5:18 PM,EK_MID,26.85,35.811,2363.654964,#REF!,,,
11/16/15,5:35 PM,EK_OFF,27.4,36.869,2363.711007,#REF!,,,
,,,,33.57,-1.200920376,,,,
11/16/15,7:43 PM,4,26.602,35.191,2456.450534,#REF!,,,
11/16/15,7:56 PM,5,26.591,35.53,2401.500122,#REF!,,,
11/16/15,8:08 PM,5.5,26.665,35.631,2347.356363,#REF!,,,
11/16/15,8:19 PM,6,27.343,35.827,2364.448651,#REF!,,,
11/16/15,8:36 PM,6.5,27.348,35.715,2362.034686,#REF!,,,
11/16/15,9:18 PM,MR,27.096,36.017,2334.851207,#REF!,,,
11/16/15,11:23 PM,UK_OFF,27.648,35.762,2362.929266,#REF!,,,
11/16/15,11:35 PM,UK_MID,26.816,35.349,2344.99155,#REF!,,,
11/16/15,11:47 PM,UK_IN,26.371,34.608,2396.076786,#REF!,,,
11/17/15,1:20 AM,7,26.841,35.518,2346.749967,#REF!,,,
11/17/15,1:35 AM,8,26.964,35.386,2337.014691,#REF!,,,
11/17/15,1:51 AM,9,27.512,35.438,2344.39775,#REF!,,,
11/17/15,2:52 AM,10,26.629,36.654,2347.297421,#REF!,,,
11/17/15,3:21 AM,11,26.935,35.477,2347.895566,#REF!,,,
,,,,33.57,1.082078348,-3.928899,,,
11/17/15,3:45 AM,12,27.42,36.494,2358.83134,2022.229831,,,
11/17/15,5:10 AM,15.5,27.569,35.724,2369.958794,2035.350477,,,
11/17/15,5:35 AM,15,27.595,35.737,2367.083783,2034.043014,,,
11/17/15,5:49 AM,14,27.106,35.531,2347.7947,2036.592115,,,
11/17/15,6:02 AM,13,26.802,35.627,2328.902929,2043.950175,,,
,,,,33.57,0.609612132,,,,
11/17/15,7:20 AM,16,26.92,36.412,2305.915231,2044.017633,,,
11/17/15,7:45 AM,17,27.259,35.608,2344.826775,2039.713536,,,
11/17/15,8:06 AM,18,27.327,36.62,2365.715687,2032.339713,,,
11/17/15,9:46 AM,19,26.608,36.188,2310.026055,2050.730675,,,
11/17/15,10:07 AM,20,27.945,36.018,2323.203477,2034.725659,,,
11/17/15,10:38 AM,21/LK,27.21,36.19,2367.861688,2037.061389,,,
11/17/15,1:04 PM,WS,27.353,36.389,2354.678662,2042.334709,,,
,,,,33.57,7.879266399,,,,
11/17/15,2:33 PM,22.5,27.453,35.881,2383.666465,2033.108569,,,
11/17/15,2:59 PM,22,27.527,35.761,2364.025324,2037.410078,,,
11/17/15,3:13 PM,23,27.222,35.924,2333.769624,2041.586272,,,
11/17/15,3:35 PM,24,26.921,36.43,2303.197726,2054.195501,,,
,,,,33.57,,1.855867,,,
,,,,33.57,2.254655371,,,,
11/20/15,7:46 AM,9.5,27.372,37.181,2370.786709,2026.004604,,,
11/20/15,3:02 PM,3,27.057,35.83,2373.471143,2039.834763,,,
,,,,33.57,,5.753173,,,
1/4/16,1:15 PM,1,24.441,34.174,2439.046125,2151.468079,,,
1/4/16,1:31 PM,2,25.755,36.113,2358.644677,2038.532598,,,
1/4/16,1:46 PM,3,27.058,36.012,2352.620113,2021.802492,,,
1/4/16,4:27 PM,EK_IN,25.609,36.09,2366.105146,2044.705489,,,
1/4/16,4:40 PM,EK_MID,26.437,35.987,2353.10291,2028.014878,,,
1/4/16,4:58 PM,EK_OFF,27.139,36.005,2356.245075,2019.242005,,,
1/4/16,7:13 PM,4,NO DATA,NO DATA,#VALUE!,#VALUE!,,,
1/4/16,7:24 PM,5,NO DATA,NO DATA,#VALUE!,#VALUE!,,,
1/4/16,7:35 PM,5.5,26.632,36.017,2361.252811,2025.415451,,,
1/4/16,7:45 PM,6,26.998,36.002,2353.320977,2021.811141,,,
,,,,33.57,5.597812634,,,,
1/4/16,7:58 PM,6.5,27.3,36.018,2357.411886,2023.042483,,,
1/4/16,8:39 PM,MR,26.388,36.044,2359.953793,2020.007524,,,
1/4/16,10:34 PM,UK_OFF,26.684,36,2361.279317,2012.841636,,,
1/4/16,10:46 PM,UK_MID,26.127,35.951,2356.084079,2030.619852,,,
1/4/16,10:59 PM,UK_IN,25.264,36.019,2356.657848,2024.033895,,,
,,,,33.57,,0.339403,,,
1/5/16,12:35 AM,7,25.671,36.076,2360.064935,2017.166715,,,
1/5/16,12:55 AM,8,26.241,35.945,2350.460346,2011.24627,,,
1/5/16,1:12 AM,9,26.407,36.048,2356.920426,2029.584288,,,
1/5/16,1:53 AM,9.5,26.547,36.067,2359.446015,2024.876477,,,
1/5/16,3:15 AM,12,26.171,36.081,2359.128785,2034.327415,,,
,,,,33.57,4.782590026,,,,
1/5/16,3:59 AM,11,25.683,36.065,2348.704991,2021.21796,,,
1/5/16,4:17 AM,10,23.466,35.17,2316.485609,2072.805778,,,
1/5/16,5:42 AM,13,24.802,35.942,2321.415135,2029.38537,,,
1/5/16,5:54 AM,14,25.918,35.961,2341.387575,2034.837343,,,
,,,,33.57,-3.40050984,,,,
1/5/16,6:08 AM,15,26.349,36.024,2366.024943,2039.202678,,,
1/5/16,6:32 AM,15.5,26.362,36.068,2374.978169,2040.82919,,,
1/5/16,7:55 AM,18,26.069,36.072,2364.504741,2036.672717,,,
1/5/16,8:25 AM,17,25.475,35.578,2354.814276,2112.17291,,,
1/5/16,8:43 AM,16,23.166,37.954,2415.464374,2167.810914,,,
1/5/16,10:17 AM,19,25.098,36.128,2348.828437,2081.976606,,,
1/5/16,10:34 AM,20,25.527,36.158,2352.339459,2062.60025,,,
1/5/16,10:51 AM,21/LK,26.005,36.097,2360.987863,2037.901759,,,
1/5/16,11:50 AM,21.5,26.417,36.048,2364.051155,2027.084467,,,
1/5/16,2:44 PM,WS,25.177,36.062,2355.92355,2037.154011,,,
,,,,33.57,13.94306299,,,,
1/5/16,4:41 PM,22.5,26.352,36.04,2343.669271,2026.854052,,,
1/5/16,5:23 PM,22,25.356,36.07,2343.99761,2038.706695,,,
1/5/16,5:39 PM,23,25.411,36.033,2330.200408,2030.354143,,,
1/5/16,6:06 PM,24,23.784,36.423,2285.449061,2050.503717,,,
,,,,33.57,,-0.582772,,,
,,,,33.57,4.896362768,,,,
,,,,33.34,0.159315402,-7.264534,,,
3/15/16,7:30 AM,15,24.983,36.374,2405.977451,2082.6738,,,
3/15/16,7:55 AM,15.5,26.178,36.317,2377.285815,2041.779731,,,
3/15/16,9:24 AM,18,25.288,36.326,2383.322117,2055.130345,,,
3/15/16,9:47 AM,17,25.083,35.595,2447.946666,2105.293353,,,
,,,,33.4,3.567820111,-2.223575,,,
3/15/16,10:06 AM,16,24.885,36.085,2457.549212,2111.829411,,,
3/15/16,11:52 AM,19,26.654,36.541,2382.990745,2039.329228,,,
3/15/16,12:10 PM,20,25.009,35.926,2452.734883,2139.355887,,,
3/15/16,12:24 PM,21/LK,25.238,36.299,2384.777014,2058.047106,,,
3/15/16,6:28 PM,22,27.216,36.345,2376.908603,2043.822361,,,
3/15/16,6:03 PM,22.5,27.238,36.261,2371.247334,2037.457218,,,
3/15/16,4:10 PM,WS,25.728,36.326,2386.703658,2053.417868,,,
3/15/16,1:43 PM,21.5,26.311,36.25,2371.510627,2034.398572,,,
3/15/16,6:40 PM,23,26.799,36.03,2403.01998,2077.460836,,,
3/15/16,7:01 PM,24,25.794,36.809,2394.760281,2086.777562,,,
,,,,33.4,-0.149453888,,,,
,,,,33.4,-0.149453888,-0.658589,,,
,,,,33.4,10.51968234,,,,
3/14/16,12:44 PM,1,24.479,34.502,2502.095575,2165.559398,,,
3/14/16,1:02 PM,2,24.117,36.288,2425.475016,2085.26464,,,
3/14/16,1:19 PM,3,24.444,36.342,2394.550198,2049.639511,,,
3/14/16,4:16 PM,EK_IN,24.616,35.391,2503.880139,2149.025886,,,
3/14/16,4:32 PM,EK_MID,24.585,36.422,2397.093829,2045.856688,,,
3/14/16,4:48 PM,EK_OFF,24.273,36.426,2400.090453,2045.31377,,,
3/14/16,7:06 PM,4,25.088,35.921,2476.098869,2131.876741,,,
,,,,33.4,1.661168652,,,,
3/14/16,7:18 PM,5,24.82,36.443,2398.13239,2044.824948,,,
3/14/16,7:31 PM,5.5,24.766,36.423,2388.357638,2034.692573,,,
,,,,33.4,1.661168652,0.484746,,,
3/14/16,7:41 PM,6,24.38,36.417,2391.979924,2063.907848,,,
3/14/16,7:56 PM,6.5,24.71,36.426,2390.939099,2056.947406,,,
3/14/16,9:13 PM,MR,23.996,36.439,2387.987795,2061.738812,,,
3/15/16,12:06 AM,UK_OFF,24.558,36.421,2385.925638,2050.152282,,,
3/15/16,12:18 AM,UK_MID,24.72,36.383,2388.725658,2062.896752,,,
3/15/16,12:27 AM,UK_IN,24.727,36.136,2465.457755,2128.239063,,,
3/15/16,2:03 AM,7,25.714,36.735,2428.944448,2102.119003,,,
,,,,33.4,2.720521145,,,,
3/15/16,2:36 AM,8,24.827,36.463,2390.842161,2068.364047,,,
3/15/16,2:46 AM,9,24.74,36.431,2381.333414,2046.644776,,,
3/15/16,3:26 AM,9.5,26.321,36.291,2369.740496,2035.434451,,,
3/15/16,4:52 AM,12,25.123,36.383,2381.536925,2049.060098,,,
3/15/16,5:21 AM,11,25.442,36.458,2414.590867,2068.968824,,,
3/15/16,5:40 AM,10,26.249,36.232,2441.497751,2082.393765,,,
3/15/16,7:05 AM,13,26.005,35.866,2473.355647,2118.981127,,,
3/15/16,7:17 AM,14,24.639,36.419,2390.790632,2067.893886,,,
,,,,33.4,-2.027008059,,,,
5/10/16,7:46 AM,15,26.17,36.452,2374.191916,#REF!,,,
5/10/16,8:16 AM,15.5,25.832,36.405,2383.790209,#REF!,,,
5/10/16,9:35 AM,18,26.1,36.464,2365.869092,#REF!,,,
5/10/16,10:02 AM,17,25.678,36.67,2195.143244,#REF!,,,
5/10/16,10:25 AM,16,26.1,36.464,2117.873544,#REF!,,,
5/10/16,12:00 PM,19,25.49,36.742,2212.898512,#REF!,,,
5/10/16,12:18 PM,20,25.75,36.586,2270.661354,#REF!,,,
5/10/16,1:10 PM,21/LK,26.206,36.478,2377.778227,#REF!,,,
5/10/16,1:59 PM,21.5,26.476,36.358,2381.963561,#REF!,,,
5/10/16,4:06 PM,WS,26.287,36.493,2378.727787,#REF!,,,
5/10/16,5:31 PM,22.5,26.234,36.38,2383.792982,#REF!,,,
5/10/16,5:57 PM,22,26.216,36.454,2375.924746,#REF!,,,
,,,,33.4,,-1.648991,,,
5/10/16,6:11 PM,23,26.399,36.635,2354.403172,2025.512778,,,
,,,,33.4,11.06797697,,,,
5/10/16,6:30 PM,24,26.339,37.019,2269.692662,1912.000252,,,
,,,,33.4,9.776438748,,,,
5/9/16,3:35 PM,1,26.12,35.73,2373.550565,2013.581497,,,
5/9/16,3:49 PM,2,26.032,36.223,2391.811009,2043.044335,,,
5/9/16,4:14 PM,3,26.291,36.359,2378.708083,2026.109751,,,
5/9/16,6:46 PM,EK_IN,26.282,36.763,2339.044669,1915.850798,,,
5/9/16,7:01 PM,EK_MID,26.138,36.444,2396.467552,2034.250205,,,
5/9/16,7:15 PM,EK_OFF,26.137,36.39,2393.656261,2050.405692,,,
5/9/16,9:16 PM,4,26.343,36.854,2290.500527,1865.794211,,,
5/9/16,9:31 PM,5,26.246,36.626,2350.006918,1923.014535,,,
5/9/16,9:47 PM,5.5,26.078,36.62,2394.830483,1986.416137,,,
5/9/16,9:58 PM,6,25.947,36.406,2398.59273,2051.736029,,,
5/9/16,10:13 PM,6.5,26.32,36.411,2396.090337,2046.908759,,,
5/9/16,10:59 PM,MR,25.979,36.449,2392.620058,2050.072095,,,
5/10/16,12:51 AM,UK_OFF,26.138,36.411,2394.560341,2054.217387,,,
5/10/16,1:02 AM,UK_MID,26.287,36.61,2392.386343,1997.848999,,,
5/10/16,1:13 AM,UK_IN,26.148,36.914,2350.213825,1907.441091,,,
,,,,33.4,5.880736436,,,,
5/10/16,2:38 AM,7,25.979,36.449,2313.319763,1883.06175,,,
5/10/16,3:04 AM,8,25.959,36.876,2366.552991,1955.806278,,,
5/10/16,3:19 AM,9,26.011,36.454,2404.439746,2048.393531,,,
5/10/16,4:06 AM,9.5,26.162,36.451,2403.61635,2051.619722,,,
5/10/16,5:12 AM,12,26.031,36.465,2402.238674,2045.998164,,,
,,,,33.4,,4.505483,,,
5/10/16,7:31 AM,14,25.778,37.024,2271.612961,1896.820995,,,
5/10/16,5:55 AM,10,25.722,37.331,2312.518613,1887.103943,,,
5/10/16,7:19 AM,13,25.711,36.895,2251.811632,1862.117691,,,
