CTDID-mysql,Dttm-mysql,Site-mysql,CTDID,Region,Year,Mission,Location,Latitude,Longitude,collected_date,UTCDate,collected_time,UTCTime,Sample_Depth_m,DIC_umol_kg,TA_umol_kg,pH_measured,pH_calculated,pCO2_uatm,Aragonite_Sat_W,Salinity_Bottle,Conductivity_Sm,Salinity_CTD,Temperature_C,Pressure_db,Density_Sigmat,SiteID,Survey_design,Sample_frequency
WS18285_18,2018-10-19 08:30:00,17,0,0,0,0,0,-0.002489,0.000761,0,0,20:01:00,0:01:00,0,-0.0000004626499504,-0.0000002214901542,0,0.00009234071183,-0.1057865099,-0.000060120598,0.000000001953296191,0,1,-0.0055,0,0,0,0,0
WS18285_19,2018-10-19 08:55:00,18,0,0,0,0,0,0.000017,0.0015,0,0,20:00:00,0:00:00,0,-0.00000004534012987,0.0000003838799785,0,-0.0007671339904,0.84799713,0.00138304821,0.0000000039471999,0,1,0.0518,0,0,0,0,0
WS18285_20,2018-10-19 12:55:00,7,0,0,0,0,0,0.010161,-1.003911,0,0,20:00:00,0:00:00,0,0.0000002199503797,-0.0000003450400072,0,0.005100113373,-6.234420135,-0.008294472277,0.000000002081797845,0,1,-0.341,0,0,0,0,0
WS18285_21,2018-10-19 13:03:00,8,0,0,0,0,0,0.002184,-0.001184,0,0,20:00:00,0:00:00,0,-0.0000004619801075,-0.0000002870697244,0,0.0033487322,-3.734337593,-0.005545643554,0.000000003595900466,0,1,-0.2228,0,0,0,0,0
WS18285_22,2018-10-19 13:25:00,9,0,0,0,0,0,0.000004999999998,0.002377,0,0,20:00:00,0:00:00,0,-0.00000009729001249,0.0000004665198503,0,-0.00001470747438,0.0162202248,0.0001153160854,-0.000000001958603946,0,1,0.0016,0,0,0,0,0
WS18351_1,2018-12-17 12:27:00,1,1,0,0,0,0,-0.000013,0.000006166666694,0,0,19:00:00,0:00:00,0,0.0000002998799573,0.0000003245299922,0,0.00006827238088,-0.07033675683,-0.00002850448659,-0.00000000140209977,0,1,-0.004,0,0,0,0,0
WS18351_2,2018-12-17 13:05:00,2,1,0,0,0,0,-0.000012,0.00001166666669,0,0,19:00:00,0:00:00,0,0.0000001476196303,-0.000000490180355,0,-0.0003086788671,0.3257484464,0.0005226406622,0.00000000372140363,0,1,0.021,0,0,0,0,0
WS18351_3,2018-12-17 13:30:00,3,1,0,0,0,0,-0.0000008333332993,0.000001000000012,0,0,19:00:00,0:00:00,0,-0.0000003490399649,-0.0000004449102562,0,0.000008125456858,-0.00809587834,0.00006226759521,-0.000000002228595974,0,1,0,0,0,0,0,0
WS18351_4,2018-12-17 16:06:00,EK_IN,1,0,0,0,0,0.0000003333333005,0.0000003333333041,0,0,19:00:00,0:00:00,0,-0.00000009989980754,0.0000002693900569,0,-0.00005216567346,0.0591965074,0.0001409985858,-0.000000003503302537,0,1,0.004,0,0,0,0,0
WS18351_5,2018-12-17 16:22:00,EK_MID,1,0,0,0,0,0.0000003333333005,-0.0000003333333041,0,0,19:00:00,0:00:00,0,0.0000004171201908,0.0000003032000677,0,-0.00003736156647,0.04027003245,0.0001235964882,0,0,1,0.003,0,0,0,0,0
WS18351_6,2018-12-17 16:36:00,EK_OFF,1,0,0,0,0,0.0000003333333005,0.00001499999999,0,0,19:00:00,0:00:00,0,0.0000002029796633,0.0000001781099854,0,0.00003827070237,-0.03927571313,0.00001627674242,0.000000001742499478,0,1,-0.002,0,0,0,0,0
WS18351_7,2018-12-17 18:46:00,4,1,0,0,0,0,-0.0000004999999987,0.000003000000007,0,0,19:00:00,0:00:00,0,0.00000004746971172,0.0000001447501745,0,-0.00005228017668,0.05721016179,0.0001443092664,0.000000001751800482,0,1,0.004,0,0,0,0,0
WS18351_8,2018-12-17 19:00:00,5,1,0,0,0,0,-0.0000003333333005,0,0,0,19:00:00,0:00:00,0,0.0000003236800694,0.0000003948102858,0,0.00005318211863,-0.05485802697,-0.00000704036135,-0.0000000001805986471,0,1,-0.003,0,0,0,0,0
WS18351_9,2018-12-17 19:13:00,5.5,1,0,0,0,0,-0.0000113333333,0.000001999999995,0,0,19:00:00,0:00:00,0,-0.0000002818301255,-0.0000001619896466,0,0.00002288963971,-0.02283566423,0.0000371614524,-0.000000001824297158,0,1,-0.001,0,0,0,0,0
WS18351_10,2018-12-17 19:24:00,6,1,0,0,0,0,-0.0000063333333,-0.0000003333333041,0,0,19:00:00,0:00:00,0,0.0000002454398782,-0.0000003659902177,0,0.00002327449347,-0.02403718013,0.00003984426325,-0.000000003130303128,0,1,-0.001,0,0,0,0,0
WS18351_11,2018-12-17 19:41:00,6.5,1,0,0,0,0,-0.000012,0.000001166666692,0,0,19:00:00,0:00:00,0,-0.0000002180299816,-0.00000006375967132,0,-0.00006750619601,0.06933549141,0.0001778322542,0.000000001933400995,0,1,0.005,0,0,0,0,0
WS18351_12,2018-12-17 20:30:00,MR,1,0,0,0,0,0.000002000000002,-0.0000003333333041,0,0,19:00:00,0:00:00,0,-0.0000003220902727,-0.00000008898996384,0,0.003233504083,-3.320315583,-0.004766396899,0.0000000005566960226,0,1,-0.2136,0,0,0,0,0
WS18351_13,2018-12-17 22:31:00,UK_OFF,1,0,0,0,0,0,-0.0000003333332899,0,0,19:00:00,0:00:00,0,-0.00000009163022696,0.0000002767601472,0,-0.00005224936798,0.054499976,0.0001545221511,0.000000000921701826,0,1,0.004,0,0,0,0,0
WS18351_14,2018-12-17 22:42:00,UK_MID,1,0,0,0,0,-0.0000153333333,-0.0000003333332899,0,0,19:00:00,0:00:00,0,0.0000002655601747,0.0000004478597475,0,0.000022982276,-0.02317860061,0.00003769715286,0.0000000001762998636,0,1,-0.001,0,0,0,0,0
WS18351_15,2018-12-17 22:53:00,UK_IN,1,0,0,0,0,-0.0000003333333005,0.0000003333332899,0,0,19:00:00,0:00:00,0,-0.0000002242099981,0.0000003657096386,0,0.00002296800482,-0.02418605096,0.00003656411426,-0.000000002750901729,0,1,-0.001,0,0,0,0,0
WS18351_16,2018-12-18 00:31:00,7,1,0,0,0,0,0.000000333333297,-0.0000003333333041,-1,0,19:00:00,0:00:00,0,-0.0000003225600267,0.0000004406097105,0,0.000007807713981,-0.007997355761,0.00005635186543,-0.0000000002077982231,0,1,0,0,0,0,0,0
WS18351_17,2018-12-18 00:52:00,8,1,0,0,0,0,0.0003333333333,0,-1,0,19:00:00,0:00:00,0,-0.00000004648973118,0.0000001446501301,0,0.00006828496721,-0.07102881085,-0.00002801796311,-0.0000000004277964649,0,1,-0.004,0,0,0,0,0
WS18351_18,2018-12-18 01:08:00,9,1,0,0,0,0,0.0000003333333005,-0.0000003333333041,-1,0,19:00:00,0:00:00,0,0.0000004069001989,0.0000001224298103,0,0.001637825861,-1.699368983,-0.00237817894,0.00000000372140363,0,1,-0.108,0,0,0,0,0
WS18351_19,2018-12-18 01:48:00,9.5,1,0,0,0,0,0.0000003333333005,-0.0000003333332899,-1,0,19:00:00,0:00:00,0,0.00000006464006219,-0.0000004379903658,0,0.05101680363,-49.61808947,-0.07249615472,-0.000000004932999786,0,1,-3.365,0,0,0,0,0
WS18351_20,2018-12-18 03:27:00,12,1,0,0,0,0,-0.000000333333297,0.0000003333333041,-1,0,19:00:00,0:00:00,0,0.0000003249501788,-0.0000001825101208,0,0.01408861685,-14.75878077,-0.02051177646,-0.000000004984094915,0,1,-0.933,0,0,0,0,0
WS18351_21,2018-12-18 04:02:00,11,1,0,0,0,0,-0.05,-0.0000003333332899,-1,0,19:00:00,0:00:00,0,-0.0000004095099939,0.0000002662195584,0,0.00006936429788,-0.08734399189,-0.00001520348742,0.000000003665199699,0,1,-0.004,0,0,0,0,0
WS18351_22,2018-12-18 04:18:00,10,1,0,0,0,0,-0.0000003333333005,0.0000003333333041,-1,0,19:00:00,0:00:00,0,0.0000002950300768,0.0000001034900379,0,-0.00002292184974,0.0269017671,0.00009564440659,-0.000000004774499018,0,1,0.002,0,0,0,0,0
WS18351_23,2018-12-18 05:51:00,13,1,0,0,0,0,-0.0000003333333005,-0.0000003333333041,0,0,19:00:00,0:00:00,0,0.0000004025200724,0.0000003450199983,0,0.00003809055016,-0.03988242498,0.00001567677799,-0.000000001890398948,0,1,-0.002,0,0,0,0,0
WS18351_24,2018-12-18 06:04:00,14,1,0,0,0,0,0,0.0000003333333041,0,0,19:00:00,0:00:00,0,0.0000003442200978,-0.0000001459598025,0,-0.00003675295653,0.04049826322,0.0001268381707,-0.00000000140209977,0,1,0.003,0,0,0,0,0
WS18351_25,2018-12-18 06:17:00,15,1,0,0,0,0,0.0000003333333005,0.0000003333333041,0,0,19:00:00,0:00:00,0,-0.0000002198999027,0.0000002732099347,0,0.00005384537294,-0.058227647,-0.00000229382592,0.000000004154102839,0,1,-0.003,0,0,0,0,0
WS18351_26,2018-12-18 06:41:00,15.5,1,0,0,0,0,-0.0000003333333005,0.0000003333333041,0,0,19:00:00,0:00:00,0,0.0000003500799721,0.0000003628297236,0,-0.000006282358751,0.007039759979,0.0000899918604,0.0000000002489031203,0,1,0.001,0,0,0,0,0
WS18351_27,2018-12-18 08:15:00,18,1,0,0,0,0,0,0.0000003333332899,0,0,19:00:00,0:00:00,0,-0.0000001983098628,0.00000001165972208,0,0.004426825715,-4.629036573,-0.00643920217,0.0000000001830997576,0,1,-0.293,0,0,0,0,0
WS18351_28,2018-12-18 08:50:00,17,1,0,0,0,0,-0.0000003329999991,0.0000003330000027,0,0,19:00:00,0:00:00,0,-0.0000003307700354,-0.0000002742399374,0,-0.00006683593578,0.0743456928,0.0001657723672,0.000000001710397157,0,1,0.005,0,0,0,0,0
WS18351_29,2018-12-18 09:10:00,16,1,0,0,0,0,-0.0000131666667,-0.0000738333333,0,0,19:00:00,0:00:00,0,-0.0000003796099008,-0.0000004240400813,0,0.002925482297,-2.951294163,-0.00312369204,-0.000000004375799278,0,1,-0.194,0,0,0,0,0
WS18351_30,2018-12-18 10:50:00,19,1,0,0,0,0,-0.0000003333333005,0,0,0,19:00:00,0:00:00,0,0.0000004802600415,-0.0000002466099431,0,-0.00002104136114,0.02433047194,0.00009858043324,0.000000002008100353,0,1,0.002,0,0,0,0,0
WS18351_31,2018-12-18 11:06:00,20,1,0,0,0,0,0.0000003333333005,0.000003333333296,0,0,19:00:00,0:00:00,0,0.0000003845402716,0.00000007330027074,0,-0.000006587710399,0.0074339089,0.0000837616158,0.000000003888899869,0,1,0.001,0,0,0,0,0
WS18351_32,2018-12-18 11:30:00,LK,1,0,0,0,0,0.000000333333297,-0.0000003333333041,0,0,19:00:00,0:00:00,0,-0.00000009440009308,-0.000000267699761,0,0.007545500009,-7.898004299,-0.01117034474,-0.000000004932999786,0,1,-0.5,0,0,1,0,0
WS18351_33,2018-12-18 12:21:00,21.5,1,0,0,0,0,0.000000333333297,0,0,0,19:00:00,0:00:00,0,-0.0000002048400347,-0.0000003132299753,0,0.00000875828772,-0.008967530364,0.00006733539161,0.000000002003098132,0,1,0,0,0,0,0,0
WS18351_34,2018-12-18 14:55:00,WS,1,0,0,0,0,0.000000333333297,0.000005000000002,0,0,19:00:00,0:00:00,0,0.0000002861502253,-0.000000243840077,0,0.001017290203,-1.093421421,-0.001441013053,0.000000004731703029,0,1,-0.067,0,0,0,0,0
WS18351_35,2018-12-18 16:24:00,22.5,1,0,0,0,0,-0.0000003333333005,0,0,0,19:00:00,0:00:00,0,0.00000001900025381,-0.0000003235900294,0,0.00005350487458,-0.05543871223,-0.00000578962469,0,0,1,-0.003,0,0,0,0,0
WS18351_36,2018-12-18 17:00:00,22,1,0,0,0,0,0,0,0,0,19:00:00,0:00:00,0,0.0000003147902135,-0.0000003534501047,0,0.00002302954317,-0.02316585545,0.00003766309162,-0.000000003527503623,0,1,-0.001,0,0,0,0,0
WS18351_37,2018-12-18 17:10:00,23,1,0,0,0,0,-0.000000333333297,0.0000003333333041,0,0,19:00:00,0:00:00,0,0.0000002200499694,-0.0000004678004188,0,-0.00002156512188,0.02337090304,0.000109316107,-0.000000001554504081,0,1,0.002,0,0,0,0,0
WS18351_38,2018-12-18 17:30:00,24,1,0,0,0,0,-0.000012,-0.0000003333333041,0,0,19:00:00,0:00:00,0,-0.00000000371983333,0.0000002972897164,0,-0.00005061930466,0.05991022199,0.0001437903519,0.000000002639602315,0,1,0.004,0,0,0,0,0
WS19028_1,2019-01-28 19:05:00,MR,0,0,0,0,0,-0.0008883333333,0.001003,0,0,19:00:00,0:00:00,0,-0.00000007068001651,0.0000001360599526,0,-0.003046145699,3.21702836,0.004195011667,-0.000000003940101578,0,1,0.202,0,0,0,0,0
WS19028_2,2019-01-29 04:09:00,LK,0,0,0,0,0,-0.0000846666667,-0.0001553333333,-1,0,19:00:00,0:00:00,0,0.0000002188198778,-0.0000003896302587,0,0.002550709121,-2.655613224,-0.003288787334,-0.0000000006029026167,0,1,-0.1679,0,0,1,0,0
WS19028_3,2019-01-29 06:53:00,WS,0,0,0,0,0,-0.001866333333,-0.0003,0,0,19:00:00,0:00:00,0,-0.0000003108998499,0.0000000978798198,0,0.0110988633,-11.44336258,-0.01402336932,-0.000000002900002016,0,1,-0.731,0,0,0,0,0
WS19028_4,2019-01-29 08:30:00,22.5,0,0,0,0,0,-0.001900666667,0.002305,0,0,19:00:00,0:00:00,0,-0.0000001877701834,-0.0000002251599653,0,-0.00002258280156,0.02362964066,0.00009783156772,0.000000001951796946,0,1,0.002,0,0,0,0,0
WS19028_5,2019-01-29 08:56:00,22,0,0,0,0,0,0.003231666667,0.0001666666667,0,0,19:00:00,0:00:00,0,0.0000001102698661,0.0000004243001968,0,0.00003814693562,-0.03993625374,0.00001550754661,-0.000000004174999901,0,1,-0.002,0,0,0,0,0
WS19028_6,2019-01-29 09:11:00,23,0,0,0,0,0,-0.001142,0.0003003333333,0,0,19:00:00,0:00:00,0,0.00000008305005395,-0.0000001506700755,0,0.00000743319158,-0.007233972599,0.00005229167078,-0.000000002098801133,0,1,0,0,0,0,0,0
WS19028_7,2019-01-29 09:34:00,24,0,0,0,0,0,0.0006496666667,0.000533,0,0,19:00:00,0:00:00,0,0.0000004845196599,0.00000001677017281,0,0.0001162437652,-0.1684788864,-0.00004357385906,0.000000003706304597,0,1,-0.007,0,0,0,0,0
WS19028_8,2019-01-29 10:45:00,KW1,0,0,0,0,0,-0.01128366667,0.000683,0,0,19:00:00,0:00:00,0,0.0000002692399903,0.00000005326000974,0,0.00005734690011,-0.08695873586,0.00001940975084,-0.000000001932100702,0,1,-0.003,0,0,0,0,0
WS19119_1,2019-04-29 12:32:00,1,0,0,0,0,0,-0.01071058667,-0.004368913333,0,0,4:00:00,9:00:00,0,-0.00000002927004061,0.0000004878697837,1,0.008348917321,-6.915390731,-0.01422018956,0.000000004564796541,0,1,-0.5499,0,0,0,0,0
WS19119_2,2019-04-29 12:42:00,2,0,0,0,0,0,0.001023746667,-0.001707003333,0,0,4:00:00,9:00:00,0,-0.0000001077200977,0.0000003121599548,1,0.006383106573,-5.755661645,-0.01064022402,-0.000000004447500146,0,1,-0.4213,0,0,0,0,0
WS19119_3,2019-04-29 13:04:00,3,0,0,0,0,0,0.002296083333,0.00346325,0,0,4:00:00,9:00:00,0,0.0000004887699561,0.0000004656699275,1,0.007664149014,-7.921329522,-0.01209032343,0.000000004990397429,0,1,-0.5083,0,0,0,0,0
WS19119_4,2019-04-29 15:35:00,EK_IN,1,0,0,0,0,0.00030733,-0.0017685,0,1,4:00:00,9:00:00,0,-0.0000002395800038,-0.0000003110299076,1,0.005179185052,-4.715965989,-0.008600431897,-0.000000001370501934,0,1,-0.3425,0,0,0,0,0
WS19119_5,2019-04-29 15:51:00,EK_MID,1,0,0,0,0,-0.00041092,0.001190916667,0,1,4:00:00,9:00:00,0,-0.0000003719101187,-0.0000002762099029,1,0.009755401008,-9.975679968,-0.01556092933,-0.000000002567901447,0,1,-0.647,0,0,0,0,0
WS19119_6,2019-04-29 16:07:00,EK_OFF,1,0,0,0,0,0.002560246667,0.0001968333333,0,1,4:00:00,9:00:00,0,0.0000002298897925,0.0000003055297384,1,-0.00005752878618,0.0677307913,0.0001768213746,-0.000000003669399007,0,1,0.0045,0,0,0,0,0
WS19119_7,2019-04-29 18:12:00,4,1,0,0,0,0,-0.01353866667,-0.01524916667,0,1,4:00:00,9:00:00,0,-0.000000009799805412,0.0000004834096217,1,0.003887619983,-2.998150374,-0.006841714083,-0.000000003546901439,0,1,-0.2557,0,0,0,0,0
WS19119_8,2019-04-29 18:23:00,5,1,0,0,0,0,0.0005645,-0.001841,0,1,4:00:00,9:00:00,0,-0.0000001862399586,-0.0000002559199856,1,0.007164502727,-6.263078425,-0.01248257423,0.000000002534299881,0,1,-0.47275,0,0,0,0,0
WS19119_9,2019-04-29 19:35:00,MR,1,0,0,0,0,0.003749416667,0.002959666667,0,1,4:00:00,8:00:00,0,-0.0000002794804459,0.0000004386597539,1,0.00711978365,-8.242583942,-0.0108496387,0.000000001710397157,0,1,-0.4743,0,0,0,0,0
WS19119_10,2019-04-29 21:00:00,UK_OFF,1,0,0,0,0,-0.0006102466667,0.002461253333,1,1,4:00:00,8:00:00,0,0.0000003364502845,-0.0000004734597496,1,-0.00003801266381,0.0449703123,0.0001475521995,0.000000004301497825,0,1,0.0032,0,0,0,0,0
WS19119_11,2019-04-29 21:11:00,UK_MID,1,0,0,0,0,-0.001412666667,0.000736,1,1,5:59:00,9:59:00,0,-0.0000001934699867,-0.0000003995096449,1,-0.0001961427884,0.1998795215,0.0004166211468,-0.000000002666098453,0,1,0.0136,0,0,0,0,0
WS19119_12,2019-04-29 21:20:00,UK_IN,1,0,0,0,0,-0.01280642,0.01797658667,1,1,3:51:00,7:51:00,0,-0.0000003511199793,0.00000005114998203,1,-0.00000786079042,0.006773563922,0.00009081141089,-0.000000003798298565,0,1,0.001,0,0,0,0,0
WS19119_13,2019-04-29 23:10:00,9.5,1,0,0,0,0,0.2170154967,0.1246291633,1,1,2:10:00,6:10:00,0,-0.0000002095898708,-0.0000003716700121,1,0.00599706511,-7.149375788,-0.009001357368,0.000000004978403467,0,1,-0.4001,0,0,0,0,0
WS19119_14,2019-04-30 00:10:00,9,1,0,0,0,0,0.005889166667,0.005703086667,0,0,4:00:00,8:00:00,0,0.000000298859959,-0.0000002103197403,1,0.006234353562,-6.812909248,-0.009704807305,-0.000000004437900714,0,1,-0.4143,0,0,0,0,0
WS19119_15,2019-04-30 00:29:00,8,1,0,0,0,0,0.00086283,0.0004868333333,0,0,4:00:00,8:00:00,0,-0.0000001282498943,0.0000001793000592,1,-0.0007554300148,0.7486645438,0.001372495187,-0.000000001777905823,0,1,0.0507,0,0,0,0,0
WS19119_16,2019-04-30 00:43:00,7,1,0,0,0,0,0.00059875,0.003593833333,0,0,4:00:00,8:00:00,0,-0.0000004821699804,0.0000001070197868,1,0.006094022246,-5.47415746,-0.01072497578,-0.000000004064602876,0,1,-0.4026,0,0,0,0,0
WS19119_17,2019-04-30 01:42:00,10,1,0,0,0,0,-0.0001603366667,0.00003808333331,0,0,4:00:00,8:00:00,0,-0.0000004746200375,-0.0000004284502211,1,0.006980895307,-6.06533127,-0.0122029473,0.000000004161201161,0,1,-0.461,0,0,0,0,0
WS19119_18,2019-04-30 02:09:00,11,1,0,0,0,0,0.002277833333,-0.00157533,0,0,4:00:00,8:00:00,0,-0.0000001159899057,-0.00000001618991519,1,0.0008797537251,-0.8375822648,-0.001414187523,-0.000000002905402141,0,1,-0.0578,0,0,0,0,0
WS19119_19,2019-04-30 02:30:00,12,1,0,0,0,0,0.002124666667,0.01082933333,0,0,4:00:00,8:00:00,0,-0.0000002045699148,0.0000001366202014,1,0.006236597749,-6.924124784,-0.009664323558,-0.000000003353399336,0,1,-0.4147,0,0,0,0,0
WS19119_20,2019-04-30 03:58:00,15.5,1,0,0,0,0,-0.001599583333,-0.003800916667,0,0,4:00:00,8:00:00,0,-0.0000003144200491,0.0000004447297215,1,0.0004705796086,-0.5372358819,-0.0006462842801,-0.000000000915001408,0,1,-0.03075,0,0,0,0,0
WS19119_21,2019-04-30 04:21:00,15,1,0,0,0,0,0.003414163333,-0.00048008,0,0,4:00:00,8:00:00,0,-0.0000002258998393,-0.0000003538198143,1,-0.00008068244813,0.09067857412,0.0002120091491,0.000000001701103258,0,1,0.006,0,0,0,0,0
WS19119_22,2019-04-30 04:35:00,14,1,0,0,0,0,-0.002035663333,0.0003045866667,0,0,4:00:00,8:00:00,0,-0.00000001331000021,0.0000001161997716,1,0.00003054810002,-0.02887624221,0.0000279438319,-0.000000001071803979,0,1,-0.0015,0,0,0,0,0
WS19119_23,2019-04-30 04:48:00,13,1,0,0,0,0,0.0005460833333,-0.00322575,0,0,4:00:00,8:00:00,0,-0.0000001983698894,-0.00000001026000973,1,-0.00007785935617,0.07399314691,0.0002156330197,0.000000004828599742,0,1,0.0057,0,0,0,0,0
WS19119_24,2019-04-30 06:00:00,16,1,0,0,0,0,0.00124742,-0.002372833333,0,0,4:00:00,8:00:00,0,-0.0000001500900453,0.0000002952301656,1,0.005013396801,-4.022932483,-0.008272535951,-0.0000000004277964649,0,1,-0.3312,0,0,0,0,0
WS19119_25,2019-04-30 06:25:00,17,1,0,0,0,0,-0.002306996667,-0.0000834133333,0,0,4:00:00,8:00:00,0,-0.00000009190011951,0.0000004354401426,1,-0.0001486921515,0.1498901004,0.0003290029615,0.000000001851496734,0,1,0.01045,0,0,0,0,0
WS19119_26,2019-04-30 06:42:00,18,1,0,0,0,0,-0.02330183667,0.003733416667,0,0,4:00:00,8:00:00,0,-0.0000003870600267,0.0000002214801498,1,0.006311883633,-6.999316432,-0.009716106376,0.00000000101280051,0,1,-0.42,0,0,0,0,0
WS19119_27,2019-04-30 08:22:00,19,1,0,0,0,0,0.00160208,0.001366083333,0,0,4:00:00,8:00:00,0,-0.0000003453299087,-0.0000003257400749,1,0.007708037784,-6.705881308,-0.01237407236,-0.000000003239499335,0,1,-0.5116,0,0,0,0,0
WS19119_28,2019-04-30 08:36:00,20,1,0,0,0,0,-0.1601140833,0.00082783,0,0,4:00:00,8:00:00,0,-0.0000004446699222,0.0000003156501407,1,0.005829868081,-5.064126121,-0.009309536915,0.0000000005510045753,0,1,-0.38595,0,0,0,0,0
WS19119_29,2019-04-30 09:05:00,21LK,1,0,0,0,0,-0.06143383333,-0.3034955,0,0,4:00:00,8:00:00,0,-0.0000001747300757,-0.0000001489597707,1,0.006282698505,-6.449790935,-0.009840954316,0.000000001896502511,0,1,-0.4174,0,0,0,0,0
WS19119_30,2019-04-30 09:47:00,21.5,1,0,0,0,0,0.003404916667,0.01124991667,0,0,4:00:00,8:00:00,0,-0.00000007405014912,-0.0000002724500519,1,0.0002839161558,-0.3242872732,-0.0003511439412,-0.000000003756397859,0,1,-0.0183,0,0,0,0,0
WS19119_31,2019-04-30 11:50:00,WS,1,0,0,0,0,-0.0037115,0.0044735,0,0,4:00:00,8:00:00,0,0.0000001522701041,-0.00000006143000064,1,0.005607756102,-6.454183352,-0.008560421655,0.0000000005510045753,0,1,-0.3738,0,0,0,0,0
WS19119_32,2019-04-30 12:53:00,22.5,1,0,0,0,0,0.00188017,-0.00520767,0,0,4:00:00,8:00:00,0,-0.0000004331300261,-0.0000002111000867,1,0.007061339007,-8.141473771,-0.01054455697,-0.000000004048899882,0,1,-0.4701,0,0,0,0,0
WS19119_33,2019-04-30 13:22:00,22,1,0,0,0,0,0.008484583333,0.00108075,0,0,4:00:00,8:00:00,0,0.0000002663200576,0.0000003054201443,1,0.005356938469,-6.15520787,-0.00817080065,-0.000000002047300995,0,1,-0.35705,0,0,0,0,0
WS19119_34,2019-04-30 13:34:00,23,1,0,0,0,0,0.003389666667,0.00027575,0,0,4:00:00,8:00:00,0,0.0000004615499165,-0.0000001473899829,1,0.005798886921,-6.813119322,-0.008784097011,-0.000000003411201988,0,1,-0.387,0,0,0,0,0
WS19119_35,2019-04-30 13:55:00,24,1,0,0,0,0,-0.0000268366667,0.0001867466667,0,0,4:00:00,8:00:00,0,0.0000001463599801,0.0000004097496458,1,0.005215779149,-5.893639334,-0.007862804376,-0.0000000004439968393,0,1,-0.3482,0,0,0,0,0
WS19210_1,2019-07-29 12:13:00,1,0,0,0,0,0,0.0001423333333,-0.0003673333333,0,0,20:00:00,0:00:00,0,-0.00000008502001947,-0.0000004038502084,0,0.0002076743425,-0.3357457707,-0.0002053253821,0.000000003147498262,0,1,-0.013,0,0,0,0,0
WS19210_2,2019-07-29 12:25:00,2,0,0,0,0,0,0.0007046666667,0.001492,0,0,20:00:00,0:00:00,0,-0.0000001543699,-0.0000002328097253,0,-0.0008712394343,1.266221753,0.001606220483,-0.000000002273196742,0,1,0.06,0,0,0,0,0
WS19210_3,2019-07-29 12:46:00,3,0,0,0,0,0,0.001261,-0.001062,0,0,20:00:00,0:00:00,0,0.0000002717001735,0.00000001657963367,0,-0.0005214390376,0.6910753955,0.001035154222,0.000000004496399697,0,1,0.036,0,0,0,0,0
WS19210_4,2019-07-29 15:11:00,EK_IN,0,0,0,0,0,0.000807,-0.004793,0,0,20:00:00,0:00:00,0,0.0000001180901563,0.00000007080006981,0,-0.0001672683202,0.245357135,0.0004286970737,0.000000003109796864,0,1,0.01235,0,0,0,0,0
WS19210_5,2019-07-29 15:28:00,EK_MID,0,0,0,0,0,-0.001857,0.001839,0,0,20:00:00,0:00:00,0,-0.0000001550297384,0.0000003710601959,0,0.00001132016329,-0.01541864655,0.0001099124729,-0.00000000111820242,0,1,0.0002,0,0,0,0,0
WS19210_6,2019-07-29 15:41:00,EK_OFF,0,0,0,0,0,-0.00119467,0.006965,0,0,20:00:00,0:00:00,0,0.0000001288499334,-0.00000005449010132,0,-0.0003119849385,0.432388862,0.000676226336,0,0,1,0.022,0,0,0,0,0
WS19210_7,2019-07-29 18:03:00,6.5,0,0,0,0,0,-0.01308166667,-0.004235666667,0,0,20:00:00,0:00:00,0,0.0000002007600415,-0.00000008988990885,0,0.009576312593,-12.80030168,-0.01767484932,-0.000000004102702178,0,1,-0.6453,0,0,0,0,0
WS19210_8,2019-07-29 18:18:00,6,0,0,0,0,0,0.002279,-0.001563,0,0,20:00:00,0:00:00,0,0.00000046562036,0.0000002736896931,0,-0.0001901627537,0.2655671238,0.0004668554266,0,0,1,0.0138,0,0,0,0,0
WS19210_9,2019-07-29 18:27:00,5.5,0,0,0,0,0,0.003711,-0.001198,0,0,20:00:00,0:00:00,0,0.0000003843099421,-0.0000004846497177,0,0.00000746266158,-0.009422246868,0.0001138276787,-0.000000001385103587,0,1,0.0004,0,0,0,0,0
WS19210_10,2019-07-29 19:39:00,MR,0,0,0,0,0,0.002727,0.007887,0,0,20:00:00,0:00:00,0,-0.0000003242598723,-0.000000001800344762,0,0.00001297857955,-0.01675183591,0.00009540631198,0.000000004018801292,0,1,0,0,0,0,0,0
WS19210_11,2019-07-29 21:33:00,UK_OFF,0,0,0,0,0,0.000976,0.000586,0,0,20:00:00,0:00:00,0,-0.0000003005102371,-0.0000002479000614,0,0.01061489888,-14.63592335,-0.01895116312,0.000000004052900238,0,1,-0.7166,0,0,0,0,0
WS19210_12,2019-07-29 21:44:00,UK_MID,0,0,0,0,0,0.001597,-0.000709,0,0,20:00:00,0:00:00,0,0.000000009559926184,-0.0000002424499144,0,0.003714326151,-4.96669125,-0.006632067835,-0.0000000009422009839,0,1,-0.2499,0,0,0,0,0
WS19210_13,2019-07-29 21:51:00,UK_IN,0,0,0,0,0,0.007145,-0.010741,0,0,20:00:00,0:00:00,0,0.0000002764300007,-0.00000008656979844,0,0.004142882944,-5.247806687,-0.007703841249,0,0,1,-0.2782,0,0,0,0,0
