"","Sub_region","emmean","SE","df","lower.CL","upper.CL",".group"
"1","BB",8.03382976888249,0.0139516971945578,12.6677954803635,8.00360841319685,8.06405112456814," 12"
"2","UK",8.04552899719278,0.0140283316181629,12.9479473475876,8.01521023959814,8.07584775478742,"  2"
"3","MK",8.04147512951845,0.0137467876780939,11.9417467877086,8.01150723943423,8.07144301960267,"  2"
"4","LK",8.0242922086498,0.0137389503091948,11.9147760629495,7.9943338427504,8.0542505745492," 1 "
