"","Sub_region","Year","emmean","SE","df","lower.CL","upper.CL",".group"
"1","BB",2017.90804597701,3.70775042752284,0.0657209104330565,15.1477499731592,3.56778853292282,3.84771232212286," 12 "
"2","UK",2017.90804597701,3.82363417743759,0.06650461469054,15.8795544033379,3.6825637332242,3.96470462165098,"   3"
"3","MK",2017.90804597701,3.77278425336463,0.0636025224306853,13.2991010796974,3.63569283382527,3.909875672904,"  23"
"4","LK",2017.90804597701,3.62253499427946,0.063521113100673,13.2324287012776,3.48555059875972,3.7595193897992," 1  "
