"","Sub_region","emmean","SE","df","lower.CL","upper.CL",".group"
"1","BB",8.02707941334525,0.0241947273787098,14.6069304888416,7.97538844169016,8.07877038500034," 12"
"2","UK",8.04882633934871,0.023579882478342,13.6796484176217,7.99814118442398,8.09951149427345,"  2"
"3","MK",8.04402528803844,0.0235165212999384,13.5365777044928,7.99342488817278,8.09462568790411," 12"
"4","LK",8.00633139099449,0.0235023220703706,13.5032594068158,7.95574940089412,8.05691338109485," 1 "
