"","Sub_region","emmean","SE","df","lower.CL","upper.CL",".group"
"1","BB",8.03486481489503,0.0100750035992303,12.4886483821465,8.01300815125466,8.0567214785354," 12"
"2","UK",8.03676939108324,0.00996482758789639,11.9520902139789,8.01504824050443,8.05849054166206," 12"
"3","MK",8.03917224709999,0.00994924119425269,11.8778002502213,8.01746995188736,8.06087454231261,"  2"
"4","LK",8.02997150672773,0.00988526892522419,11.5755568212901,8.00834543919698,8.05159757425849," 1 "
