"","Sub_region","Year","emmean","SE","df","lower.CL","upper.CL",".group"
"1","BB",2017.90804597701,423.041085773378,15.4453145574647,12.9739972134671,389.666712884341,456.415458662415," 12"
"2","UK",2017.90804597701,411.127968944318,15.543932182002,13.3078449063763,377.626139190818,444.629798697817," 1 "
"3","MK",2017.90804597701,410.804994827692,15.1812284608226,12.1118714224577,377.761792348685,443.848197306699," 1 "
"4","LK",2017.90804597701,428.402983245916,15.171120837571,12.0799763365759,395.372205952184,461.433760539648,"  2"
