"CTDID","Region","Year","Mission","Location","Latitude","Longitude","UTCDate","UTCTime","Sample_Depth_m","DIC_umol_kg","TA_umol_kg","pH_measured","pH_calculated","pCO2_uatm","Aragonite_Sat_W","Salinity_Bottle","Conductivity_Sm","Salinity_CTD","Temperature_C","Pressure_db","Density_Sigmat","SiteID","Survey_design","Sample_frequency","ncrmp_flag","bottle_id","source_code","sample_num","bottle_name","deployment_id","project_code","collection_id","collected_date","collected_time","collected_timezone","density_id","dic_id","calc_avg_dic","dic_temp","dic_machine","dic_kg_flag","calibration_dic_id","calc_avg_crm_init_dic","crm_init_dic_temp","calibration_dic_kg_flag","dic_crm_id","dic_crm_batch","dic_crm_dic","dic_crm_salinity","ta_id","calc_avg_ta","calc_avg_ta_temp","ta_machine","ta_kg_flag","calibration_ta_id","calc_avg_crm_ta","calc_avg_crm_ta_temp","calibration_ta_kg_flag","ta_crm_id","ta_crm_batch","ta_crm_ta","ta_crm_salinity","spec_ph_id","spec_ph_temp","rm_factor","seacarb_id","UTCDate_Time","datetime","ESTDate","ESTTime","Month","Months","MY","MoY","ToD","Season","Precipitation","dec.lon","dec.lat","Zone","Sub_region","Reference","Transect","Extreme","BestSalinity","n35TA","n35DIC","TA_0","DIC_0","nTA","nDIC","Date"
"WS10067_1","FL",2010,"WaltonSmith","Upper_Keys",25.6463333333333,-80.1243333333333,2010-03-08,"12:26:00",0,2072.52,2424.23,NA,8.16059530966215,302.110985830766,3.8264656426637,NA,NA,36.494,20.43233,0,NA,"1","Permanent","Single",1,10021,"E",1030,"1",517,"Walton Smith",9221,"3/8/2010","12:26:00","+00:00",NA,17166,2085.72,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9096,2455.4,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4534,2010-03-08 12:26:00,2010-03-08 07:26:00,2010-03-08,"07:26:00","Mar","March","2010-03",3,7.43333333333333,"Winter","Dry",-80.12666667,25.645,"Inshore","BB","BB_1","T1","ColdMortality",36.494,2391.31311408237,2044.37873271018,2101.95407159417,1758.90398444232,2419.85404558588,2068.26163235087,2010-03-08
"WS10067_2","FL",2010,"WaltonSmith","Upper_Keys",25.6456166666667,-80.0824666666667,2010-03-08,"13:05:00",0,2068.17,2418.43,NA,8.14144846405537,317.279428255789,3.83070912708624,NA,NA,36.515,21.57933,0,NA,"3","Permanent","Single",1,10022,"E",1031,"2",517,"Walton Smith",9222,"3/8/2010","13:05:00","+00:00",NA,17167,2081.37,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9097,2449.6,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4535,2010-03-08 13:05:00,2010-03-08 08:05:00,2010-03-08,"08:05:00","Mar","March","2010-03",3,8.08333333333333,"Winter","Dry",-80.08333333,25.645,"Offshore","BB","BB_1","T1","ColdMortality",36.515,2384.21989965051,2038.91453127037,2101.95407159417,1758.90398444232,2413.95326374178,2063.7952521566,2010-03-08
"WS10067_3","FL",2010,"WaltonSmith","Upper_Keys",25.10675,-80.3811666666667,2010-03-08,"17:17:00",0,2187.09,2558.48,NA,8.19166200781698,293.271837353628,4.06753019428167,NA,NA,36.6619999999999,18.839,0,NA,"4","Permanent","Single",1,10023,"E",1032,"3",517,"Walton Smith",9223,"3/8/2010","17:17:00","+00:00",NA,17168,2200.29,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9098,2589.65,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4536,2010-03-08 17:17:00,2010-03-08 12:17:00,2010-03-08,"12:17:00","Mar","March","2010-03",3,12.2833333333333,"Winter","Dry",-80.38,25.10833333,"Inshore","UK","UK_3","T1","ColdMortality",36.6619999999999,2512.1754385658,2147.50702758391,2101.95407159417,1758.90398444232,2550.21758133807,2179.34049026662,2010-03-08
"WS10067_4","FL",2010,"WaltonSmith","Upper_Keys",25.0933333333333,-80.3545,2010-03-08,"17:42:00",0,2112.23,2446.23,NA,8.15220414794676,313.306736135031,3.62278257192661,NA,NA,36.6815,18.8245,0,NA,"5","Permanent","Single",1,10024,"E",1033,"4",517,"Walton Smith",9224,"3/8/2010","17:42:00","+00:00",NA,17169,2125.43,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9099,2477.4,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4537,2010-03-08 17:42:00,2010-03-08 12:42:00,2010-03-08,"12:42:00","Mar","March","2010-03",3,12.7,"Winter","Dry",-80.355,25.09333333,"Inshore","UK","UK_3","T1","ColdMortality",36.6815,2400.68010345206,2072.89933281602,2101.95407159417,1758.90398444232,2439.81942825375,2105.65091158381,2010-03-08
"WS10067_5","FL",2010,"WaltonSmith","Upper_Keys",25.079,-80.333,2010-03-08,"17:45:00",0,2080.85,2428.08,NA,8.14721806522536,314.027165461195,3.78775954206774,NA,NA,36.5529999999999,20.77,0,NA,"5.5","Permanent","Single",1,10025,"E",1034,"5",517,"Walton Smith",9225,"3/8/2010","17:45:00","+00:00",NA,17170,2094.05,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9100,2459.25,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4538,2010-03-08 17:45:00,2010-03-08 12:45:00,2010-03-08,"12:45:00","Mar","March","2010-03",3,12.75,"Winter","Dry",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","ColdMortality",36.5529999999999,2391.24490220985,2049.28254207578,2101.95407159417,1758.90398444232,2423.13251867124,2075.96592988443,2010-03-08
"WS10067_6","FL",2010,"WaltonSmith","Upper_Keys",25.0615666666667,-80.3143,2010-03-08,"18:22:00",0,2067.41,2420.28,NA,8.15327392797499,307.407775718187,3.84774352436403,NA,NA,36.5069999999999,21.055,0,NA,"6","Permanent","Single",1,10026,"E",1035,"6",517,"Walton Smith",9226,"3/8/2010","18:22:00","+00:00",NA,17171,2080.61,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9101,2451.45,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4539,2010-03-08 18:22:00,2010-03-08 13:22:00,2010-03-08,"13:22:00","Mar","March","2010-03",3,13.3666666666667,"Winter","Dry",-80.315,25.065,"Offshore","UK","UK_3","T1","ColdMortality",36.5069999999999,2386.5665985362,2038.6119174144,2101.95407159417,1758.90398444232,2415.84586435426,2063.11265128147,2010-03-08
"WS10067_7","FL",2010,"WaltonSmith","Upper_Keys",25.0484,-80.2867666666667,2010-03-08,"18:50:00",0,2062.71,2418.08,NA,8.14492842020165,313.780276407797,3.88832070897619,NA,NA,36.512,21.867,0,NA,"6.5","Permanent","Single",1,10027,"E",1036,"7",517,"Walton Smith",9227,"3/8/2010","18:50:00","+00:00",NA,17172,2075.91,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9102,2449.25,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4540,2010-03-08 18:50:00,2010-03-08 13:50:00,2010-03-08,"13:50:00","Mar","March","2010-03",3,13.8333333333333,"Winter","Dry",-80.28766667,25.04833333,"Oceanic","UK","UK_3","T1","ColdMortality",36.512,2384.07072112772,2033.69885081443,2101.95407159417,1758.90398444232,2413.63382168584,2058.43709608194,2010-03-08
"WS10067_8","FL",2010,"WaltonSmith","Middle_Keys",24.8191666666667,-80.7545,2010-03-08,"22:11:00",0,2264.78,2625.78,NA,8.19272141333206,304.302933001136,4.0473533519397,NA,NA,35.3564999999999,18.173,0,NA,"7","Permanent","Single",1,10028,"E",1037,"8",517,"Walton Smith",9228,"3/8/2010","22:11:00","+00:00",NA,17173,2277.98,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9103,2656.95,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4541,2010-03-08 22:11:00,2010-03-08 17:11:00,2010-03-08,"17:11:00","Mar","March","2010-03",3,17.1833333333333,"Winter","Dry",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","ColdMortality",35.3564999999999,2673.45674015668,2305.9020009186,2101.95407159417,1758.90398444232,2635.29119769209,2273.96527802986,2010-03-08
"WS10067_9","FL",2010,"WaltonSmith","Middle_Keys",24.792,-80.742,2010-03-08,"22:32:00",0,2065.2,2386.83,NA,8.14237314265438,315.541019139486,3.50708012753855,NA,NA,35.9149999999999,19.382,0,NA,"8","Permanent","Single",1,10029,"E",1038,"9",517,"Walton Smith",9229,"3/8/2010","22:32:00","+00:00",NA,17174,2078.4,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9104,2418,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4542,2010-03-08 22:32:00,2010-03-08 17:32:00,2010-03-08,"17:32:00","Mar","March","2010-03",3,17.5333333333333,"Winter","Dry",-80.74166667,24.7925,"Mid channel","MK","MK_5","T1","ColdMortality",35.9149999999999,2392.37749840593,2069.99996217072,2101.95407159417,1758.90398444232,2387.49211198901,2065.91189680792,2010-03-08
"WS10067_10","FL",2010,"WaltonSmith","Middle_Keys",24.7628833333333,-80.725,2010-03-08,"22:52:00",0,2078.91,2390.38,NA,8.10017703861652,353.62017338051,3.40560266556558,NA,NA,36.4985,20.5535,0,NA,"9","Permanent","Single",1,10030,"E",1039,"10",517,"Walton Smith",9230,"3/8/2010","22:52:00","+00:00",NA,17175,2092.11,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9105,2421.55,NA,"Langdonometer",1,626,2215.2,NA,1,16,85,2184.03,33.326,NA,NA,NA,4543,2010-03-08 22:52:00,2010-03-08 17:52:00,2010-03-08,"17:52:00","Mar","March","2010-03",3,17.8666666666667,"Winter","Dry",-80.72333333,24.76333333,"Offshore","MK","MK_5","T1","ColdMortality",36.4985,2357.63202428,2050.42913327418,2101.95407159417,1758.90398444232,2386.42859256668,2074.52594841501,2010-03-08
"WS10067_11","FL",2010,"WaltonSmith","Middle_Keys",24.7183333333333,-80.6876666666667,2010-03-08,"23:33:00",0,2067.29,2408.08,NA,8.13215908777893,324.661952439034,3.72445019310688,NA,NA,36.5065,21.344,0,NA,"9.5","Permanent","Single",1,10032,"E",1041,"11",517,"Walton Smith",9232,"3/8/2010","23:33:00","+00:00",NA,17176,2080.49,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9106,2404.95,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4544,2010-03-08 23:33:00,2010-03-08 18:33:00,2010-03-08,"18:33:00","Mar","March","2010-03",3,18.55,"Winter","Dry",-80.69,24.71666667,"Oceanic","MK","MK_5","T1","ColdMortality",36.5065,2374.56906110293,2038.52150855764,2101.95407159417,1758.90398444232,2403.81993917078,2062.99848770636,2010-03-08
"WS10067_12","FL",2010,"WaltonSmith","Middle_Keys",24.7126333333333,-80.8341,2010-03-09,"0:42:00",0,2073.49,2413.73,NA,8.148732040225,311.447373755433,3.70022675291682,NA,NA,36.4799999999999,20.17,0,NA,"12","Permanent","Single",1,10033,"E",1042,"12",517,"Walton Smith",9233,"3/9/2010","0:42:00","+00:00",NA,17177,2086.69,NA,"SOMMA",1,590,2013.64,NA,1,16,85,2000.44,33.326,9107,2410.6,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4545,2010-03-09 00:42:00,2010-03-08 19:42:00,2010-03-08,"19:42:00","Mar","March","2010-03",3,19.7,"Winter","Dry",-80.83166667,24.71333333,"Offshore","MK","MK_6","T2","ColdMortality",36.4799999999999,2381.86943003366,2046.12050414938,2101.95407159417,1758.90398444232,2409.61464377507,2069.33755140007,2010-03-08
"WS10067_13","FL",2010,"WaltonSmith","Middle_Keys",24.753,-80.8466666666667,2010-03-09,"1:16:00",0,2071.995,2408.63,NA,8.13933374701903,318.921584089294,3.6649273980972,NA,NA,36.5109999999999,20.442,0,NA,"11","Permanent","Single",1,10034,"E",1043,"13",517,"Walton Smith",9234,"3/9/2010","1:16:00","+00:00",NA,17178,2071.75,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9108,2405.5,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4546,2010-03-09 01:16:00,2010-03-08 20:16:00,2010-03-08,"20:16:00","Mar","March","2010-03",3,20.2666666666667,"Winter","Dry",-80.84666667,24.75333333,"Mid channel","MK","MK_6","T2","ColdMortality",36.5109999999999,2374.81867354744,2042.90921291229,2101.95407159417,1758.90398444232,2404.3250133767,2067.59996110387,2010-03-08
"WS10067_14","FL",2010,"WaltonSmith","Middle_Keys",24.7865,-80.8613333333333,2010-03-09,"1:42:00",0,2334.335,2724.33,NA,8.2276104625949,287.173526702934,4.41991819359113,NA,NA,35,17.95,0,NA,"10","Permanent","Single",1,10035,"E",1044,"14",517,"Walton Smith",9235,"3/9/2010","1:42:00","+00:00",NA,17179,2334.09,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9109,2721.2,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4547,2010-03-09 01:42:00,2010-03-08 20:42:00,2010-03-08,"20:42:00","Mar","March","2010-03",3,20.7,"Winter","Dry",-80.86,24.78833333,"Inshore","MK","MK_6","T2","ColdMortality",35,2802.04922435903,2400.9285131185,2101.95407159417,1758.90398444232,2742.08503496839,2350.75079845366,2010-03-08
"WS10067_15","FL",2010,"WaltonSmith","Middle_Keys",24.59735,-81.1865,2010-03-09,"5:38:00",0,2339.885,2722.78,NA,8.18379700011274,321.058450128523,4.31281767443397,NA,NA,36.1929999999999,19.19967,0,NA,"18","Permanent","Single",1,10038,"E",1047,"17",517,"Walton Smith",9238,"3/9/2010","5:38:00","+00:00",NA,17182,2339.64,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9112,2719.65,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4550,2010-03-09 05:38:00,2010-03-09 00:38:00,2010-03-09,"00:38:00","Mar","March","2010-03",3,0.633333333333333,"Winter","Dry",-81.18333333,24.59833333,"Offshore","LK","LK_8","T1","ColdMortality",36.1929999999999,2708.1459182097,2327.30885779612,2101.95407159417,1758.90398444232,2719.44325688678,2336.76241069779,2010-03-09
"WS10067_16","FL",2010,"WaltonSmith","Middle_Keys",24.6351833333333,-81.1858833333333,2010-03-09,"6:05:00",0,2310.755,2678.78,NA,8.19714182474073,306.563655639939,4.13766381771878,NA,NA,35.5233333333333,17.91567,0,NA,"17","Permanent","Single",1,10037,"E",1046,"16",517,"Walton Smith",9237,"3/9/2010","6:05:00","+00:00",NA,17181,2310.51,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9111,2675.65,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4549,2010-03-09 06:05:00,2010-03-09 01:05:00,2010-03-09,"01:05:00","Mar","March","2010-03",3,1.08333333333333,"Winter","Dry",-81.19333333,24.635,"Mid channel","LK","LK_8","T1","ColdMortality",35.5233333333333,2714.60990031493,2341.66239863006,2101.95407159417,1758.90398444232,2686.49530902644,2318.13625821311,2010-03-09
"WS10067_17","FL",2010,"WaltonSmith","Middle_Keys",24.6736333333333,-81.2035833333333,2010-03-09,"6:36:00",0,2176.96,2481.23,NA,8.12809823494188,343.12185912515,3.35060761098807,NA,NA,35.9756666666666,17.505,0,NA,"16","Permanent","Single",1,10036,"E",1045,"15",517,"Walton Smith",9236,"3/9/2010","6:36:00","+00:00",NA,17180,2176.715,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9110,2478.1,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4548,2010-03-09 06:36:00,2010-03-09 01:36:00,2010-03-09,"01:36:00","Mar","March","2010-03",3,1.6,"Winter","Dry",-81.205,24.675,"Inshore","LK","LK_8","T1","ColdMortality",35.9756666666666,2482.8030189042,2178.3401216468,2101.95407159417,1758.90398444232,2481.47044856998,2177.22503388057,2010-03-09
"WS10067_18","FL",2010,"WaltonSmith","Lower_Keys",24.6091833333333,-81.4200666666667,2010-03-09,"8:12:00",0,2162.605,2510.08,NA,8.17668765813274,301.264885875376,3.79536205357644,NA,NA,36.4079999999999,18.17867,0,NA,"19","Permanent","Single",1,10039,"E",1048,"18",517,"Walton Smith",9239,"3/9/2010","8:12:00","+00:00",NA,17183,2162.36,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9113,2506.95,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4551,2010-03-09 08:12:00,2010-03-09 03:12:00,2010-03-09,"03:12:00","Mar","March","2010-03",3,3.2,"Winter","Dry",-81.42166667,24.61,"Inshore","LK","LK_9","T2","ColdMortality",36.4079999999999,2481.84601691658,2138.27949922468,2101.95407159417,1758.90398444232,2505.48930147306,2158.0640739562,2010-03-09
"WS10067_19","FL",2010,"WaltonSmith","Lower_Keys",24.5765833333333,-81.4179666666667,2010-03-09,"8:34:00",0,2184.395,2479.03,NA,8.08431017158371,385.573902179822,3.26776695945825,NA,NA,36.31,19.069,0,NA,"20","Permanent","Single",1,10040,"E",1049,"19",517,"Walton Smith",9240,"3/9/2010","8:34:00","+00:00",NA,17184,2184.15,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9114,2475.9,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4552,2010-03-09 08:34:00,2010-03-09 03:34:00,2010-03-09,"03:34:00","Mar","March","2010-03",3,3.56666666666667,"Winter","Dry",-81.41833333,24.575,"Mid channel","LK","LK_9","T2","ColdMortality",36.31,2457.76086929621,2165.6537250805,2101.95407159417,1758.90398444232,2475.79483253268,2180.74444957375,2010-03-09
"WS10067_20","FL",2010,"WaltonSmith","Lower_Keys",24.5383166666667,-81.4123666666667,2010-03-09,"8:54:00",0,2137.075,2454.28,NA,8.11158267523772,352.744963440055,3.49099428565742,NA,NA,36.3956666666666,19.87667,0,NA,"21LK","Permanent","Single",1,10041,"E",1050,"20",517,"Walton Smith",9241,"3/9/2010","8:54:00","+00:00",NA,17185,2136.83,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9115,2451.15,NA,"Langdonometer",1,627,2180.9,NA,1,16,85,2184.03,33.326,NA,NA,NA,4553,2010-03-09 08:54:00,2010-03-09 03:54:00,2010-03-09,"03:54:00","Mar","March","2010-03",3,3.9,"Winter","Dry",-81.42,24.54,"Offshore","LK","LK_9","T2","ColdMortality",36.3956666666666,2427.49599121715,2113.7527076904,2101.95407159417,1758.90398444232,2450.43500237917,2132.94795019227,2010-03-09
"WS10067_21","FL",2010,"WaltonSmith","Lower_Keys",24.4840666666667,-81.3929333333333,2010-03-09,"9:26:00",0,2064.175,2417.63,NA,8.12800096495621,328.401476232044,3.88658201427442,NA,NA,36.5403333333333,22.76667,0,NA,"21.5","Permanent","Single",1,10043,"E",1052,"21",517,"Walton Smith",9243,"3/9/2010","9:26:00","+00:00",NA,17186,2063.93,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9116,2413.2,NA,"Langdonometer",1,628,2179.6,NA,1,16,85,2184.03,33.326,NA,NA,NA,4554,2010-03-09 09:26:00,2010-03-09 04:26:00,2010-03-09,"04:26:00","Mar","March","2010-03",3,4.43333333333333,"Winter","Dry",-81.39166667,24.48333333,"Oceanic","LK","LK_9","T2","ColdMortality",36.5403333333333,2381.77878845711,2033.56519842302,2101.95407159417,1758.90398444232,2412.94881864128,2059.64811385255,2010-03-09
"WS10067_22","FL",2010,"WaltonSmith","Lower_Keys",24.396,-81.8226833333333,2010-03-09,"12:48:00",0,2084.405,2420.98,NA,8.10663696711357,350.041045809547,3.70946819541986,NA,NA,36.5583333333333,22.41333,0,NA,"22.5","Permanent","Single",1,10044,"E",1053,"22",517,"Walton Smith",9244,"3/9/2010","12:48:00","+00:00",NA,17187,2084.16,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9117,2416.55,NA,"Langdonometer",1,628,2179.6,NA,1,16,85,2184.03,33.326,NA,NA,NA,4555,2010-03-09 12:48:00,2010-03-09 07:48:00,2010-03-09,"07:48:00","Mar","March","2010-03",3,7.8,"Winter","Dry",-81.82833333,24.39666667,"Oceanic","LK","LK_10","T3","ColdMortality",36.5583333333333,2383.90478444332,2052.48413957058,2101.95407159417,1758.90398444232,2416.09439373154,2079.42023337007,2010-03-09
"WS10067_23","FL",2010,"WaltonSmith","Lower_Keys",24.4862333333333,-81.8278833333333,2010-03-09,"13:56:00",0,2120.935,2430.33,NA,8.12087139156927,340.691738855743,3.37177043270023,NA,NA,36.5073333333333,18.584,0,NA,"23","Permanent","Single",1,10045,"E",1054,"23",517,"Walton Smith",9245,"3/9/2010","13:56:00","+00:00",NA,17188,2120.69,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9118,2425.9,NA,"Langdonometer",1,628,2179.6,NA,1,16,85,2184.03,33.326,NA,NA,NA,4556,2010-03-09 13:56:00,2010-03-09 08:56:00,2010-03-09,"08:56:00","Mar","March","2010-03",3,8.93333333333333,"Winter","Dry",-81.82833333,24.48666667,"Mid channel","LK","LK_10","T3","ColdMortality",36.5073333333333,2396.45472536455,2091.37224283989,2101.95407159417,1758.90398444232,2425.75291591742,2115.88881282436,2010-03-09
"WS10067_24","FL",2010,"WaltonSmith","Lower_Keys",24.5357166666667,-81.8294666666667,2010-03-09,"14:30:00",0,2178.435,2459.03,NA,8.08016941842816,387.151768442924,3.09683444081197,NA,NA,36.3605333333333,17.9201,0,NA,"24","Permanent","Single",1,10046,"E",1055,"24",517,"Walton Smith",9246,"3/9/2010","14:30:00","+00:00",NA,17189,2178.19,NA,"SOMMA",1,591,2000.195,NA,1,16,85,2000.44,33.326,9119,2454.6,NA,"Langdonometer",1,628,2179.6,NA,1,16,85,2184.03,33.326,NA,NA,NA,4557,2010-03-09 14:30:00,2010-03-09 09:30:00,2010-03-09,"09:30:00","Mar","March","2010-03",3,9.5,"Winter","Dry",-81.82833333,24.53666667,"Inshore","LK","LK_10","T3","ColdMortality",36.3605333333333,2434.54425905441,2156.74327802963,2101.95407159417,1758.90398444232,2455.47442374398,2174.25752849067,2010-03-09
"WS10180_1","FL",2010,"WaltonSmith","Upper_Keys",25.645,-80.1266666666667,2010-06-29,"14:59:00",0,1786.825,2142.38,NA,8.06113100358936,340.192565366128,3.88240094390995,NA,NA,36.7729999999999,30.2955,0,NA,"1","Permanent","Single",1,10069,"E",1078,"173",517,"Walton Smith",9269,"6/29/2010","14:59:00","+00:00",NA,17199,1788.74,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9137,2123.65,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4567,2010-06-29 14:59:00,2010-06-29 09:59:00,2010-06-29,"09:59:00","Jun","June","2010-06",6,9.98333333333333,"Spring","Wet",-80.12666667,25.645,"Inshore","BB","BB_1","T1","Normal",36.7729999999999,2097.2564346065,1749.19025978853,2101.95407159417,1758.90398444232,2141.52853479588,1786.2369176937,2010-06-29
"WS10180_2","FL",2010,"WaltonSmith","Upper_Keys",25.6474666666667,-80.0832833333333,2010-06-29,"15:31:00",0,2054.335,2364.58,NA,7.96559268856442,500.286831262754,3.57405921332128,NA,NA,36.4915,29.6325,0,NA,"3","Permanent","Single",1,10070,"E",1079,"174",517,"Walton Smith",9270,"6/29/2010","15:31:00","+00:00",NA,17200,2056.25,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9138,2345.85,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4568,2010-06-29 15:31:00,2010-06-29 10:31:00,2010-06-29,"10:31:00","Jun","June","2010-06",6,10.5166666666667,"Spring","Wet",-80.08333333,25.645,"Offshore","BB","BB_1","T1","Normal",36.4915,2332.63285442576,2026.57948345869,2101.95407159417,1758.90398444232,2361.03173825104,2050.34351835795,2010-06-29
"WS10180_3","FL",2010,"WaltonSmith","Upper_Keys",25.0785166666667,-80.33235,2010-06-29,"21:51:00",0,2016.705,2395.18,NA,8.05765122837639,387.968376001472,4.31534904097817,NA,NA,36.497,30.151,0,NA,"5.5","Permanent","Single",1,10071,"E",1080,"175",517,"Walton Smith",9271,"6/29/2010","21:51:00","+00:00",NA,17201,2018.62,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9139,2376.45,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4569,2010-06-29 21:51:00,2010-06-29 16:51:00,2010-06-29,"16:51:00","Jun","June","2010-06",6,16.85,"Spring","Wet",-80.33416667,25.07966667,"Mid channel","UK","UK_3","T1","Normal",36.497,2362.46335626767,1989.15808536385,2101.95407159417,1758.90398444232,2391.17471929762,2013.18360119914,2010-06-29
"WS10180_4","FL",2010,"WaltonSmith","Upper_Keys",25.0677833333333,-80.3156333333333,2010-06-29,"22:10:00",0,2038.135,2372.23,NA,8.00057950992198,454.232750442573,3.83186234000593,NA,NA,36.4345,29.8,0,NA,"6","Permanent","Single",1,10072,"E",1081,"176",517,"Walton Smith",9272,"6/29/2010","22:10:00","+00:00",NA,17202,2040.05,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9140,2353.5,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4570,2010-06-29 22:10:00,2010-06-29 17:10:00,2010-06-29,"17:10:00","Jun","June","2010-06",6,17.1666666666667,"Spring","Wet",-80.315,25.065,"Offshore","UK","UK_3","T1","Normal",36.4345,2343.84059432361,2013.74384006262,2101.95407159417,1758.90398444232,2368.99550209041,2034.79333305451,2010-06-29
"WS10180_5","FL",2010,"WaltonSmith","Middle_Keys",24.8157333333333,-80.7525333333333,2010-06-30,"3:03:00",0,1767.625,2188.08,NA,8.13870051284549,273.669434461997,4.54717913755114,NA,NA,37.274,30.591,0,NA,"7","Permanent","Single",1,10073,"E",1082,"177",517,"Walton Smith",9273,"6/30/2010","3:03:00","+00:00",NA,17203,1769.54,NA,"SOMMA",1,594,2007.275,NA,1,17,96,2005.36,33.081,9141,2169.35,NA,"Langdonometer",1,630,2165.3,NA,1,16,85,2184.03,33.326,NA,NA,NA,4571,2010-06-30 03:03:00,2010-06-29 22:03:00,2010-06-29,"22:03:00","Jun","June","2010-06",6,22.05,"Spring","Wet",-80.75666667,24.82083333,"Inshore","MK","MK_5","T1","Normal",37.274,2113.20333569261,1707.13641468943,2101.95407159417,1758.90398444232,2185.13274842355,1767.32656458889,2010-06-29
