"Zone","Sub_region","Season","Month2","Region","Tem_mean","Tem_sd","Sal_mean","Sal_sd","TA_mean","TA_sd","nTA_mean","nTA_sd","DIC_mean","DIC_sd","nDIC_mean","nDIC_sd","pCO2_mean","pCO2_sd","pH_mean","pH_sd","Ara_mean","Ara_sd","n"
"Inshore","BB","Winter","Jan","FL",22.6079,2.06394750336986,35.6618238143539,0.770034271013319,2424.28184163148,34.6082008412764,2448.36612683031,74.8787933755373,2128.54688370586,49.0934242481591,2149.91109097718,83.0742424096646,418.000599439448,36.0074662601603,8.04778346593379,0.026854041626955,3.34069565545228,0.175375939174446,7
"Inshore","BB","Winter","Feb","FL",22.6994525,1.30022638557996,35.8054744310236,0.404836325949801,2420.9583764518,41.987349691249,2434.40847736733,63.5257561232502,2089.65007159359,39.6613803868669,2101.30799352739,59.409037365934,355.861502685254,21.1762847624702,8.1031690208826,0.0248908428610259,3.69603473919021,0.116018307257809,4
"Inshore","BB","Winter","Mar","FL",24.2116666666667,0.357640415314973,35.9867856896784,0.909101381827126,2421.09427530681,63.6928707482359,2424.42255543372,125.4176998669,2074.02754880557,69.5612868711834,2077.13011817723,121.334493050756,356.270376752935,40.8655246858637,8.10211498544361,0.0388256432866644,3.88169007923765,0.248338860545105,6
"Inshore","BB","Spring","Apr","FL",26.3142144444444,1.37379657769183,36.6286967615177,0.42277833528979,2349.21343929672,36.1995509491201,2309.28270043393,58.2480212917281,1966.83079956432,59.2982198420843,1933.68919693174,78.5430768433587,317.716324763766,44.5464766228872,8.12647597183821,0.0452737051931215,4.21249318587698,0.3255457613891,9
"Inshore","BB","Spring","May","FL",27.13115,1.12509683583236,36.3473606528528,0.726642715613661,2364.05020966611,23.3987452716772,2342.23986439651,64.9522411717602,1984.34922801531,60.6882570396718,1966.46970889374,91.8283652061847,335.628917301459,61.2511368728361,8.11114912429446,0.0591206245872436,4.23001675859759,0.335997499848042,4
"Inshore","BB","Spring","Jun","FL",28.9454375,1.03809948042083,36.4277693138647,0.677490561603933,2268.14804891206,83.7529198658568,2242.17322843169,96.6799221595848,1925.90263523478,82.5321801307818,1904.26369872454,101.240608230819,387.533703852616,47.9229104935464,8.04221059197051,0.0381205063293498,3.82230176471359,0.285469519100194,8
"Inshore","BB","Summer","Jul","FL",30.917165,0.771381059474932,36.4342262669793,0.330326973578136,2324.69329675882,50.8472125412353,2297.08081868557,58.1739778786311,2009.95816809884,41.9153347144625,1986.17381012092,52.5920094413328,501.038913614074,60.1496656157863,7.95949770322032,0.0439841083337521,3.6307470926425,0.30699848340979,10
"Inshore","BB","Summer","Aug","FL",31.37055,1.40936823080414,35.867098010131,0.934973071836877,2334.36405024161,51.2105457782377,2344.85264446147,106.822189406784,2010.44050349429,101.149405124953,2020.68705163987,154.029046191863,498.652234396141,137.602567122921,7.96998377755071,0.0866695278661614,3.7669105487026,0.626217369057032,4
"Inshore","BB","Summer","Sep","FL",29.1123166666667,1.5365804793979,34.6061106235805,0.873878699883008,2370.08815493875,41.462345401917,2466.26961306103,57.0130465898254,2105.84850040324,52.7226561066775,2191.83107019826,81.5527804109513,597.109236172361,108.28260575218,7.9137769467344,0.0692765262872201,3.17052448467305,0.482335311053483,6
"Inshore","BB","Fall","Oct","FL",28.8861714285714,0.270162140909774,34.6358045982987,0.523729522208342,2390.06225778522,68.1534735618822,2484.78594227217,90.0703599386595,2125.69725918599,72.3091079714979,2210.1157062692,95.0054918475953,590.849413514391,52.9266373898021,7.91728930781782,0.0261268857855311,3.17328182642615,0.142300120703065,7
"Inshore","BB","Fall","Nov","FL",25.301075,1.70864831482374,35.5408630785102,0.469823366944704,2405.36004728758,48.1276420321732,2436.52541531377,53.1057681297663,2123.67813943814,49.4273232710611,2151.42703556053,63.2741445236663,491.018182694614,56.1270303678,7.98641312426446,0.0439654423999009,3.24842545248756,0.326163910203943,6
