Bottle ID,Date collected,Time collected (EST) ,Latitude,Longitude,Sampling Location,Temp at collection (deg C),Salinity (psu),Collector,Calculated Density field conditions (g/ml),Desitometer Salinity ,Date alkalinity analyzed,CRM ID,CRM certified TA value (µequiv/kg),Difference between TA1 and TA2,Temp during TA analysis,Sample density at analysis,TA1 (µequiv/L),TA2 (µequiv/L),Mean TA (µequiv/L),Mean TA corrected for density (uequiv/kg),TA with CRM Correction (uequiv/kg),TA1 pH,TA2 pH,Mean TA pH (NBS),Mean TA pH (total),,Date analyzed,CRM ID,CRM Certified TCO2 value (µmol/kg),Temp during TCO2 analysis,Density during TCO2 analysis,Difference between TCO2_1 and TCO2_2,TCO2_1 (µmol/L),TCO2_2  (µmol/L),Mean TCO2 (µmol/L),Mean TCO2 corrected for density (µmol/kg),CRM Corrected TCO2 (µmol/kg)
15H,9/6/2012,2:00:00 PM,,,ADCP 2,30.5,36.2,Ryan Moyer,1.022456356,,11/2/2012,CRM114,2217.91,-5.1,27.6,,2366.7,2371.8,,2369.25,2371.11,8.081,8.089,,8.085,,10/26/2012,CRM114,2000.93,22.5,1.024989555,-0.517487,2103.29959,2103.817077,2103.558334,2052.272946,2051.144661
16H,9/6/2012,2:22:00 PM,,,ADCP3,30.7,36.4,Ryan Moyer,1.022536855,,11/5/2012,CRM114,2217.91,-3.7,27.15,,2386.5,2390.2,,2388.35,2394.56,8.113,8.122,,8.1175,,10/26/2012,CRM114,2000.93,22.45,1.025155793,-0.121761,2099.555418,2099.677179,2099.616299,2048.094848,2046.966562
19H,9/6/2012,2:52:00 PM,24° 53.798' N,80° 36.918' W,Cal Val SE,30.7,36.6,Ryan Moyer,1.022686777,,11/5/2012,CRM114,2217.91,-3.6,27.5,,2386,2389.6,,2387.8,2394.01,8.161,8.152,,8.1565,,10/26/2012,CRM114,2000.93,22.4,1.025322057,-0.669689,2080.408389,2081.078078,2080.743234,2029.35577,2028.227485
20H,9/6/2012,2:36:00 PM,24° 53.896' N,80° 37.043' W,Cal Val N,30.8,36.4,Ryan Moyer,1.022502023,,11/5/2012,CRM114,2217.91,-0.1,27.5,,2382.1,2382.2,,2382.15,2388.36,8.111,8.118,,8.1145,,10/26/2012,CRM114,2000.93,22.3,1.025198556,1.004534,2102.416818,2101.412284,2101.914551,2050.251181,2049.122896
24H,9/6/2012,3:03:00 PM,24° 53.735' N,80° 36.998' W,Cal Val S,30.8,36.5,Ryan Moyer,1.022576971,,11/5/2012,CRM114,2217.91,1.1,27.5,,2393.4,2392.3,,2392.85,2399.06,8.149,8.15,,8.1495,,10/26/2012,CRM114,2000.93,22.2,1.025302986,-0.304405,2084.517846,2084.822251,2084.670049,2033.223425,2032.09514
14M,5/27/2013,11:00:00 AM,,,H2O 1,27.22,36.21,John Fajans,1.023560832,,8/6/2013,CRM123,2225.21,-0.3,24.3,1.024469804,2284.9,2285.2,2285.05,2230.470817,2234.159033,8.266,8.273,8.2695,,,8/6/2013,CRM123,2022.4,24.7,1.024349158,-2.125998,1944.325743,1946.451741,1945.388742,1899.146133,1915.458141
15M,6/30/2013,1:45:00 PM,,,H2O 3,28.8,36.06,John Fajans,1.022929483,,8/6/2013,CRM123,2225.21,-2.7,24.15,1.024401116,2406.1,2408.8,2407.45,2350.104819,2353.793034,8.322,8.32,8.321,,,8/6/2013,CRM123,2022.4,24.4,1.024326201,-4.096535,2025.13787,2029.234405,2027.186138,1979.043527,1995.355535
16M,6/30/2013,1:30:00 PM,,,H2O 2,28.9,36.07,John Fajans,1.022903573,,8/6/2013,CRM123,2225.21,1.8,24.1,1.024423615,2405.2,2403.4,2404.3,2346.978305,2350.666521,8.355,8.35,8.3525,,,8/6/2013,CRM123,2022.4,24.8,1.024212888,-3.021149,1998.580968,2001.602117,2000.091543,1952.808411,1969.120419
17M,7/13/2013,12:50:00 PM,,,H2O 1,30.53,35.8,John Fajans,1.022146134,,8/6/2013,CRM123,2225.21,2.6,24.15,1.024204219,2370.6,2368,2369.3,2313.308181,2316.996397,8.346,8.341,8.3435,,,8/6/2013,CRM123,2022.4,24.5,1.024099322,3.913139,1982.890082,1978.976943,1980.933513,1934.317766,1950.629774
18M,6/30/2013,1:15:00 PM,,,H2O 1,29.1,36.04,John Fajans,1.022813966,,8/6/2013,CRM123,2225.21,1.3,24.3,1.024341083,2295.5,2294.2,2294.85,2240.318229,2244.006444,8.334,8.333,8.3335,,,8/6/2013,CRM123,2022.4,24.9,1.024159782,-1.363935,1906.584305,1907.94824,1907.266273,1862.274135,1878.586143
19M,6/30/2013,2:00:00 PM,,,H2O 4,28.7,36.13,John Fajans,1.023015453,,8/6/2013,CRM123,2225.21,1.4,24.3,1.024409227,2373.2,2371.8,2372.5,2315.968986,2319.657202,8.31,8.31,8.31,,,8/6/2013,CRM123,2022.4,24.5,1.024349081,-3.112733,1985.839661,1988.952394,1987.396028,1940.155035,1956.467042
20M,7/27/2013,11:00:00 AM,,,H2O 1,30.88,36.3,John Fajans,1.022399172,,8/6/2013,CRM123,2225.21,-0.5,24.3,1.024537955,2320.7,2321.2,2320.95,2265.362633,2269.050849,8.283,8.292,8.2875,,,8/6/2013,CRM123,2022.4,24.8,1.024386894,2.954771,1952.948008,1949.993237,1951.470623,1905.013266,1921.325273
21M,7/13/2013,1:10:00 PM,,,H2O 3,29.87,36.39,John Fajans,1.0228157,,8/6/2013,CRM123,2225.21,3.7,24.2,1.024636101,2424.4,2420.7,2422.55,2364.302798,2367.991013,8.278,8.283,8.2805,,,8/6/2013,CRM123,2022.4,24.7,1.024485369,2.72377,2058.84567,2056.1219,2057.483785,2008.309583,2024.621591
22M,7/13/2013,1:00:00 PM,,,H2O 2,30.34,36.48,John Fajans,1.022721657,,8/6/2013,CRM123,2225.21,2.5,24.25,1.02468928,2419.5,2417,2418.25,2359.983702,2363.671917,8.283,8.278,8.2805,,,8/6/2013,CRM123,2022.4,24.5,1.02461403,-2.543095,2049.047145,2051.59024,2050.318693,2001.064432,2017.37644
23M,6/15/2013,11:15:00 AM,,,H2O 1,28.4,36.02,John Fajans,1.023032368,,8/6/2013,CRM123,2225.21,-2.4,24.2,1.024355881,2298.1,2300.5,2299.3,2244.630057,2248.318273,8.238,8.242,8.24,,,8/6/2013,CRM123,2022.4,24.5,1.024265823,-1.940062,1958.475065,1960.415127,1959.445096,1913.023995,1929.336002
24M,7/13/2013,1:20:00 PM,,,H2O 4,30.04,36.5,John Fajans,1.022839988,,8/6/2013,CRM123,2225.21,0.3,24.2,1.024719421,2425.5,2425.2,2425.35,2366.843011,2370.531227,8.274,8.276,8.275,,,8/6/2013,CRM123,2022.4,24.7,1.024568617,-1.164535,2052.903504,2054.068039,2053.485772,2004.244262,2020.55627
21G,10/21/2013,3:05:00 PM,,,H2O 4,29,35.3,John Fajans,1.022291681,,1/22/2014,CRM130,2238.04,1.6,22.95,1.024177164,2422,2420.4,2421.2,2364.044117,2362.092619,8.235,8.221,8.228,,,1/15/2014,CRM130,2072.58,24.7,1.023660751,-2.425385295,2064.668204,2067.093589,2065.880896,2018.130415,2022.518884
22G,10/21/2013,2:25:00 PM,,,H2O 1,29.1,36.4,John Fajans,1.023084428,,1/24/2014,CRM130,2238.04,1.8,24.9,1.024432098,2377.1,2375.3,2376.2,2319.529038,2317.908873,7.952,7.976,7.964,,,1/15/2014,CRM130,2072.58,24.4,1.024583613,4.032733458,2117.774188,2113.741455,2115.757821,2064.992836,2069.381305
10G,10/3/2013,4:30:00 PM,,,H2O 1,29.4,36.4,John Fajans,1.022983163,,1/24/2014,CRM130,2238.04,4.6,23.4,1.024880791,2391.1,2386.5,2388.8,2330.807663,2329.187497,8.12,8.124,8.122,,,1/15/2014,CRM130,2072.58,24.6,1.02452324,0.231717624,2092.177601,2091.945883,2092.061742,2041.985638,2046.374107
17G,10/21/2013,2:45:00 PM,,,H2O 2,29,36.3,John Fajans,1.023042892,,1/24/2014,CRM130,2238.04,0.4,23.25,1.024848819,2410.7,2410.3,2410.5,2352.054231,2350.434065,8.147,8.15,8.1485,,,1/15/2014,CRM130,2072.58,24.3,1.024537955,1.223378064,2074.292799,2073.069421,2073.68111,2024.015898,2028.404367
11G,9/10/2013,1:45:00 PM,,,H2O 1,30.7,36.8,John Fajans,1.022836717,,1/24/2014,CRM130,2238.04,2.2,23.3,1.025213572,2243.7,2241.5,2242.6,2187.446656,2185.82649,8,7.997,7.9985,,,1/15/2014,CRM130,2072.58,24.4,1.024886517,2.116685802,1961.451745,1959.335059,1960.393402,1912.790703,1917.179172
5G,8/23/2013,5:07:00 PM,,,H2O 4,29.7,37.5,John Fajans,1.023707269,,1/24/2014,CRM130,2238.04,-1.8,23.15,1.025788867,2423.5,2425.3,2424.4,2363.44932,2361.829154,8.217,8.216,8.2165,,,1/15/2014,CRM130,2072.58,24.3,1.025446986,1.250806005,2061.632074,2060.381268,2061.006671,2009.861747,2014.250216
24G,8/23/2013,4:18:00 PM,,,H2O 1,30.3,36.4,John Fajans,1.022675469,,1/24/2014,CRM130,2238.04,3.4,23.4,1.024880791,2356.4,2353,2354.7,2297.5355,2295.915334,7.98,7.966,7.973,,,1/15/2014,CRM130,2072.58,24.3,1.024613683,-3.183051856,2047.580676,2050.763728,2049.172202,1999.94616,2004.334629
18G,8/10/2013,1:47:00 PM,,,H2O 1,30.5,36.8,John Fajans,1.022906255,,1/27/2014,CRM130,2238.04,-0.4,24.2,1.024946685,2364.7,2365.1,2364.9,2307.339527,2304.426214,8.135,8.129,8.132,,,1/15/2014,CRM130,2072.58,24.5,1.024856316,-1.78397533,2056.092047,2057.876022,2056.984035,2007.095045,2011.483514
12G,8/23/2013,4:40:00 PM,,,H2O 2,30.2,37.1,John Fajans,1.023235139,,1/27/2014,CRM130,2238.04,1.9,24.3,1.025143904,2396,2394.1,2395.05,2336.306142,2333.392828,8.185,8.182,8.1835,,,1/15/2014,CRM130,2072.58,24.4,1.025113742,0.494870986,2052.460622,2051.965751,2052.213186,2001.937056,2006.325525
6G,8/23/2013,4:53:00 PM,,,H2O 3,29.9,37.4,John Fajans,1.023563622,,1/27/2014,CRM130,2238.04,3.4,24.25,1.025386281,2398.4,2395,2396.7,2337.363045,2334.449731,8.121,8.12,8.1205,,,1/15/2014,CRM130,2072.58,24.5,1.025310726,-3.578269476,2069.787285,2073.365554,2071.576419,2020.437674,2024.826143
5G,8/23/2013,5:07:00 PM,,,H2O4,29.7,37.5,John Fajans,1.023707269,,1/27/2014,CRM130,2238.04,1.9,23.4,1.025715426,2420.7,2418.8,2419.75,2359.085122,2356.171808,8.187,8.175,8.181,,,1/15/2014,CRM130,2072.58,24.3,1.025446986,1.250806005,2061.632074,2060.381268,2061.006671,2009.861747,2009.861747
11G,9/10/2013,1:45:00 PM,,,H2O1,30.7,36.8,John Fajans,1.022836717,,1/27/2014,CRM130,2238.04,1.6,23.35,1.025198912,2233.4,2231.8,2232.6,2177.723731,2174.810418,7.932,7.926,7.929,,,1/15/2014,CRM130,2072.58,24.4,1.024886517,2.116685802,1961.451745,1959.335059,1960.393402,1912.790703,1912.790703
10G,10/3/2013,4:30:00 PM,,,H2O1,29.4,36.4,John Fajans,1.022983163,,1/27/2014,CRM130,2238.04,0.6,25.05,1.024386266,2385.9,2385.3,2385.6,2328.809042,2325.895729,8.079,8.105,8.092,,,1/15/2014,CRM130,2072.58,24.6,1.02452324,0.231717624,2092.177601,2091.945883,2092.061742,2041.985638,2041.985638
3H,11/11/2013,4:25:00 PM,24° 53.896' N,80° 37.043' W,CalValV,26.4,35.6,John Fajans,1.023362478,,1/29/2014,CRM130,2238.04,2.8,24.3,1.024007981,2471.7,2468.9,2470.3,2412.383541,2414.80045,7.969,7.966,7.9675,,,1/24/2014,CRM130,2072.58,23.6,1.024215529,2.370381021,2254.8691,2252.498719,2253.68391,2200.400059,2207.632259
4H,11/11/2013,4:31:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,26.4,35.6,John Fajans,1.023362478,,1/29/2014,CRM130,2238.04,1.2,24.5,1.023947976,2483.8,2482.6,2483.2,2425.123208,2427.540117,7.954,7.951,7.9525,,,1/24/2014,CRM130,2072.58,23.8,1.024156623,-2.751606594,2266.973357,2269.724964,2268.34916,2214.845961,2222.078161
5H,11/11/2013,4:35:00 PM,24° 53.798' N,80° 36.918' W,CalValSE,26.4,35.6,John Fajans,1.023362478,,1/29/2014,CRM130,2238.04,-1.9,24.4,1.023978018,2465.3,2467.2,2466.25,2408.498969,2410.915878,7.957,7.951,7.954,,,1/24/2014,CRM130,2072.58,23.8,1.024156623,-0.607853412,2250.053501,2250.661355,2250.357428,2197.278597,2204.510797
6H,11/11/2013,4:39:00 PM,24° 53.735' N,80° 36.998' W,CalValS,26.4,35.6,John Fajans,1.023362478,,1/29/2014,CRM130,2238.04,-1,24.3,1.024007981,2458.8,2459.8,2459.3,2401.641437,2404.058346,7.957,7.963,7.96,,,1/24/2014,CRM130,2072.58,23.7,1.024186115,1.784128531,2245.715398,2243.931269,2244.823334,2191.811917,2199.044118
10H,12/3/2013,4:23:00 PM,24° 53.896' N,80° 37.043' W,CalValN,25.2,35.7,John Fajans,1.023811083,,1/29/2014,CRM130,2238.04,0.8,24.55,1.02400859,2526.7,2525.9,2526.3,2467.069148,2469.486058,8.016,8.014,8.015,,,1/24/2014,CRM130,2072.58,24.5,1.024023647,-4.607168918,2274.869865,2279.477034,2277.173449,2223.750844,2230.983044
11H,12/3/2013,4:28:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,25.2,35.7,John Fajans,1.023811083,,1/29/2014,CRM130,2238.04,4.1,24.6,1.023993514,2520.3,2516.2,2518.25,2459.244093,2461.661003,8.022,8.019,8.0205,,,1/24/2014,CRM130,2072.58,24.2,1.024113578,0.072560317,2268.267299,2268.194738,2268.231019,2214.823696,2222.055896
12H,12/3/2013,4:34:00 PM,24° 53.798' N,80° 36.918' W,CalValSE,25.2,35.7,John Fajans,1.023811083,,1/29/2014,CRM130,2238.04,-3.7,24.6,1.023993514,2499.9,2503.6,2501.75,2443.13071,2445.54762,8.013,8.015,8.014,,,1/24/2014,CRM130,2072.58,24.2,1.024113578,0.83749541,2250.012772,2249.175276,2249.594024,2196.625524,2203.857724
14H,12/3/2013,4:40:00 PM,24° 53.735' N,80° 36.998' W,CalVal S,25.2,35.7,John Fajans,1.023811083,,1/29/2014,CRM130,2238.04,1.3,25,1.023872203,2506.8,2505.5,2506.15,2447.717588,2450.134498,8.053,8.048,8.0505,,,1/24/2014,CRM130,2072.58,23.7,1.024261893,-1.137077891,2230.761559,2231.898637,2231.330098,2178.476142,2185.708342
15H,12/3/2013,4:47:00 PM,24° 53.788' N,80° 37.092' W,ADCP S,25.2,35.7,John Fajans,1.023811083,,1/29/2014,CRM130,2238.04,1.4,25,1.023872203,2535.3,2533.9,2534.6,2475.504259,2477.921169,8.039,8.027,8.033,,,1/24/2014,CRM130,2072.58,24.8,1.023933014,-0.468967276,2265.749323,2266.21829,2265.983806,2213.019578,2220.251778
18H,12/16/2013,1:27:00 PM,24° 53.896' N,80° 37.043' W,CalVal N,25.9,35.2,John Fajans,1.023217331,,1/30/2014,CRM130,2238.04,5,24.5,1.023645336,2496.9,2491.9,2494.4,2436.781483,2454.323858,8.109,8.112,8.1105,,,1/24/2014,CRM130,2072.58,23.5,1.023941685,0.298619094,2232.33481,2232.036191,2232.1855,2179.992799,2187.224999
19H,12/16/2013,1:34:00 PM,24° 53.891' N,80° 36.964' W,ADCP NE,25.9,35.2,John Fajans,1.023217331,,1/31/2014,CRM130,2238.04,-0.7,23.75,1.023868338,2526.8,2527.5,2527.15,2468.237279,2468.794909,8.062,8.06,8.061,,,1/27/2014,CRM130,2072.58,25.3,1.023402619,1.829793586,2273.015833,2271.186039,2272.100936,2220.143757,2223.661215
